lemma,word,part_of_speech,category,meaning,question_id,code
hourly,hourly,ADJ,TIME,Based on each hour,56787,r009
wage,wage,NOUN,technical term,Hourly Income Earned by a Server,56787,r018
4.00,4.00,NUM,MONEY,Payment,56787,r001
hour,hour,NOUN,TIME,Unit of time,56787,r008
standard,standard,ADJ,  ,,56787,r016
tip,tip,NOUN,technical term,Customer's Payment Beyond the Invoice Amount,56787,r017
rate,rate,NOUN,technical term,Percentage of Tip Given by Customer,56787,r013
cost,cost,NOUN,,Expense,56787,r005
order,orders,NOUN,technical term,Food Items Requested at a Restaurant,56787,r012
serve,serves,VERB,  ,,56787,r014
work,worked,VERB,  ,,56787,r020
shift,shifts,NOUN,technical term,Period of Work at a Restaurant,56787,r015
average,averaged,VERB,,Calculate the typical amount,56787,r004
40,40,NUM,MONEY,Earnings,56787,r002
order,orders,NOUN,technical term,Food Items Requested at a Restaurant,56787,r012
hour,hour,NOUN,TIME,Unit of time,56787,r008
much,much,ADJ,  ,,56787,r011
Jill,Jill,PROPN,PERSON,Individual,56787,r003
earn,earn,VERB,,Generate income,56787,r007
boy,boy,NOUN,Individual Name,A male child,29285,r001
have,has,VERB,,To possess or own,29285,r003
trouser,trousers,NOUN,clothing,A garment worn on the lower body,29285,r007
shirt,shirts,NOUN,clothing,A garment worn on the upper body,29285,r006
many,many,ADJ,,A large quantity,29285,r004
different,different,ADJ,,Not the same,29285,r002
way,ways,NOUN,,A method or manner,29285,r008
select,select,VERB,,To choose  ,29285,r005
trouser,trouser,NOUN,clothing,A garment worn on the lower body,29285,r007
shirt,shirt,NOUN,clothing,A garment worn on the upper body,29285,r006
many,many,ADJ,organization name,a large number,46134,r001
term,terms,NOUN,technical term,a specific word or phrase with a specialized meaning in a particular field or subject matter,46134,r002
there,there,ADV,organization name,in that place or position,46134,r003
Jayant,Jayant,PROPN,Individual Name,A Person's Name,57548,r004
get,gets,VERB,,To Receive or Acquire,57548,r007
right,right,ADJ,Technical Term,Correct answer,57548,r011
sum,sum,NOUN,Technical Term,Mathematical problem,57548,r012
lose,loses,VERB,,To Fail to Win or Maintain,57548,r008
wrong,wrong,ADJ,Technical Term,Incorrect answer,57548,r013
sum,sum,NOUN,Technical Term,Mathematical problem,57548,r012
attempt,attempts,VERB,,To Make an Effort,57548,r005
sum,sums,NOUN,Technical Term,Mathematical problem,57548,r012
obtain,obtains,VERB,,To Acquire or Achieve,57548,r010
number,number,NOUN,MONEY,Quantity,57548,r009
sum,sums,NOUN,Technical Term,Mathematical problem,57548,r012
attempt,attempted,VERB,,To Make an Effort,57548,r005
correctly,correctly,ADV,,In an Accurate Manner,57548,r006
congress,congress,PROPN,ORG,Legislative body,63741,r003
Democrats,Democrats,PROPN,NORP,Political group,63741,r001
rest,rest,NOUN, ,Remaining portion,63741,r009
Republicans,Republicans,PROPN,NORP,Political group,63741,r002
vote,vote,NOUN, ,Decision-making process,63741,r010
new,new,ADJ,,Recent,63741,r007
law,law,NOUN, ,Legislation,63741,r005
member,members,NOUN, ,Constituent part,63741,r006
Democrats,Democrats,PROPN,NORP,Political group,63741,r001
member,members,NOUN, ,Constituent part,63741,r006
Republicans,Republicans,PROPN,NORP,Political group,63741,r002
expect,expected,VERB,,Anticipate,63741,r004
vote,vote,VERB, ,Decision-making process,63741,r010
new,new,ADJ,,Recent,63741,r007
law,law,NOUN, ,Legislation,63741,r005
percent,percent,NOUN, ,Measure of proportion,63741,r008
member,members,NOUN, ,Constituent part,63741,r006
expect,expected,VERB,,Anticipate,63741,r004
vote,vote,VERB, ,Decision-making process,63741,r010
new,new,ADJ,,Recent,63741,r007
law,law,NOUN, ,Legislation,63741,r005
be,are,VERB,Technical Term,Exist,48976,r003
student,students,NOUN,individual name,Person attending an educational institution,48976,r016
hostel,hostel,NOUN,Organization Name,Residence Facility,48976,r010
no,no,NOUN,technical term,"Quantity, amount,  number",48976,r013
student,students,NOUN,individual name,Person attending an educational institution,48976,r016
increase,increases,VERB,technical term,"Change over time, often upwards",48976,r011
expense,expenses,NOUN,Technical Term,Cost,48976,r007
mess,mess,NOUN,organization name,Mess hall or place where food is prepared and eaten,48976,r012
increase,increase,NOUN,technical term,"Change over time, often upwards",48976,r011
Rs.42,Rs.42,PROPN,Organization Name,Currency,48976,r001
day,day,NOUN,Technical Term,Time Period,48976,r004
average,average,ADJ,Technical Term,Statistical Value,48976,r002
expenditure,expenditure,NOUN,Technical Term,Spending,48976,r006
head,head,NOUN,Individual Name,Person,48976,r009
diminish,diminishes,VERB,Technical Term,Reduce,48976,r005
rs1,Rs1,NOUN,technical term,Indian currency denomination,48976,r015
find,Find,VERB,Technical Term,Discover,48976,r008
original,original,ADJ,technical term,"First, earliest form or value",48976,r014
expenditure,expenditure,NOUN,Technical Term,Spending,48976,r006
mess,mess,NOUN,organization name,Mess hall or place where food is prepared and eaten,48976,r012
numerator,numerator,NOUN,technical term,"The top number of a fraction, representing the part taken.",15230,r005
fraction,fraction,NOUN,technical term,"A representation of a part of a whole, typically expressed as a ratio of numerator to denominator.",15230,r003
triple,tripled,VERB,technical term,To multiply a numerical value by three.,15230,r009
denominator,denominator,NOUN,technical term,A part of a mathematical fraction represented by the bottom number.,15230,r001
fraction,fraction,NOUN,technical term,"A representation of a part of a whole, typically expressed as a ratio of numerator to denominator.",15230,r003
double,doubled,VERB,technical term,To multiply a numerical value by two.,15230,r002
result,resulting,VERB,technical term,The outcome or consequence of a process or action.,15230,r008
fraction,fraction,NOUN,technical term,"A representation of a part of a whole, typically expressed as a ratio of numerator to denominator.",15230,r003
reflect,reflect,VERB,technical term,"To show or indicate something, typically as a consequence or result.",15230,r007
increase,increase,NOUN,technical term,A rise or upward movement in value or quantity.,15230,r004
percent,percent,NOUN,technical term,A measure expressing a proportion out of one hundred.,15230,r006
average,average,ADJ,technical term,Mean value,16288,r002
age,age,NOUN,technical term,Measurement of a person's lifespan,16288,r001
averageage,averageage,NOUN,technical term,An average of a set of values,16288,r003
then,then,ADV,,Time reference,16288,r004
weight,weight,NOUN,technical term,Measure of heaviness,16288,r005
population,population,NOUN,technical term,The number of individuals within a specific group,2271,r007
bacteria,bacteria,NOUN,technical term,Microscopic organisms,2271,r001
colony,colony,NOUN,technical term,A group of microorganisms living together,2271,r002
double,doubles,VERB,,To increase by two times,2271,r004
day,day,NOUN,technical term,A unit of time in a 24-hour period,2271,r003
start,started,VERB,,To begin or commence,2271,r008
bacteria,bacteria,NOUN,technical term,Microscopic organisms,2271,r001
bacteria,bacteria,NOUN,technical term,Microscopic organisms,2271,r001
live,lives,VERB,,To exist and function,2271,r006
large,large,ADJ,,Extensive or of considerable size,2271,r005
colony,colony,NOUN,technical term,A group of microorganisms living together,2271,r002
average,average,NOUN,technical term,A calculated central value,68521,r001
prime,prime,ADJ,technical term,A whole number greater than 1 that has only two divisors: 1 and itself,68521,r003
number,numbers,NOUN,technical term,Value or quantity,68521,r002
many,many,ADJ,,,27660,r003
year,years,NOUN,,Unit of Time: A period of 365 days,27660,r006
Rs,Rs,PROPN,NORP,Currency Symbol -  Indian Rupee,27660,r001
produce,produce,VERB,,,27660,r004
same,same,ADJ,,,27660,r005
interest,interest,NOUN,Technical Term,Financial Concept: Return or profit earned on investment,27660,r002
Rs,Rs,PROPN,NORP,Currency Symbol -  Indian Rupee,27660,r001
produce,produce,VERB,,,27660,r004
population,population,NOUN,technical term,number of individuals in a group,70084,r007
bacteria,bacteria,NOUN,technical term,microorganism,70084,r001
colony,colony,NOUN,technical term,group of bacteria,70084,r002
double,doubles,VERB,,multiply by two,70084,r004
day,day,NOUN,organization name,unit of time,70084,r003
start,started,VERB,,begin,70084,r008
bacteria,bacteria,NOUN,technical term,microorganism,70084,r001
bacteria,bacteria,NOUN,technical term,microorganism,70084,r001
live,lives,VERB,,exist and function,70084,r006
large,large,ADJ,technical term,Expresses a quantity or extent,70084,r005
colony,colony,NOUN,technical term,group of bacteria,70084,r002
steamer,steamer,NOUN,technical term,Vessel propulsion by steam,154,r015
go,going,VERB,,Motion,154,r009
upstream,upstream,ADV,,,154,r018
cover,cover,VERB,Technical Term,Navigate or travel a distance,154,r004
distance,distance,NOUN,technical term,Travel space between points,154,r006
Town A and Town B,Town A and Town B,PROPN,ORG,Locations,154,r003
5 hour,5 hours,NUM,TIME,Duration,154,r002
same,same,ADJ,,,154,r013
steamer,steamer,NOUN,technical term,Vessel propulsion by steam,154,r015
go,going,VERB,,Motion,154,r009
downstream,downstream,NOUN,Technical Term,Moving in the direction of the current,154,r007
cover,cover,VERB,Technical Term,Navigate or travel a distance,154,r004
distance,distance,NOUN,technical term,Travel space between points,154,r006
town,towns,NOUN,organization name,Urban settlement,154,r017
3 hour,3 hours,NUM,TIME,Duration,154,r001
long,long,ADV,,Extent,154,r010
take,take,VERB,,,154,r016
raft,raft,NOUN,technical term,Watercraft,154,r012
move,moving,VERB,technical term,Motion,154,r011
speed,speed,NOUN,technical term,Velocity,154,r014
current,current,NOUN,technical term,Flow of water,154,r005
float,float,VERB,Technical Term,Move passively on a liquid surface,154,r008
John,John,PROPN,PERSON,Person's name,4650,r001
buy,buys,VERB,,To acquire something,4650,r004
bike,bike,NOUN,Technical Term,Two-wheeled vehicle,4650,r003
spend,spends,VERB,Technical Term,Action of investing or using resources to achieve a goal.,4650,r011
r,Rs,NOUN,,,4650,r007
repair,repairs,NOUN,,The act of fixing something,4650,r008
sell,sells,VERB,,To exchange something for money,4650,r010
percent,percent,NOUN,technical term,A representation of a part of a whole as a fraction of the whole.,21387,r003
selling,selling,NOUN,technical term, The act of selling goods or services.,21387,r006
price,price,NOUN,technical term,The amount of money asked for or given for something.,21387,r004
cost,cost,NOUN,technical term,The amount spent to acquire or produce something.,21387,r001
price,price,NOUN,technical term,The amount of money asked for or given for something.,21387,r004
gross,gross,ADJ,technical term,"Total profit before any deductions, including taxes. ",21387,r002
profit,profit,NOUN,technical term,The financial gain made from a transaction or activity.,21387,r005
selling,selling,NOUN,technical term, The act of selling goods or services.,21387,r006
price,price,NOUN,technical term,The amount of money asked for or given for something.,21387,r004
car,car,NOUN,technical term,Vehicle used for transportation,69205,r003
dealership,dealership,NOUN,,Business that sells vehicles,69205,r006
contain,contains,VERB,,Hold or accommodate something within,69205,r004
car,cars,NOUN,technical term,Vehicle used for transportation,69205,r003
minivan,minivans,NOUN,technical term,Vehicle designed to transport multiple passengers,69205,r007
sedan,sedans,NOUN,technical term,Car with a four-door body style,69205,r009
car,car,NOUN,technical term,Vehicle used for transportation,69205,r003
dealership,dealership,NOUN,,Business that sells vehicles,69205,r006
contain,contains,VERB,,Hold or accommodate something within,69205,r004
car,cars,NOUN,technical term,Vehicle used for transportation,69205,r003
minivan,minivans,NOUN,technical term,Vehicle designed to transport multiple passengers,69205,r007
truck,trucks,NOUN,technical term,vehicle type,69205,r011
car,car,NOUN,technical term,Vehicle used for transportation,69205,r003
dealership,dealership,NOUN,,Business that sells vehicles,69205,r006
contain,contains,VERB,,Hold or accommodate something within,69205,r004
car,cars,NOUN,technical term,Vehicle used for transportation,69205,r003
minivan,minivans,NOUN,technical term,Vehicle designed to transport multiple passengers,69205,r007
convertible,convertibles,NOUN,technical term,Motor vehicle with a retractable roof,69205,r005
car,cars,NOUN,technical term,Vehicle used for transportation,69205,r003
contain,contained,VERB,,Hold or accommodate something within,69205,r004
dealership,dealerships,NOUN,,Business that sells vehicles,69205,r006
minivan,minivans,NOUN,technical term,Vehicle designed to transport multiple passengers,69205,r007
term,terms,NOUN,,Phrase or expression with a specific meaning,69205,r010
n and p,n and p,NOUN,ORG,Represents companies or organizations selling vehicles,69205,r008
treat,treat,NOUN,technical term,Something given as a reward or incentive,74795,r030
child,children,NOUN,Individual Name,Young human being.,74795,r003
mother,mother,NOUN,individual name,female parent of children,74795,r017
run,runs,VERB,,Move quickly on foot,74795,r027
freezer,freezer,NOUN,Technical Term,Appliance used for preserving food by lowering its temperature.,74795,r009
have,has,VERB,individual name,"person who owns cherry, orange ice pops",74795,r011
cherry,cherry,NOUN,Organization Name,A type of fruit often used in treats.,74795,r002
ice,ice,NOUN,technical term,frozen treat,74795,r012
pop,pops,NOUN,technical term,Frozen confection,74795,r021
orange,orange,ADJ,technical term,citrus fruit flavor,74795,r018
ice,ice,NOUN,technical term,frozen treat,74795,r012
pop,pops,NOUN,technical term,Frozen confection,74795,r021
lemon,lemon,NOUN,technical term,citrus fruit flavor,74795,r014
ice,ice,NOUN,technical term,frozen treat,74795,r012
pop,pops,NOUN,technical term,Frozen confection,74795,r021
choose,chooses,VERB,,Making a selection from available options.,74795,r004
random,random,ADJ,,Without specific order or preference,74795,r023
bring,bring,VERB,,Action: transporting something or someone to a location.,74795,r001
outside,outside,ADV,,in an external location,74795,r020
child,children,NOUN,Individual Name,Young human being.,74795,r003
realize,realizes,VERB,,Become aware of something,74795,r024
run,runs,VERB,,Move quickly on foot,74795,r027
door,door,NOUN,,Entranceway to a building or room.,74795,r006
bring,bring,VERB,,Action: transporting something or someone to a location.,74795,r001
different,different,ADJ,,Distinct from each other; not the same.,74795,r005
flavor,flavors,NOUN,Technical Term,"Sensory quality of something, often related to taste.",74795,r008
jealous,jealous,ADJ,,feeling of anger towards others having something desired,74795,r013
other,other,ADJ,,a contrasting member of a pair,74795,r019
get,getting,VERB,,Acquire possession of something; receive.,74795,r010
even,even,ADV,,Equally distributed or balanced.,74795,r007
more,more,ADV,,a greater amount,74795,r016
upset,upset,ADJ,technical term,Emotional state induced by a perceived lack of fairness or equality.,74795,r031
probability,probability,NOUN,technical term,Likelihood of an event,74795,r022
have,has,VERB,individual name,"person who owns cherry, orange ice pops",74795,r011
return,return,VERB,,Go back to a previous place or state,74795,r026
freezer,freezer,NOUN,Technical Term,Appliance used for preserving food by lowering its temperature.,74795,r009
make,make,VERB,,to bring about a desired outcome,74795,r015
sure,sure,ADJ,,Certain or confident,74795,r029
receive,receive,VERB,,Get or be given something,74795,r025
same,same,ADJ,,Identical or alike,74795,r028
flavor,flavor,NOUN,Technical Term,"Sensory quality of something, often related to taste.",74795,r008
couple,couple,NOUN,individual name,Two people in a relationship,36175,r003
decide,decides,VERB,,To make a choice,36175,r004
have,have,VERB,,To possess or own,36175,r008
child,children,NOUN,Individual Name,Young human being,36175,r002
succeed,succeed,VERB,Technical Term,Achieve a desired result or goal,36175,r011
have,having,VERB,,To possess or own,36175,r008
child,children,NOUN,Individual Name,Young human being,36175,r002
child,child,NOUN,Individual Name,Young human being,36175,r002
equally,equally,ADV,,In a fair or balanced way,36175,r005
likely,likely,ADJ,, Probable,36175,r009
boy,boy,NOUN,Individual Name,Male child,36175,r001
girl,girl,NOUN,Individual Name,Female child,36175,r007
probability,probability,NOUN,technical term,Measure of the likelihood of an event occurring,36175,r010
have,have,VERB,,To possess or own,36175,r008
exactly,exactly,ADV,,Precisely or accurately,36175,r006
girl,girls,NOUN,Individual Name,Female child,36175,r007
boy,boy,NOUN,Individual Name,Male child,36175,r001
car,car,NOUN,technical term,motor vehicle for transportation,57382,r003
driver,driver,NOUN,technical term,person operating a vehicle,57382,r006
travel,travels,VERB,technical term,Move from one place to another,57382,r016
plain,plains,NOUN,organization name,Land,57382,r011
hill,hill,NOUN,Organization Name,a rural travel location,57382,r008
station,station,NOUN,organization name,Roadside stop,57382,r015
km,km,NOUN,technical term,unit of distance for kilometers,57382,r010
apart,apart,ADV,Technical Term,expressing distance,57382,r001
average,average,ADJ,technical term,speed or rate calculation,57382,r002
speed,speed,NOUN,technical term,Rate of movement,57382,r014
hr,hr,NOUN,technical term,unit of time for hours,57382,r009
return,return,NOUN,technical term,Opposite direction of travel,57382,r012
trip,trip,NOUN,technical term,Journey,57382,r017
cover,covers,VERB,Technical Term,to travel a certain distance,57382,r004
same,same,ADJ,technical term,Equal in measurement,57382,r013
distance,distance,NOUN,technical term,measurement of length between points,57382,r005
average,average,ADJ,technical term,speed or rate calculation,57382,r002
speed,speed,NOUN,technical term,Rate of movement,57382,r014
hr,hr,NOUN,technical term,unit of time for hours,57382,r009
average,average,ADJ,technical term,speed or rate calculation,57382,r002
speed,speed,NOUN,technical term,Rate of movement,57382,r014
car,car,NOUN,technical term,motor vehicle for transportation,57382,r003
entire,entire,ADJ,Technical Term,relating to whole,57382,r007
distance,distance,NOUN,technical term,measurement of length between points,57382,r005
man,man,NOUN,individual name,Person performing the rowing action,46018,r003
row,row,VERB,technical term,Propel a boat using oars,46018,r005
upstream,upstream,ADV,technical term,Direction of water flow opposite to its current,46018,r007
downstream,downstream,ADJ,technical term,Direction of water flow relative to a current,46018,r001
find,Find,VERB,technical term,Calculate or determine a value,46018,r002
man,man,NOUN,individual name,Person performing the rowing action,46018,r003
rate,rate,NOUN,technical term,Speed of motion or movement,46018,r004
still,still,ADV,technical term,Lacking movement or current,46018,r006
water,water,NOUN,technical term,Fluid medium for movement,46018,r008
people,people,NOUN,individual name,Humans,4696,r010
individually,individually,ADV,,Separately or alone,4696,r007
complete,complete,VERB,,To finish or bring to a successful conclusion,4696,r004
certain,certain,ADJ,,A specific but unspecified amount or degree,4696,r003
job,job,NOUN,technical term,Task,4696,r008
respectively,respectively,ADV,,in the order mentioned,4696,r013
low,lowest,ADJ,,Of low level or quantity,4696,r009
fraction,fraction,NOUN,technical term,Part of a Whole,4696,r006
job,job,NOUN,technical term,Task,4696,r008
do,done,VERB,,To perform an action,4696,r005
people,people,NOUN,individual name,Humans,4696,r010
work,working,VERB,,To perform labor or duties,4696,r015
together,together,ADV,,Combined as a unit,4696,r014
respective,respective,ADJ,,belonging to each individually,4696,r012
rate,rates,NOUN,technical term,Measure of work efficiency,4696,r011
measure,measure,NOUN,technical term,Quantitative assessment,37772,r006
angle,angle,NOUN,technical term,Geometric figure formed by two intersecting lines,37772,r002
make,made,VERB,,,37772,r005
diagonal,diagonals,NOUN,technical term,Line connecting opposite corners of a shape,37772,r004
adjacent,adjacent,ADJ,technical term,Proximity in relation to other sides,37772,r001
side,sides,NOUN,technical term,Edge or boundary of a shape,37772,r007
cube,cube,NOUN,technical term,3-dimensional geometric shape,37772,r003
positive,positive,ADJ, ,Greater than zero,87169,r004
integer,integer,NOUN,technical term,Whole numbers,87169,r002
divide,divided,VERB,technical term,Mathematical operation,87169,r001
remainder,remainder,NOUN,technical term,The amount left over after division,87169,r005
divide,divided,VERB,technical term,Mathematical operation,87169,r001
remainder,remainder,NOUN,technical term,The amount left over after division,87169,r005
many,many,ADJ, ,A large quantity,87169,r003
there,there,ADV, ,In that place,87169,r006
class,class,NOUN,Organizational Name,Grouping of students for education,42615,r003
student,students,NOUN,,A person attending a school or university,42615,r008
take,taking,VERB,,To choose or enroll in something,42615,r009
French,French,PROPN,NORP,Language,42615,r001
take,taking,VERB,,To choose or enroll in something,42615,r009
German,German,PROPN,NORP,Language,42615,r002
student,students,NOUN,,A person attending a school or university,42615,r008
take,taking,VERB,,To choose or enroll in something,42615,r009
French,French,PROPN,NORP,Language,42615,r001
german,German,ADJ,NORP,Relating to the German language or people,42615,r006
take,taking,VERB,,To choose or enroll in something,42615,r009
course,courses,NOUN,Technical Term,Subject taught at a school or institution,42615,r004
many,many,ADJ,,A large or considerable number,42615,r007
student,students,NOUN,,A person attending a school or university,42615,r008
enrol,enrolled,VERB,,To register for a class or program,42615,r005
course,course,NOUN,Technical Term,Subject taught at a school or institution,42615,r004
man,man,NOUN,individual name,human being,16818,r007
take,took,VERB,,Obtain or receive,16818,r012
loan,loan,NOUN,technical term,debt given with an agreement to repay,16818,r006
rate,rate,NOUN,technical term,percentage of interest charged per period,16818,r010
annum,annum,ADJ,technical term,per year,16818,r002
simple,simple,ADJ,technical term,Mathematics,16818,r011
interest,interest,NOUN,technical term,cost of borrowing money,16818,r005
have,had,VERB,,to possess,16818,r004
pay,pay,VERB,,to give money in return for goods or services,16818,r008
interest,interest,NOUN,technical term,cost of borrowing money,16818,r005
principal,principal,ADJ,technical term,original sum borrowed in a loan,16818,r009
amount,amount,NOUN,technical term,financial value,16818,r001
borrow,borrowed,VERB,,to take a loan,16818,r003
great,greatest,ADJ,technical term,Largest possible value within a given context,94386,r005
integer,integer,NOUN,technical term,Whole number,94386,r006
always,always,ADV,,,94386,r001
evenly,evenly,ADV,,,94386,r004
divide,divide,VERB,technical term,Break down into smaller parts,94386,r003
sum,sum,NOUN,technical term,Result of adding numbers together,94386,r007
consecutive,consecutive,ADJ,technical term,Sequence of numbers with a constant difference,94386,r002
integer,integers,NOUN,technical term,Whole number,94386,r006
certain,certain,ADJ,Technical Term,Definite or Specific,18515,r004
mathematical,mathematical,ADJ,Technical Term,Related to mathematics,18515,r016
activity,activity,NOUN,Organization Name,Mathematical Problem or Game,18515,r001
have,have,VERB, , ,18515,r012
card,cards,NOUN,Individual Name,Representation of Prime Number,18515,r003
different,different,ADJ,Technical Term,Distinct or Unique,18515,r006
prime,prime,ADJ,Technical Term,A natural number greater than 1 that has no positive divisors other than 1 and itself,18515,r019
number,numbers,NOUN,Technical Term,A quantity represented by digits or symbols,18515,r017
distribute,distribute,VERB,Technical Term,Allocate or Spread Out,18515,r007
card,cards,NOUN,Individual Name,Representation of Prime Number,18515,r003
envelope,envelope,NOUN,Technical Term,Container for Cards,18515,r009
go,go,VERB, , ,18515,r011
envelope,envelope,NOUN,Technical Term,Container for Cards,18515,r009
break,broken,VERB,Technical Term,Division or Separation,18515,r002
way,way,NOUN,Technical Term,A method or approach to achieving something,18515,r026
envelope,envelopes,NOUN,Technical Term,Container for Cards,18515,r009
then,Then,ADV,,Following a previous action or event,18515,r025
envelop,envelop,NOUN,Technical Term,Container for Cards,18515,r008
find,find,VERB,Technical Term,Determine or Discover the Product,18515,r010
product,product,NOUN,Technical Term,The outcome or result of a process or calculation,18515,r022
card,cards,NOUN,Individual Name,Representation of Prime Number,18515,r003
envelope,envelope,NOUN,Technical Term,Container for Cards,18515,r009
number,number,NOUN,Technical Term,A quantity represented by digits or symbols,18515,r017
envelope,envelope,NOUN,Technical Term,Container for Cards,18515,r009
envelope,envelope,NOUN,Technical Term,Container for Cards,18515,r009
contain,containing,VERB,Technical Term,Hold or House within,18515,r005
card,cards,NOUN,Individual Name,Representation of Prime Number,18515,r003
have,has,VERB, , ,18515,r012
number,number,NOUN,Technical Term,A quantity represented by digits or symbols,18515,r017
then,then,ADV,,Following a previous action or event,18515,r025
put,put,VERB,,To place something somewhere,18515,r023
envelope,envelope,NOUN,Technical Term,Container for Cards,18515,r009
number,numbers,NOUN,Technical Term,A quantity represented by digits or symbols,18515,r017
order,order,NOUN, ,The sequence or arrangement of things,18515,r018
low,lowest,ADJ, , ,18515,r014
high,highest,ADJ, , ,18515,r013
set,set,NOUN,Technical Term,"A collection of items or objects, often defined by a specific characteristic or purpose",18515,r024
many,many,ADJ, , ,18515,r015
different,different,ADJ,Technical Term,Distinct or Unique,18515,r006
set,sets,NOUN,Technical Term,"A collection of items or objects, often defined by a specific characteristic or purpose",18515,r024
produce,produced,VERB,Technical Term,To generate or create a result,18515,r021
process,process,NOUN, ,A series of actions or steps taken to achieve a particular end,18515,r020
number,number,NOUN,TECHNICAL TERM,A mathematical concept representing a quantity,50080,r003
permutation,permutations,NOUN,TECHNICAL TERM,An arrangement of items in a particular order,50080,r004
letter,letters,NOUN,TECHNICAL TERM,An individual character within a word or sequence of characters,50080,r002
word,word,NOUN,TECHNICAL TERM,A sequence of letters that has meaning,50080,r005
MESMERISE,MESMERISE,PROPN,ORG,A company or organization that creates and sells puzzles based on the patterns in the word 'MESMERISE',50080,r001
sum,sum,NOUN,technical term,The result of adding a set of numbers,32585,r004
odd,odd,ADJ,technical term,Not divisible evenly by 2,32585,r003
number,numbers,NOUN,technical term,A mathematical concept representing quantity,32585,r002
inclusive,inclusive,NOUN,technical term,Describes a range that includes the endpoints,32585,r001
probability,probability,NOUN,Technical Term,"Chance, Likelihood in a situation",36939,r012
1800,1800,NUM,MONEY,Cost of the cycle,37815,r001
1800,1800,NUM,MONEY,Estimated value of the cycle,37815,r001
profit,profit,NOUN,technical term,Finance,37815,r007
220,220,NUM,MONEY,Desired profit,37815,r002
price,price,NOUN,technical term,Finance,37815,r006
Rs,Rs,PROPN,NORP,Currency,4650,r002
scooter,scooter,NOUN,Technical Term,Transportation,4650,r009
Rs,Rs,PROPN,PERSON,Currency,4650,r002
gain,gain,NOUN,Technical Term,Financial Analysis,4650,r005
percent,percent,NOUN,Technical Term,Mathematics,4650,r006
Taylor,Taylor,PROPN,PERSON,,36939,r001
make,make,VERB,,,36939,r011
basket,basket,NOUN,,,36939,r003
probability,probability,NOUN,,,36939,r012
Taylor,Taylor,PROPN,PERSON,,36939,r001
make,makes,VERB,,,36939,r011
exactly,exactly,ADV,,,36939,r007
basket,basket,NOUN,,,36939,r003
try,tries,NOUN,,,36939,r018
car,car,NOUN,,,77707,r001
move,moves,NOUN,,,77707,r004
hr,hr,NOUN,,,77707,r002
speed,speed,NOUN,,,77707,r006
car,car,NOUN,,,77707,r001
meter,meters,NOUN,,,77707,r003
second,second,ADV,,,77707,r005
person,persons,NOUN,,,30284,r008
go,went,VERB,,,30284,r003
hotel,hotel,NOUN,,,30284,r004
take,taking,VERB,,,30284,r011
meal,meals,NOUN,,,30284,r005
spend,spent,VERB,,,30284,r010
r 12,Rs 12,NOUN,PRODUCT,,30284,r009
meal,meals,NOUN,,,30284,r005
spend,spent,VERB,,,30284,r010
more,more,ADJ,,,30284,r007
average,average,ADJ,,,30284,r001
expenditure,expenditure,NOUN,,,30284,r002
total,total,ADJ,,,30284,r012
money,money,NOUN,,,30284,r006
spend,spent,VERB,,,30284,r010
initially,Initially,ADV,,,72282,r005
man,men,NOUN,,,72282,r007
woman,women,NOUN,,,72282,r014
room,room,NOUN,,,72282,r012
ratio,ratio,NOUN,,,72282,r011
then,Then,ADV,,,72282,r013
man,men,NOUN,,,72282,r007
enter,entered,VERB,,,72282,r004
room,room,NOUN,,,72282,r012
woman,women,NOUN,,,72282,r014
leave,left,VERB,,,72282,r006
room,room,NOUN,,,72282,r012
then,Then,ADV,,,72282,r013
number,number,NOUN,,,72282,r010
woman,women,NOUN,,,72282,r014
double,doubled,VERB,,,72282,r003
now,Now,ADV,,,72282,r009
be,are,VERB,,,72282,r001
man,men,NOUN,,,72282,r007
room,room,NOUN,,,72282,r012
many,many,ADJ,,,72282,r008
woman,women,NOUN,,,72282,r014
currently,currently,ADV,,,72282,r002
room,room,NOUN,,,72282,r012
complete,complete,VERB,,,30265,r001
project,project,NOUN,,,30265,r004
complete,complete,VERB,,,30265,r001
same,same,ADJ,,,30265,r006
project,project,NOUN,,,30265,r004
start,start,VERB,,,30265,r007
work,working,VERB,,,30265,r009
project,project,NOUN,,,30265,r004
together,together,ADV,,,30265,r008
quit,quits,NOUN,,,30265,r005
project,project,NOUN,,,30265,r004
complete,completed,VERB,,,30265,r001
many,many,ADJ,,,30265,r003
day,days,NOUN,,,30265,r002
project,project,NOUN,,,30265,r004
complete,completed,VERB,,,30265,r001
timing,timing,NOUN,,,95704,r012
college,college,NOUN,,,95704,r004
12 p.m,12 p.m,NUM,MONEY,,95704,r001
p.m.,p.m.,NOUN,,,95704,r010
lecture,lectures,NOUN,,,95704,r009
hold,held,VERB,,,95704,r008
give,given,VERB,,,95704,r007
duration,duration,NOUN,,,95704,r005
break,break,NOUN,,,95704,r003
5 minute,5 minutes,NUM,TIME,,95704,r002
lecture,lecture,NOUN,,,95704,r009
give,given,VERB,,,95704,r007
student,students,NOUN,,,95704,r011
find,Find,VERB,,,95704,r006
duration,duration,NOUN,,,95704,r005
lecture,lecture,NOUN,,,95704,r009
statue,statue,NOUN,,,94652,r011
carve,carved,VERB,,,94652,r002
sculptor,sculptor,NOUN,,,94652,r010
original,original,ADJ,,,94652,r007
piece,piece,NOUN,,,94652,r008
