lemma,word,part_of_speech,category,meaning,question_id,code,p_0_masked,p_20_masked,p_40_masked,p_60_masked,p_80_masked
rate,rate,NOUN,technical term,Percentage of Tip Given by Customer,56787,r013,False,False,False,True,True
cost,cost,NOUN,,Expense,56787,r005,False,False,True,True,True
order,orders,NOUN,technical term,Food Items Requested at a Restaurant,56787,r012,False,False,False,False,True
serve,serves,VERB,  ,,56787,r014,False,False,False,True,True
work,worked,VERB,  ,,56787,r020,False,False,False,False,False
shift,shifts,NOUN,technical term,Period of Work at a Restaurant,56787,r015,False,False,True,True,False
average,averaged,VERB,,Calculate the typical amount,56787,r004,False,True,False,True,True
40,40,NUM,MONEY,Earnings,56787,r002,False,False,True,True,True
order,orders,NOUN,technical term,Food Items Requested at a Restaurant,56787,r012,False,False,False,False,True
hour,hour,NOUN,TIME,Unit of time,56787,r008,False,False,True,False,True
much,much,ADJ,  ,,56787,r011,False,False,True,True,True
Jill,Jill,PROPN,PERSON,Individual,56787,r003,False,False,True,True,True
earn,earn,VERB,,Generate income,56787,r007,False,False,False,True,True
boy,boy,NOUN,Individual Name,A male child,29285,r001,False,False,False,True,True
have,has,VERB,,To possess or own,29285,r003,False,True,True,False,False
trouser,trousers,NOUN,clothing,A garment worn on the lower body,29285,r007,False,False,False,True,True
shirt,shirts,NOUN,clothing,A garment worn on the upper body,29285,r006,False,False,False,True,True
many,many,ADJ,,A large quantity,29285,r004,False,False,False,False,False
different,different,ADJ,,Not the same,29285,r002,False,False,False,False,True
way,ways,NOUN,,A method or manner,29285,r008,False,True,True,True,True
select,select,VERB,,To choose  ,29285,r005,False,False,True,True,True
trouser,trouser,NOUN,clothing,A garment worn on the lower body,29285,r007,False,False,False,True,True
shirt,shirt,NOUN,clothing,A garment worn on the upper body,29285,r006,False,False,False,True,True
many,many,ADJ,organization name,a large number,46134,r001,False,False,False,True,False
term,terms,NOUN,technical term,a specific word or phrase with a specialized meaning in a particular field or subject matter,46134,r002,False,False,True,False,True
there,there,ADV,organization name,in that place or position,46134,r003,False,True,False,True,True
Jayant,Jayant,PROPN,Individual Name,A Person's Name,57548,r004,False,False,False,True,False
get,gets,VERB,,To Receive or Acquire,57548,r007,False,False,False,True,True
right,right,ADJ,Technical Term,Correct answer,57548,r011,False,True,False,False,True
sum,sum,NOUN,Technical Term,Mathematical problem,57548,r012,False,False,False,True,True
lose,loses,VERB,,To Fail to Win or Maintain,57548,r008,False,True,True,True,True
wrong,wrong,ADJ,Technical Term,Incorrect answer,57548,r013,False,False,True,True,False
sum,sum,NOUN,Technical Term,Mathematical problem,57548,r012,False,False,False,True,True
attempt,attempts,VERB,,To Make an Effort,57548,r005,False,False,True,False,True
sum,sums,NOUN,Technical Term,Mathematical problem,57548,r012,False,False,False,True,True
obtain,obtains,VERB,,To Acquire or Achieve,57548,r010,False,False,False,False,True
number,number,NOUN,MONEY,Quantity,57548,r009,False,False,False,True,False
sum,sums,NOUN,Technical Term,Mathematical problem,57548,r012,False,False,False,True,True
attempt,attempted,VERB,,To Make an Effort,57548,r005,False,False,True,False,True
correctly,correctly,ADV,,In an Accurate Manner,57548,r006,False,False,True,True,True
congress,congress,PROPN,ORG,Legislative body,63741,r003,False,True,True,False,True
Democrats,Democrats,PROPN,NORP,Political group,63741,r001,False,False,True,False,False
rest,rest,NOUN, ,Remaining portion,63741,r009,False,True,False,True,False
Republicans,Republicans,PROPN,NORP,Political group,63741,r002,False,False,True,True,True
vote,vote,NOUN, ,Decision-making process,63741,r010,False,False,False,False,True
new,new,ADJ,,Recent,63741,r007,False,False,False,True,True
law,law,NOUN, ,Legislation,63741,r005,False,False,False,True,True
member,members,NOUN, ,Constituent part,63741,r006,False,False,True,True,True
Democrats,Democrats,PROPN,NORP,Political group,63741,r001,False,False,True,False,False
member,members,NOUN, ,Constituent part,63741,r006,False,False,True,True,True
Republicans,Republicans,PROPN,NORP,Political group,63741,r002,False,False,True,True,True
expect,expected,VERB,,Anticipate,63741,r004,False,False,False,True,True
vote,vote,VERB, ,Decision-making process,63741,r010,False,False,False,False,True
new,new,ADJ,,Recent,63741,r007,False,False,False,True,True
law,law,NOUN, ,Legislation,63741,r005,False,False,False,True,True
percent,percent,NOUN, ,Measure of proportion,63741,r008,False,False,False,False,True
member,members,NOUN, ,Constituent part,63741,r006,False,False,True,True,True
expect,expected,VERB,,Anticipate,63741,r004,False,False,False,True,True
vote,vote,VERB, ,Decision-making process,63741,r010,False,False,False,False,True
new,new,ADJ,,Recent,63741,r007,False,False,False,True,True
law,law,NOUN, ,Legislation,63741,r005,False,False,False,True,True
be,are,VERB,Technical Term,Exist,48976,r003,False,False,True,True,True
student,students,NOUN,individual name,Person attending an educational institution,48976,r016,False,False,False,True,True
hostel,hostel,NOUN,Organization Name,Residence Facility,48976,r010,False,False,False,True,True
no,no,NOUN,technical term,"Quantity, amount,  number",48976,r013,False,True,True,False,False
student,students,NOUN,individual name,Person attending an educational institution,48976,r016,False,False,False,True,True
increase,increases,VERB,technical term,"Change over time, often upwards",48976,r011,False,False,False,True,False
expense,expenses,NOUN,Technical Term,Cost,48976,r007,False,False,True,True,False
mess,mess,NOUN,organization name,Mess hall or place where food is prepared and eaten,48976,r012,False,False,True,True,True
increase,increase,NOUN,technical term,"Change over time, often upwards",48976,r011,False,False,False,True,False
Rs.42,Rs.42,PROPN,Organization Name,Currency,48976,r001,False,True,False,False,True
day,day,NOUN,Technical Term,Time Period,48976,r004,False,False,False,False,True
average,average,ADJ,Technical Term,Statistical Value,48976,r002,False,True,True,False,True
expenditure,expenditure,NOUN,Technical Term,Spending,48976,r006,False,False,False,True,True
head,head,NOUN,Individual Name,Person,48976,r009,False,False,True,False,True
diminish,diminishes,VERB,Technical Term,Reduce,48976,r005,False,False,False,True,True
rs1,Rs1,NOUN,technical term,Indian currency denomination,48976,r015,False,False,False,True,True
find,Find,VERB,Technical Term,Discover,48976,r008,False,False,False,False,True
original,original,ADJ,technical term,"First, earliest form or value",48976,r014,False,False,False,True,True
expenditure,expenditure,NOUN,Technical Term,Spending,48976,r006,False,False,False,True,True
mess,mess,NOUN,organization name,Mess hall or place where food is prepared and eaten,48976,r012,False,False,True,True,True
numerator,numerator,NOUN,technical term,"The top number of a fraction, representing the part taken.",15230,r005,False,True,True,True,True
fraction,fraction,NOUN,technical term,"A representation of a part of a whole, typically expressed as a ratio of numerator to denominator.",15230,r003,False,False,False,False,True
triple,tripled,VERB,technical term,To multiply a numerical value by three.,15230,r009,False,False,False,False,True
denominator,denominator,NOUN,technical term,A part of a mathematical fraction represented by the bottom number.,15230,r001,False,False,False,True,False
fraction,fraction,NOUN,technical term,"A representation of a part of a whole, typically expressed as a ratio of numerator to denominator.",15230,r003,False,False,False,False,True
double,doubled,VERB,technical term,To multiply a numerical value by two.,15230,r002,False,False,True,False,True
result,resulting,VERB,technical term,The outcome or consequence of a process or action.,15230,r008,False,True,False,True,True
fraction,fraction,NOUN,technical term,"A representation of a part of a whole, typically expressed as a ratio of numerator to denominator.",15230,r003,False,False,False,False,True
reflect,reflect,VERB,technical term,"To show or indicate something, typically as a consequence or result.",15230,r007,False,False,True,False,True
increase,increase,NOUN,technical term,A rise or upward movement in value or quantity.,15230,r004,False,False,False,True,False
percent,percent,NOUN,technical term,A measure expressing a proportion out of one hundred.,15230,r006,False,False,True,True,True
average,average,ADJ,technical term,Mean value,16288,r002,False,True,True,True,True
age,age,NOUN,technical term,Measurement of a person's lifespan,16288,r001,False,False,False,False,False
averageage,averageage,NOUN,technical term,An average of a set of values,16288,r003,False,False,False,False,True
then,then,ADV,,Time reference,16288,r004,False,False,True,True,True
weight,weight,NOUN,technical term,Measure of heaviness,16288,r005,False,False,False,True,True
population,population,NOUN,technical term,The number of individuals within a specific group,2271,r007,False,False,False,True,True
bacteria,bacteria,NOUN,technical term,Microscopic organisms,2271,r001,False,True,False,True,True
colony,colony,NOUN,technical term,A group of microorganisms living together,2271,r002,False,False,False,True,True
double,doubles,VERB,,To increase by two times,2271,r004,False,False,True,True,True
day,day,NOUN,technical term,A unit of time in a 24-hour period,2271,r003,False,False,False,True,True
start,started,VERB,,To begin or commence,2271,r008,False,False,False,False,True
bacteria,bacteria,NOUN,technical term,Microscopic organisms,2271,r001,False,True,False,True,True
bacteria,bacteria,NOUN,technical term,Microscopic organisms,2271,r001,False,True,False,True,True
live,lives,VERB,,To exist and function,2271,r006,False,True,True,False,False
large,large,ADJ,,Extensive or of considerable size,2271,r005,False,False,True,False,False
colony,colony,NOUN,technical term,A group of microorganisms living together,2271,r002,False,False,False,True,True
average,average,NOUN,technical term,A calculated central value,68521,r001,False,True,False,True,True
prime,prime,ADJ,technical term,A whole number greater than 1 that has only two divisors: 1 and itself,68521,r003,False,False,False,True,True
number,numbers,NOUN,technical term,Value or quantity,68521,r002,False,False,True,False,False
many,many,ADJ,,,27660,r003,False,False,True,True,True
year,years,NOUN,,Unit of Time: A period of 365 days,27660,r006,False,True,False,True,False
Rs,Rs,PROPN,NORP,Currency Symbol -  Indian Rupee,27660,r001,False,False,False,False,True
produce,produce,VERB,,,27660,r004,False,False,True,False,True
same,same,ADJ,,,27660,r005,False,False,False,True,True
interest,interest,NOUN,Technical Term,Financial Concept: Return or profit earned on investment,27660,r002,False,False,False,True,True
Rs,Rs,PROPN,NORP,Currency Symbol -  Indian Rupee,27660,r001,False,False,False,False,True
produce,produce,VERB,,,27660,r004,False,False,True,False,True
population,population,NOUN,technical term,number of individuals in a group,70084,r007,False,False,False,True,True
bacteria,bacteria,NOUN,technical term,microorganism,70084,r001,False,False,False,True,True
colony,colony,NOUN,technical term,group of bacteria,70084,r002,False,False,False,True,True
double,doubles,VERB,,multiply by two,70084,r004,False,True,True,False,True
day,day,NOUN,organization name,unit of time,70084,r003,False,False,True,False,False
start,started,VERB,,begin,70084,r008,False,False,True,True,True
bacteria,bacteria,NOUN,technical term,microorganism,70084,r001,False,False,False,True,True
bacteria,bacteria,NOUN,technical term,microorganism,70084,r001,False,False,False,True,True
live,lives,VERB,,exist and function,70084,r006,False,False,False,True,False
large,large,ADJ,technical term,Expresses a quantity or extent,70084,r005,False,True,False,False,True
colony,colony,NOUN,technical term,group of bacteria,70084,r002,False,False,False,True,True
steamer,steamer,NOUN,technical term,Vessel propulsion by steam,154,r015,False,True,True,True,True
go,going,VERB,,Motion,154,r009,False,False,False,False,True
upstream,upstream,ADV,,,154,r018,False,False,False,True,True
cover,cover,VERB,Technical Term,Navigate or travel a distance,154,r004,False,False,False,False,False
distance,distance,NOUN,technical term,Travel space between points,154,r006,False,False,True,True,True
Town A and Town B,Town A and Town B,PROPN,ORG,Locations,154,r003,False,False,False,False,True
5 hour,5 hours,NUM,TIME,Duration,154,r002,False,False,False,False,True
same,same,ADJ,,,154,r013,False,False,True,True,True
steamer,steamer,NOUN,technical term,Vessel propulsion by steam,154,r015,False,True,True,True,True
go,going,VERB,,Motion,154,r009,False,False,False,False,True
downstream,downstream,NOUN,Technical Term,Moving in the direction of the current,154,r007,False,False,True,True,True
cover,cover,VERB,Technical Term,Navigate or travel a distance,154,r004,False,False,False,False,False
distance,distance,NOUN,technical term,Travel space between points,154,r006,False,False,True,True,True
town,towns,NOUN,organization name,Urban settlement,154,r017,False,True,True,False,False
3 hour,3 hours,NUM,TIME,Duration,154,r001,False,False,False,True,False
long,long,ADV,,Extent,154,r010,False,False,False,True,True
take,take,VERB,,,154,r016,False,False,False,True,True
raft,raft,NOUN,technical term,Watercraft,154,r012,False,True,False,False,True
move,moving,VERB,technical term,Motion,154,r011,False,False,True,False,False
speed,speed,NOUN,technical term,Velocity,154,r014,False,False,True,True,True
current,current,NOUN,technical term,Flow of water,154,r005,False,False,False,True,True
float,float,VERB,Technical Term,Move passively on a liquid surface,154,r008,False,True,False,True,True
John,John,PROPN,PERSON,Person's name,4650,r001,False,False,False,False,True
buy,buys,VERB,,To acquire something,4650,r004,False,False,True,True,True
bike,bike,NOUN,Technical Term,Two-wheeled vehicle,4650,r003,False,False,False,True,False
spend,spends,VERB,Technical Term,Action of investing or using resources to achieve a goal.,4650,r011,False,False,False,False,True
r,Rs,NOUN,,,4650,r007,False,True,True,True,True
repair,repairs,NOUN,,The act of fixing something,4650,r008,False,False,True,False,True
sell,sells,VERB,,To exchange something for money,4650,r010,False,False,True,True,True
percent,percent,NOUN,technical term,A representation of a part of a whole as a fraction of the whole.,21387,r003,False,False,True,True,True
selling,selling,NOUN,technical term, The act of selling goods or services.,21387,r006,False,False,False,True,True
price,price,NOUN,technical term,The amount of money asked for or given for something.,21387,r004,False,False,False,False,True
cost,cost,NOUN,technical term,The amount spent to acquire or produce something.,21387,r001,False,False,False,True,False
price,price,NOUN,technical term,The amount of money asked for or given for something.,21387,r004,False,False,False,False,True
gross,gross,ADJ,technical term,"Total profit before any deductions, including taxes. ",21387,r002,False,False,False,False,True
profit,profit,NOUN,technical term,The financial gain made from a transaction or activity.,21387,r005,False,True,True,True,True
selling,selling,NOUN,technical term, The act of selling goods or services.,21387,r006,False,False,False,True,True
price,price,NOUN,technical term,The amount of money asked for or given for something.,21387,r004,False,False,False,False,True
car,car,NOUN,technical term,Vehicle used for transportation,69205,r003,False,False,False,True,True
dealership,dealership,NOUN,,Business that sells vehicles,69205,r006,False,False,False,False,True
contain,contains,VERB,,Hold or accommodate something within,69205,r004,False,False,True,True,False
car,cars,NOUN,technical term,Vehicle used for transportation,69205,r003,False,False,False,True,True
minivan,minivans,NOUN,technical term,Vehicle designed to transport multiple passengers,69205,r007,False,False,False,True,True
sedan,sedans,NOUN,technical term,Car with a four-door body style,69205,r009,False,False,True,True,True
car,car,NOUN,technical term,Vehicle used for transportation,69205,r003,False,False,False,True,True
dealership,dealership,NOUN,,Business that sells vehicles,69205,r006,False,False,False,False,True
contain,contains,VERB,,Hold or accommodate something within,69205,r004,False,False,True,True,False
car,cars,NOUN,technical term,Vehicle used for transportation,69205,r003,False,False,False,True,True
minivan,minivans,NOUN,technical term,Vehicle designed to transport multiple passengers,69205,r007,False,False,False,True,True
truck,trucks,NOUN,technical term,vehicle type,69205,r011,False,False,True,True,True
car,car,NOUN,technical term,Vehicle used for transportation,69205,r003,False,False,False,True,True
dealership,dealership,NOUN,,Business that sells vehicles,69205,r006,False,False,False,False,True
contain,contains,VERB,,Hold or accommodate something within,69205,r004,False,False,True,True,False
car,cars,NOUN,technical term,Vehicle used for transportation,69205,r003,False,False,False,True,True
minivan,minivans,NOUN,technical term,Vehicle designed to transport multiple passengers,69205,r007,False,False,False,True,True
convertible,convertibles,NOUN,technical term,Motor vehicle with a retractable roof,69205,r005,False,True,False,True,True
car,cars,NOUN,technical term,Vehicle used for transportation,69205,r003,False,False,False,True,True
contain,contained,VERB,,Hold or accommodate something within,69205,r004,False,False,True,True,False
dealership,dealerships,NOUN,,Business that sells vehicles,69205,r006,False,False,False,False,True
minivan,minivans,NOUN,technical term,Vehicle designed to transport multiple passengers,69205,r007,False,False,False,True,True
term,terms,NOUN,,Phrase or expression with a specific meaning,69205,r010,False,False,False,False,True
n and p,n and p,NOUN,ORG,Represents companies or organizations selling vehicles,69205,r008,False,True,True,False,True
treat,treat,NOUN,technical term,Something given as a reward or incentive,74795,r030,False,False,False,True,False
child,children,NOUN,Individual Name,Young human being.,74795,r003,False,False,True,True,True
mother,mother,NOUN,individual name,female parent of children,74795,r017,False,False,False,True,True
run,runs,VERB,,Move quickly on foot,74795,r027,False,False,True,True,True
freezer,freezer,NOUN,Technical Term,Appliance used for preserving food by lowering its temperature.,74795,r009,False,False,True,True,True
have,has,VERB,individual name,"person who owns cherry, orange ice pops",74795,r011,False,False,True,False,True
cherry,cherry,NOUN,Organization Name,A type of fruit often used in treats.,74795,r002,False,False,False,False,False
ice,ice,NOUN,technical term,frozen treat,74795,r012,False,True,True,True,True
pop,pops,NOUN,technical term,Frozen confection,74795,r021,False,False,False,False,True
orange,orange,ADJ,technical term,citrus fruit flavor,74795,r018,False,False,True,True,True
ice,ice,NOUN,technical term,frozen treat,74795,r012,False,True,True,True,True
pop,pops,NOUN,technical term,Frozen confection,74795,r021,False,False,False,False,True
lemon,lemon,NOUN,technical term,citrus fruit flavor,74795,r014,False,False,True,True,True
ice,ice,NOUN,technical term,frozen treat,74795,r012,False,True,True,True,True
pop,pops,NOUN,technical term,Frozen confection,74795,r021,False,False,False,False,True
choose,chooses,VERB,,Making a selection from available options.,74795,r004,False,False,False,True,False
random,random,ADJ,,Without specific order or preference,74795,r023,False,False,False,True,False
bring,bring,VERB,,Action: transporting something or someone to a location.,74795,r001,False,True,True,False,True
outside,outside,ADV,,in an external location,74795,r020,False,False,False,False,True
child,children,NOUN,Individual Name,Young human being.,74795,r003,False,False,True,True,True
realize,realizes,VERB,,Become aware of something,74795,r024,False,False,True,False,True
run,runs,VERB,,Move quickly on foot,74795,r027,False,False,True,True,True
door,door,NOUN,,Entranceway to a building or room.,74795,r006,False,True,False,True,True
bring,bring,VERB,,Action: transporting something or someone to a location.,74795,r001,False,True,True,False,True
different,different,ADJ,,Distinct from each other; not the same.,74795,r005,False,False,True,False,True
flavor,flavors,NOUN,Technical Term,"Sensory quality of something, often related to taste.",74795,r008,False,False,False,False,True
jealous,jealous,ADJ,,feeling of anger towards others having something desired,74795,r013,False,False,True,True,True
other,other,ADJ,,a contrasting member of a pair,74795,r019,False,False,False,True,True
get,getting,VERB,,Acquire possession of something; receive.,74795,r010,False,True,False,True,True
even,even,ADV,,Equally distributed or balanced.,74795,r007,False,False,False,True,True
more,more,ADV,,a greater amount,74795,r016,False,False,False,True,True
upset,upset,ADJ,technical term,Emotional state induced by a perceived lack of fairness or equality.,74795,r031,False,False,False,True,False
probability,probability,NOUN,technical term,Likelihood of an event,74795,r022,False,False,False,False,True
have,has,VERB,individual name,"person who owns cherry, orange ice pops",74795,r011,False,False,True,False,True
return,return,VERB,,Go back to a previous place or state,74795,r026,False,True,True,False,False
freezer,freezer,NOUN,Technical Term,Appliance used for preserving food by lowering its temperature.,74795,r009,False,False,True,True,True
make,make,VERB,,to bring about a desired outcome,74795,r015,False,False,False,False,True
sure,sure,ADJ,,Certain or confident,74795,r029,False,True,False,False,True
receive,receive,VERB,,Get or be given something,74795,r025,False,False,False,True,True
same,same,ADJ,,Identical or alike,74795,r028,False,False,False,True,True
flavor,flavor,NOUN,Technical Term,"Sensory quality of something, often related to taste.",74795,r008,False,False,False,False,True
couple,couple,NOUN,individual name,Two people in a relationship,36175,r003,False,False,False,False,True
decide,decides,VERB,,To make a choice,36175,r004,False,False,True,True,True
have,have,VERB,,To possess or own,36175,r008,False,True,False,True,True
child,children,NOUN,Individual Name,Young human being,36175,r002,False,False,False,False,True
succeed,succeed,VERB,Technical Term,Achieve a desired result or goal,36175,r011,False,True,False,True,True
have,having,VERB,,To possess or own,36175,r008,False,True,False,True,True
child,children,NOUN,Individual Name,Young human being,36175,r002,False,False,False,False,True
child,child,NOUN,Individual Name,Young human being,36175,r002,False,False,False,False,True
equally,equally,ADV,,In a fair or balanced way,36175,r005,False,False,False,False,False
likely,likely,ADJ,, Probable,36175,r009,False,False,False,True,True
boy,boy,NOUN,Individual Name,Male child,36175,r001,False,False,False,True,True
girl,girl,NOUN,Individual Name,Female child,36175,r007,False,False,True,True,True
probability,probability,NOUN,technical term,Measure of the likelihood of an event occurring,36175,r010,False,False,True,False,True
have,have,VERB,,To possess or own,36175,r008,False,True,False,True,True
exactly,exactly,ADV,,Precisely or accurately,36175,r006,False,False,True,True,False
girl,girls,NOUN,Individual Name,Female child,36175,r007,False,False,True,True,True
boy,boy,NOUN,Individual Name,Male child,36175,r001,False,False,False,True,True
car,car,NOUN,technical term,motor vehicle for transportation,57382,r003,False,False,True,False,True
driver,driver,NOUN,technical term,person operating a vehicle,57382,r006,False,False,True,True,False
travel,travels,VERB,technical term,Move from one place to another,57382,r016,False,False,False,True,True
plain,plains,NOUN,organization name,Land,57382,r011,False,True,False,True,False
hill,hill,NOUN,Organization Name,a rural travel location,57382,r008,False,False,False,False,True
station,station,NOUN,organization name,Roadside stop,57382,r015,False,False,True,True,True
km,km,NOUN,technical term,unit of distance for kilometers,57382,r010,False,False,False,True,True
apart,apart,ADV,Technical Term,expressing distance,57382,r001,False,True,False,False,True
average,average,ADJ,technical term,speed or rate calculation,57382,r002,False,False,False,False,True
speed,speed,NOUN,technical term,Rate of movement,57382,r014,False,False,False,True,True
hr,hr,NOUN,technical term,unit of time for hours,57382,r009,False,True,False,False,False
return,return,NOUN,technical term,Opposite direction of travel,57382,r012,False,False,True,True,True
trip,trip,NOUN,technical term,Journey,57382,r017,False,False,True,False,True
cover,covers,VERB,Technical Term,to travel a certain distance,57382,r004,False,False,True,True,True
same,same,ADJ,technical term,Equal in measurement,57382,r013,False,False,False,True,True
distance,distance,NOUN,technical term,measurement of length between points,57382,r005,False,False,True,False,True
average,average,ADJ,technical term,speed or rate calculation,57382,r002,False,False,False,False,True
speed,speed,NOUN,technical term,Rate of movement,57382,r014,False,False,False,True,True
hr,hr,NOUN,technical term,unit of time for hours,57382,r009,False,True,False,False,False
average,average,ADJ,technical term,speed or rate calculation,57382,r002,False,False,False,False,True
speed,speed,NOUN,technical term,Rate of movement,57382,r014,False,False,False,True,True
car,car,NOUN,technical term,motor vehicle for transportation,57382,r003,False,False,True,False,True
entire,entire,ADJ,Technical Term,relating to whole,57382,r007,False,False,False,True,True
distance,distance,NOUN,technical term,measurement of length between points,57382,r005,False,False,True,False,True
man,man,NOUN,individual name,Person performing the rowing action,46018,r003,False,False,True,True,True
row,row,VERB,technical term,Propel a boat using oars,46018,r005,False,False,False,True,True
upstream,upstream,ADV,technical term,Direction of water flow opposite to its current,46018,r007,False,False,False,False,True
downstream,downstream,ADJ,technical term,Direction of water flow relative to a current,46018,r001,False,True,True,True,True
find,Find,VERB,technical term,Calculate or determine a value,46018,r002,False,False,False,False,True
man,man,NOUN,individual name,Person performing the rowing action,46018,r003,False,False,True,True,True
rate,rate,NOUN,technical term,Speed of motion or movement,46018,r004,False,True,False,True,True
still,still,ADV,technical term,Lacking movement or current,46018,r006,False,False,True,False,False
water,water,NOUN,technical term,Fluid medium for movement,46018,r008,False,False,False,True,False
people,people,NOUN,individual name,Humans,4696,r010,False,False,True,False,True
individually,individually,ADV,,Separately or alone,4696,r007,False,False,False,True,True
complete,complete,VERB,,To finish or bring to a successful conclusion,4696,r004,False,True,True,True,True
certain,certain,ADJ,,A specific but unspecified amount or degree,4696,r003,False,False,True,False,True
job,job,NOUN,technical term,Task,4696,r008,False,False,False,True,False
respectively,respectively,ADV,,in the order mentioned,4696,r013,False,False,True,False,True
low,lowest,ADJ,,Of low level or quantity,4696,r009,False,False,True,True,True
fraction,fraction,NOUN,technical term,Part of a Whole,4696,r006,False,False,False,False,False
job,job,NOUN,technical term,Task,4696,r008,False,False,False,True,False
do,done,VERB,,To perform an action,4696,r005,False,False,False,False,True
people,people,NOUN,individual name,Humans,4696,r010,False,False,True,False,True
work,working,VERB,,To perform labor or duties,4696,r015,False,True,False,False,True
together,together,ADV,,Combined as a unit,4696,r014,False,True,False,True,True
respective,respective,ADJ,,belonging to each individually,4696,r012,False,False,False,True,True
rate,rates,NOUN,technical term,Measure of work efficiency,4696,r011,False,False,True,True,False
measure,measure,NOUN,technical term,Quantitative assessment,37772,r006,False,False,True,False,True
angle,angle,NOUN,technical term,Geometric figure formed by two intersecting lines,37772,r002,False,False,False,True,True
make,made,VERB,,,37772,r005,False,False,False,True,True
diagonal,diagonals,NOUN,technical term,Line connecting opposite corners of a shape,37772,r004,False,True,False,False,True
adjacent,adjacent,ADJ,technical term,Proximity in relation to other sides,37772,r001,False,False,True,False,True
side,sides,NOUN,technical term,Edge or boundary of a shape,37772,r007,False,False,False,True,True
cube,cube,NOUN,technical term,3-dimensional geometric shape,37772,r003,False,False,True,True,False
positive,positive,ADJ, ,Greater than zero,87169,r004,False,False,False,True,True
integer,integer,NOUN,technical term,Whole numbers,87169,r002,False,False,True,False,False
divide,divided,VERB,technical term,Mathematical operation,87169,r001,False,False,False,False,True
remainder,remainder,NOUN,technical term,The amount left over after division,87169,r005,False,False,False,True,True
divide,divided,VERB,technical term,Mathematical operation,87169,r001,False,False,False,False,True
remainder,remainder,NOUN,technical term,The amount left over after division,87169,r005,False,False,False,True,True
many,many,ADJ, ,A large quantity,87169,r003,False,True,False,True,True
there,there,ADV, ,In that place,87169,r006,False,False,True,True,True
class,class,NOUN,Organizational Name,Grouping of students for education,42615,r003,False,False,False,True,False
student,students,NOUN,,A person attending a school or university,42615,r008,False,True,True,False,True
take,taking,VERB,,To choose or enroll in something,42615,r009,False,False,True,True,True
French,French,PROPN,NORP,Language,42615,r001,False,False,False,False,False
take,taking,VERB,,To choose or enroll in something,42615,r009,False,False,True,True,True
German,German,PROPN,NORP,Language,42615,r002,False,False,False,True,True
student,students,NOUN,,A person attending a school or university,42615,r008,False,True,True,False,True
take,taking,VERB,,To choose or enroll in something,42615,r009,False,False,True,True,True
French,French,PROPN,NORP,Language,42615,r001,False,False,False,False,False
german,German,ADJ,NORP,Relating to the German language or people,42615,r006,False,False,False,False,True
take,taking,VERB,,To choose or enroll in something,42615,r009,False,False,True,True,True
course,courses,NOUN,Technical Term,Subject taught at a school or institution,42615,r004,False,False,False,False,True
many,many,ADJ,,A large or considerable number,42615,r007,False,True,True,True,True
student,students,NOUN,,A person attending a school or university,42615,r008,False,True,True,False,True
enrol,enrolled,VERB,,To register for a class or program,42615,r005,False,False,True,True,True
course,course,NOUN,Technical Term,Subject taught at a school or institution,42615,r004,False,False,False,False,True
man,man,NOUN,individual name,human being,16818,r007,False,False,True,False,True
take,took,VERB,,Obtain or receive,16818,r012,False,False,False,True,False
loan,loan,NOUN,technical term,debt given with an agreement to repay,16818,r006,False,True,False,True,True
rate,rate,NOUN,technical term,percentage of interest charged per period,16818,r010,False,False,False,False,True
annum,annum,ADJ,technical term,per year,16818,r002,False,True,False,True,True
simple,simple,ADJ,technical term,Mathematics,16818,r011,False,False,True,True,True
interest,interest,NOUN,technical term,cost of borrowing money,16818,r005,False,False,False,False,True
have,had,VERB,,to possess,16818,r004,False,False,False,True,True
pay,pay,VERB,,to give money in return for goods or services,16818,r008,False,False,True,False,True
interest,interest,NOUN,technical term,cost of borrowing money,16818,r005,False,False,False,False,True
principal,principal,ADJ,technical term,original sum borrowed in a loan,16818,r009,False,False,True,False,True
amount,amount,NOUN,technical term,financial value,16818,r001,False,False,True,True,False
borrow,borrowed,VERB,,to take a loan,16818,r003,False,False,False,True,True
great,greatest,ADJ,technical term,Largest possible value within a given context,94386,r005,False,False,False,False,True
integer,integer,NOUN,technical term,Whole number,94386,r006,False,False,True,False,True
always,always,ADV,,,94386,r001,False,False,True,True,True
evenly,evenly,ADV,,,94386,r004,False,False,False,True,False
divide,divide,VERB,technical term,Break down into smaller parts,94386,r003,False,False,False,True,True
sum,sum,NOUN,technical term,Result of adding numbers together,94386,r007,False,True,False,False,True
consecutive,consecutive,ADJ,technical term,Sequence of numbers with a constant difference,94386,r002,False,False,True,True,True
integer,integers,NOUN,technical term,Whole number,94386,r006,False,False,True,False,True
certain,certain,ADJ,Technical Term,Definite or Specific,18515,r004,False,False,False,True,True
mathematical,mathematical,ADJ,Technical Term,Related to mathematics,18515,r016,False,False,True,False,True
activity,activity,NOUN,Organization Name,Mathematical Problem or Game,18515,r001,False,False,False,True,True
have,have,VERB, , ,18515,r012,False,True,False,True,True
card,cards,NOUN,Individual Name,Representation of Prime Number,18515,r003,False,False,True,True,False
different,different,ADJ,Technical Term,Distinct or Unique,18515,r006,False,False,False,True,True
prime,prime,ADJ,Technical Term,A natural number greater than 1 that has no positive divisors other than 1 and itself,18515,r019,False,False,False,True,True
