lemma,word,part_of_speech,category,meaning,question_id,code,p_0_masked,p_5_masked,p_10_masked,p_15_masked,p_20_masked,p_25_masked,p_30_masked,p_35_masked,p_40_masked,p_45_masked,p_50_masked,p_55_masked,p_60_masked,p_65_masked,p_70_masked,p_75_masked,p_80_masked,p_85_masked,p_90_masked,p_95_masked,p_100_masked
number,numbers,NOUN,Technical Term,Quantitative identifier,68521,r007,False,False,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True,True,True
many,many,ADJ,Quantity,Multiple,27660,r009,False,False,False,False,True,False,False,True,False,True,True,True,True,True,False,True,True,True,False,True,True
year,years,NOUN,,Unit of time,27660,r014,False,False,False,False,True,True,False,False,True,False,True,True,True,False,True,True,True,True,True,True,True
Rs,Rs,PROPN,NORP,"Rupees, Currency",27660,r003,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,True,True,True,True,True
.,.,PROPN,NORP,Punctuation,27660,r001,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,True,True,True,True
produce,produce,VERB,Technical Term,Generate,27660,r010,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True
same,same,ADJ,,Equality or likeness,27660,r012,False,False,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True
interest,interest,NOUN,Technical Term,Return on investment,27660,r007,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,True,True,True
Rs,Rs,PROPN,NORP,"Rupees, Currency",27660,r003,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,True,True,True,True,True
.,.,NOUN,NORP,Punctuation,27660,r001,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,True,True,True,True
produce,produce,VERB,Technical Term,Generate,27660,r010,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,False,False,True,True,False,True
population,population,NOUN,Technical Term,Number of organisms,70084,r012,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True
bacteria,bacteria,NOUN,Technical Term,Microorganism,70084,r006,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True
colony,colony,NOUN,Technical Term,Group of Organisms,70084,r007,False,False,False,False,False,True,False,True,True,True,False,False,True,True,True,True,True,True,True,True,True
double,doubles,VERB,Action,Multiplication by 2,70084,r009,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True
day,day,NOUN,Technical Term,Time Unit,70084,r008,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False,True,True
start,started,VERB,Technical Term,Initiation of a process,70084,r013,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True
bacteria,bacteria,NOUN,Technical Term,Microorganism,70084,r006,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True
bacteria,bacteria,NOUN,Technical Term,Microorganism,70084,r006,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True
live,lives,VERB,Technical Term,Duration of existence,70084,r011,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,True,True,True
large,large,ADJ,Describing Feature,Significant Size,70084,r010,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,True,True
colony,colony,NOUN,Technical Term,Group of Organisms,70084,r007,False,False,False,False,False,True,False,True,True,True,False,False,True,True,True,True,True,True,True,True,True
steamer,steamer,NOUN,technical term,Water vessel for travel,154,r026,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,True,True
go,going,VERB,,Travel,154,r019,False,False,False,False,False,False,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True
upstream,upstream,ADV,,,154,r029,False,False,False,False,True,False,True,False,True,True,True,False,False,False,True,False,True,True,True,True,True
cover,cover,VERB,,Travel the Distance,154,r013,False,True,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True
distance,distance,NOUN,,Length Between Two Points,154,r016,False,False,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,False,True,True,True
Town A and Town B,Town A and Town B,PROPN,ORG,Geographical Location,154,r009,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True
same,same,ADJ,,,154,r024,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,True,True
steamer,steamer,NOUN,technical term,Water vessel for travel,154,r026,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,True,True
go,going,VERB,,Travel,154,r019,False,False,False,False,False,False,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True
downstream,downstream,NOUN,technical term,Flowing in the Direction of Current,154,r017,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True
cover,cover,VERB,,Travel the Distance,154,r013,False,True,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True
distance,distance,NOUN,,Length Between Two Points,154,r016,False,False,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,False,True,True,True
town,towns,NOUN,organization name,Urban community,154,r028,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,True,True,True,False,True
long,long,ADV,,,154,r021,False,False,False,False,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True
take,take,VERB,,,154,r027,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,True,True,True
raft,raft,NOUN,,,154,r023,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True,True,True,True
move,moving,VERB,,,154,r022,False,False,False,False,False,True,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True
speed,speed,NOUN,,,154,r025,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,True,True,True,True,True
current,current,NOUN,technical term,Flow of Water,154,r014,False,False,False,False,False,True,True,True,False,False,True,False,False,True,True,False,True,False,True,True,True
float,float,VERB,,Drift with the Flow,154,r018,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,True,False,True,True
B,B,PROPN,LOCATION,Place,154,r006,False,True,False,False,False,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True
A,A,PROPN,individual name,Letter indicating location within a range or time period,154,r005,False,False,True,False,False,False,False,False,True,True,True,False,True,False,True,False,True,True,True,True,True
John,John,PROPN,PERSON,,4650,r008,False,False,False,False,True,False,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True
buy,buys,VERB,,,4650,r014,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,True,True,True,True,True
bike,bike,NOUN,Technical Term,Two-Wheeled Vehicle,4650,r013,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True
Rs,Rs,PROPN,NORP,Indian Rupees,4650,r010,False,False,False,True,False,False,False,True,False,False,True,True,False,True,True,True,True,True,True,True,True
spend,spends,VERB,,to use or expend,4650,r023,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,False,True,True,True,True
r,Rs,NOUN,,,4650,r018,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True
repair,repairs,NOUN,Technical Term,Restoration of an Object to Working Order,4650,r019,False,False,False,False,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,True,True
sell,sells,VERB,,to exchange for money,4650,r022,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True
scooter,scooter,NOUN,technical term,vehicle,4650,r021,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True
Rs,Rs,PROPN,PERSON,Indian Rupees,4650,r010,False,False,False,True,False,False,False,True,False,False,True,True,False,True,True,True,True,True,True,True,True
gain,gain,NOUN,Technical Term,Profit from a Transaction,4650,r016,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True
percent,percent,NOUN,Technical Term,Proportion or Ratio,4650,r017,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,False,True,True,True,True
percent,percent,NOUN,,Proportionality Indicator,21387,r008,False,True,False,False,False,True,False,False,True,False,False,True,True,False,True,True,True,False,True,True,True
selling,selling,NOUN,Technical Term,Price at which something is sold,21387,r011,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,True,False,True,True,True,True
price,price,NOUN,,Monetary Value,21387,r009,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True,False,False,True,True
cost,cost,NOUN,,Financial Value,21387,r005,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True
price,price,NOUN,,Monetary Value,21387,r009,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True,False,False,True,True
gross,gross,ADJ,,Total Amount,21387,r006,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,True,True,False,True
profit,profit,NOUN,,Financial Gain,21387,r010,False,False,False,True,True,False,True,False,True,False,False,False,True,False,True,False,True,True,True,True,True
selling,selling,NOUN,Technical Term,Price at which something is sold,21387,r011,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,True,False,True,True,True,True
price,price,NOUN,,Monetary Value,21387,r009,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True,False,False,True,True
car,car,NOUN,Organization Name,Vehicle or Business Dealership,69205,r008,False,False,False,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True
dealership,dealership,NOUN,organization name,A business that sells vehicles,69205,r011,False,False,False,False,False,False,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True
contain,contains,VERB,Technical Term,To Possess or Have Within,69205,r009,False,False,False,True,True,True,False,False,True,False,True,False,True,True,True,True,False,True,True,True,True
m,m,PROPN,individual name,Represents the number of cars in John.s dealership,69205,r013,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,True,True,True,True,True
car,cars,NOUN,Organization Name,Vehicle or Business Dealership,69205,r008,False,False,False,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True
minivan,minivans,NOUN,organization name,A type of vehicle often used by families,69205,r015,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,True,True
sedan,sedans,NOUN,organization name,A type of vehicle often used by individuals,69205,r020,False,False,False,False,True,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True
Kevin,Kevin,PROPN,PERSON,Person's Name,69205,r005,False,False,False,False,False,True,True,True,False,True,False,True,True,True,True,True,True,False,True,True,True
car,car,NOUN,Organization Name,Vehicle or Business Dealership,69205,r008,False,False,False,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True
dealership,dealership,NOUN,organization name,A business that sells vehicles,69205,r011,False,False,False,False,False,False,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True
contain,contains,VERB,Technical Term,To Possess or Have Within,69205,r009,False,False,False,True,True,True,False,False,True,False,True,False,True,True,True,True,False,True,True,True,True
n,n,NOUN,individual name,Represents the number of cars in Kevin's dealership,69205,r016,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True
car,cars,NOUN,Organization Name,Vehicle or Business Dealership,69205,r008,False,False,False,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True
minivan,minivans,NOUN,organization name,A type of vehicle often used by families,69205,r015,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,True,True
truck,trucks,NOUN,organization name,Vehicle transportation business,69205,r022,False,False,True,False,True,True,False,True,False,True,True,False,False,True,False,True,True,True,True,True,True
Larry,Larry,PROPN,PERSON,Person's Name,69205,r006,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True,True
car,car,NOUN,Organization Name,Vehicle or Business Dealership,69205,r008,False,False,False,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True
dealership,dealership,NOUN,organization name,A business that sells vehicles,69205,r011,False,False,False,False,False,False,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True
contain,contains,VERB,Technical Term,To Possess or Have Within,69205,r009,False,False,False,True,True,True,False,False,True,False,True,False,True,True,True,True,False,True,True,True,True
p,p,NOUN,individual name,Represents the number of cars in Larry's dealership,69205,r018,False,True,False,True,True,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,True
car,cars,NOUN,Organization Name,Vehicle or Business Dealership,69205,r008,False,False,False,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True
minivan,minivans,NOUN,organization name,A type of vehicle often used by families,69205,r015,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,True,True
convertible,convertibles,NOUN,Organization Name,Type of Automobile,69205,r010,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,True
m,m,PROPN,individual name,Represents the number of cars in John.s dealership,69205,r013,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,True,True,True,True,True
+,+,PROPN,Technical Term,Mathematical Operation,69205,r001,False,False,False,False,True,False,False,True,False,True,False,False,True,True,True,True,False,True,True,True,True
+,+,NOUN,Technical Term,Mathematical Operation,69205,r001,False,False,False,False,True,False,False,True,False,True,False,False,True,True,True,True,False,True,True,True,True
p,p,NOUN,individual name,Represents the number of cars in Larry's dealership,69205,r018,False,True,False,True,True,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,True
car,cars,NOUN,Organization Name,Vehicle or Business Dealership,69205,r008,False,False,False,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True
contain,contained,VERB,Technical Term,To Possess or Have Within,69205,r009,False,False,False,True,True,True,False,False,True,False,True,False,True,True,True,True,False,True,True,True,True
dealership,dealerships,NOUN,organization name,A business that sells vehicles,69205,r011,False,False,False,False,False,False,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True
minivan,minivans,NOUN,organization name,A type of vehicle often used by families,69205,r015,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,True,True
m,m,VERB,individual name,Represents the number of cars in John.s dealership,69205,r013,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,True,True,True,True,True
term,terms,NOUN,technical term,Mathematical concept,69205,r021,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,True,False,True
n and p,n and p,NOUN,ORG,A combined entity representing Kevin's and Larry's dealerships,69205,r017,False,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,True,True,True,True,True
treat,treat,NOUN,,A pleasant or enjoyable experience,74795,r034,False,False,True,False,False,True,False,False,True,False,True,True,False,True,True,True,True,True,True,True,True
child,children,NOUN,Individual Name,Minor Human Being,74795,r007,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True
mother,mother,NOUN,Individual Name,Parent,74795,r021,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,True
run,runs,VERB,,To move swiftly on foot,74795,r031,False,False,False,True,False,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,True
freezer,freezer,NOUN,technical term,An appliance for preserving food at low temperatures.,74795,r013,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,True
have,has,VERB,,To possess or own something.,74795,r015,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,True,True,True,True,True,True
cherry,cherry,NOUN,Technical Term,Fruity Flavor,74795,r006,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,True,True,True,True,True,True
ice,ice,NOUN,technical term,Frozen water in solid form.,74795,r016,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,True,True,True
pop,pops,NOUN,individual name,Ice Pops,74795,r025,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
orange,orange,ADJ,Product Name,A type of citrus fruit,74795,r022,False,False,False,False,False,True,True,False,False,False,True,False,True,True,False,True,True,True,True,True,True
ice,ice,NOUN,technical term,Frozen water in solid form.,74795,r016,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,True,True,True
pop,pops,NOUN,individual name,Ice Pops,74795,r025,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
lemon,lemon,NOUN,technical term,A citrus fruit with a sour taste.,74795,r018,False,False,False,False,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True
ice,ice,NOUN,technical term,Frozen water in solid form.,74795,r016,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,True,True,True
pop,pops,NOUN,individual name,Ice Pops,74795,r025,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
choose,chooses,VERB,Technical Term,Decision Selection Process,74795,r008,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
random,random,ADJ,Technical Term,Unpredictable or chosen without systematic preference,74795,r027,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,True,True,True,True,True,True
bring,bring,VERB,Organization Name,Delivery Service Provider (Example: FedEx),74795,r005,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False,True,True,True,True,True
outside,outside,ADV,,,74795,r024,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,True,True,True,True,True,True
child,children,NOUN,Individual Name,Minor Human Being,74795,r007,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True
realize,realizes,VERB,Action Verb,To become aware of something,74795,r028,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True
run,runs,VERB,,To move swiftly on foot,74795,r031,False,False,False,True,False,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,True
door,door,NOUN,Technical Term,Point of Entry/Exit,74795,r010,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False,False,True,True,True,True,True
bring,bring,VERB,Organization Name,Delivery Service Provider (Example: FedEx),74795,r005,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False,True,True,True,True,True
different,different,ADJ,Organizational Name,Distinctive or Varied Business Segment,74795,r009,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,True,True,True
flavor,flavors,NOUN,technical term,A particular taste or taste combination.,74795,r012,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,True,True,True
jealous,jealous,ADJ,,Experiencing envy or resentment toward another's possessions or qualities.,74795,r017,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,True,True,True,True
other,other,ADJ,,,74795,r023,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True
get,getting,VERB,,To obtain or acquire something.,74795,r014,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True
even,even,ADV,,Expresses a state of being equal or balanced (could also be used in the context of fairness).,74795,r011,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,True
more,more,ADV,,A greater amount or quantity.,74795,r020,False,False,False,False,False,False,False,True,True,False,True,False,True,False,True,True,True,True,True,True,True
upset,upset,ADJ,,Troubled or distressed emotionally,74795,r035,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,True,False,True,True,True
probability,probability,NOUN,Technical Term,The likelihood of an event occurring,74795,r026,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True
have,has,VERB,,To possess or own something.,74795,r015,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,True,True,True,True,True,True
return,return,VERB,Action Verb,To go back to a previous place or state,74795,r030,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True
freezer,freezer,NOUN,technical term,An appliance for preserving food at low temperatures.,74795,r013,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,True
make,make,VERB,,To create or construct something.,74795,r019,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True
sure,sure,ADJ,,Certain or confident,74795,r033,False,False,False,True,False,False,True,False,True,True,False,True,True,True,True,False,True,True,False,True,True
receive,receive,VERB,Action Verb,To get or be given something,74795,r029,False,False,False,False,False,True,False,True,False,True,False,True,True,True,True,False,True,True,True,True,True
same,same,ADJ,,Identical or alike,74795,r032,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True
flavor,flavor,NOUN,technical term,A particular taste or taste combination.,74795,r012,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,True,True,True
couple,couple,NOUN,,Two people in a relationship,36175,r009,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True
decide,decides,VERB,,To make a choice or decision,36175,r010,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True
have,have,VERB,,possess,36175,r020,False,False,True,False,False,False,True,False,True,False,True,True,True,True,True,True,True,False,True,True,True
child,children,NOUN,,Young human being,36175,r008,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True
succeed,succeed,VERB,,Achieve a desired outcome,36175,r025,False,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
have,having,VERB,,possess,36175,r020,False,False,True,False,False,False,True,False,True,False,True,True,True,True,True,True,True,False,True,True,True
child,children,NOUN,,Young human being,36175,r008,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True
child,child,NOUN,,Young human being,36175,r008,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True
equally,equally,ADV,,same manner,36175,r012,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,True,True,True,True
likely,likely,ADJ,technical term,Probability,36175,r021,False,False,False,True,False,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True
boy,boy,NOUN,,Male child,36175,r007,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True
girl,girl,NOUN,individual name,female child,36175,r019,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True
probability,probability,NOUN,technical term,Measure of the chance of an event happening,36175,r022,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,True,True
have,have,VERB,,possess,36175,r020,False,False,True,False,False,False,True,False,True,False,True,True,True,True,True,True,True,False,True,True,True
exactly,exactly,ADV,,precisely,36175,r014,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,True,True,True,True,True,True
girl,girls,NOUN,individual name,female child,36175,r019,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True
boy,boy,NOUN,,Male child,36175,r007,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True
car,car,NOUN,,A wheeled vehicle driven by fuel or electricity for transportation,57382,r007,False,False,False,False,True,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True
driver,driver,NOUN,,A person who operates a vehicle,57382,r010,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True
travel,travels,VERB, ,Journey,57382,r020,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True
plain,plains,NOUN,Technical Term,Level land area,57382,r015,False,False,True,False,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,True
hill,hill,NOUN,Technical Term,Landform,57382,r012,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True,True
station,station,NOUN,Organization Name,Designated place,57382,r019,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
km,km,NOUN,Technical Term,Unit of distance,57382,r014,False,False,False,False,False,False,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True
apart,apart,ADV,,Indicates a spatial separation,57382,r004,False,False,False,False,False,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True
average,average,ADJ,,Represents a central tendency or typical value,57382,r005,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,True,True,True,True
speed,speed,NOUN,Technical Term,Rate of travel,57382,r018,False,True,False,False,False,True,False,True,False,False,True,True,True,False,False,True,True,False,False,True,True
hr,hr,NOUN,Technical Term,Unit of time,57382,r013,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,True,True,True,True
return,return,NOUN, ,Act of coming back,57382,r016,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True
trip,trip,NOUN,technical term,journey or voyage,57382,r021,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True
cover,covers,VERB,,To move over or enclose a surface or distance,57382,r008,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True
same,same,ADJ, ,Equal or identical,57382,r017,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,True,True,True
distance,distance,NOUN,,The extent of space between two points,57382,r009,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,True,True,True,True,True,True
average,average,ADJ,,Represents a central tendency or typical value,57382,r005,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,True,True,True,True
speed,speed,NOUN,Technical Term,Rate of travel,57382,r018,False,True,False,False,False,True,False,True,False,False,True,True,True,False,False,True,True,False,False,True,True
hr,hr,NOUN,Technical Term,Unit of time,57382,r013,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,True,True,True,True
average,average,ADJ,,Represents a central tendency or typical value,57382,r005,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,True,True,True,True
speed,speed,NOUN,Technical Term,Rate of travel,57382,r018,False,True,False,False,False,True,False,True,False,False,True,True,True,False,False,True,True,False,False,True,True
car,car,NOUN,,A wheeled vehicle driven by fuel or electricity for transportation,57382,r007,False,False,False,False,True,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True
entire,entire,ADJ, ,Relating to the whole,57382,r011,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True
distance,distance,NOUN,,The extent of space between two points,57382,r009,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,True,True,True,True,True,True
man,man,NOUN,Individual Name,Refers to a human being capable of performing actions such as rowing or navigating a watercraft.,46018,r006,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,True,True,True,True,True,True
row,row,VERB,Technical Term,To propel a boat through water using oars.,46018,r008,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,True,True
upstream,upstream,ADV,Technical Term,Describes movement against the current of a body of water.,46018,r010,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,True,True,True,True
downstream,downstream,ADJ,Technical Term,Describes movement in the direction opposite to the current of a body of water.,46018,r003,False,False,False,False,False,False,True,False,False,True,True,True,False,False,True,True,True,True,True,True,True
find,Find,VERB,Technical Term,To determine or ascertain a specific value or quantity.,46018,r004,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True
man,man,NOUN,Individual Name,Refers to a human being capable of performing actions such as rowing or navigating a watercraft.,46018,r006,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,True,True,True,True,True,True
rate,rate,NOUN,Technical Term,"A measure of speed or velocity, often expressed in kilometers per hour (kmph).",46018,r007,False,False,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True
still,still,ADV,Technical Term,"Indicates the absence of movement or flow, used to describe tranquil water conditions.",46018,r009,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,False,True,True,True,True,True
water,water,NOUN,Technical Term,Fluido State,46018,r011,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True
people,people,NOUN,individual name,Human beings,4696,r014,False,False,False,False,False,False,True,True,False,False,False,True,False,True,True,False,True,False,False,True,True
individually,individually,ADV,  ,Describes the action of performing tasks separately.,4696,r011,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True
complete,complete,VERB,ACTION,To finish or accomplish,4696,r007,False,False,False,False,False,False,True,False,True,True,True,True,False,False,True,True,False,True,True,True,True
