word,part_of_speech,category,meaning,question_id
person,NOUN,individual name,Human being,50449
ratio,NOUN,technical term,Mathematical comparison of quantities,50449
remain,VERB,,To persist or continue after other things are gone,50449
resident,NOUN,organization name,Person living in a particular colony,50449
then,ADV,,Subsequently or afterward,50449
uneducated,ADJ,,Lacking formal education,50449
woman,NOUN,individual name,Female human being,50449
E,PROPN,Individual Name,Represents a possible answer choice,88412
Percent,PROPN,,Represents a percentage value,88412
certain,ADJ,,Describes a level of certainty or probability,88412
increase,"NOUN, VERB",,Represents the concept of growth or augmentation,88412
km,NOUN,Technical Term,"Abbreviation for kilometers, a unit of distance",88412
new,ADJ,,Describes something recently created or introduced,88412
original,ADJ,,Refers to the first instance or source,88412
=,"VERB, PROPN, NOUN",,,88412
Answer,PROPN,,,88412
location,NOUN,,,88412
particular,ADJ,Technical Term,Specific location,88412
percent,NOUN,Technical Term,Percentage increase,88412
range,NOUN,Technical Term,Visual distance,88412
telescope,NOUN,Technical Term,Device for viewing distant objects,88412
use,VERB,Technical Term,Employ a tool like the telescope,88412
visual,ADJ,Technical Term,Relating to sight or vision,88412
=,NOUN,Technical Term,Comparison,76766
answer,NOUN,Organization Name,"Solution, Result",76766
average,NOUN,Technical Term,Central Tendency,76766
equal,VERB,Technical Term,Similarity,76766
formula,NOUN,Technical Term,Mathematical Expression,76766
integ,ADJ,Technical Term,Whole Number,76766
integer,NOUN,Technical Term,Whole Number,76766
come,VERB,,,76766
great,ADJ,,,76766
know,VERB,,,76766
least,ADJ,Technical Term,Smallest possible,76766
let,VERB,,Allow or permit,76766
maximize,VERB,,Increase to the greatest extent possible,76766
maximum,ADJ,Technical Term,Largest possible amount or value,76766
mean,VERB,,Calculate the average of,76766
minimize,VERB,,Reduce to the smallest possible amount,76766
n,NOUN,Technical Term,Number of values in a set,76766
none,NOUN,,Not any,76766
other,ADJ,,Different from the one mentioned previously,76766
possible,ADJ,Technical Term,Conceivable or achievable,76766
remain,VERB, ,continue to be in a place or state,76766
rewrite,VERB, ,"write again, often to make it clearer or more complete",76766
so,ADV, ,"consequently, therefore",76766
sum,NOUN,Technical Term,the total amount obtained by adding a group of numbers together,76766
thataverage,NOUN, ,The average value,76766
useful,ADJ, ,helpful or beneficial,76766
value,NOUN,Technical Term,the amount something is worth,76766
value)(n,NOUN, ,a specific value of something ,76766
values)/n,PROPN,GPE,"geographic location related to a value set (e.g., 'US Values')",76766
want,VERB, ,to desire or wish for something,76766
=,PROPN,Technical Term,Equality operator,95459
ANSWER,PROPN,Organization Name,Response to a question or problem,95459
area,NOUN,Technical Term,The amount of space inside a two-dimensional figure,95459
c,NOUN,Technical Term,Represents centimeter (unit of measurement),95459
circle,NOUN,Technical Term,A closed curve where all points are equidistant from a central point,95459
circumference,NOUN,Technical Term,The distance around the circle,95459
cm²,NOUN,Technical Term,"Square centimeters, a unit of area",95459
find,VERB,Action,To discover or determine something,95459
radius,PROPN,Technical Term,The distance from the center of a circle to its edge,95459
×11,PROPN,Technical Term,"Multiplication operator, applied to 11 in this context ",95459
C,PROPN,Organizational Name,Represents an Option in a Multiple Choice Question,68778
D,PROPN,Answer,Indicates the Correct Answer,68778
a,NOUN,Technical Term,Refers to a Specific Choice in a Multiple Choice Question,68778
answer,NOUN,Technical Term,The Solution to a Problem or Question,68778
answer: a.,NOUN,LOC,Specifies the Correct Answer based on Choice 'a',68778
b,NOUN,Technical Term,Refers to a Specific Choice in a Multiple Choice Question,68778
become,VERB,Process,To Undergo a Change or Transformation,68778
compose,VERB,Action,To Create or Construct Something,68778
concentration,NOUN,Technical Term,The Degree to Which Something is Present,68778
contain,VERB,Action,To Hold or Encompass Something,68778
decrease,VERB,technical term,Change in amount or value,68778
e,NOUN,techincal term,A quantity or unit,68778
evaporate,VERB,technical term,Process of changing state from liquid to gas,68778
kilogram,NOUN,technical term,Unit of mass,68778
mean,VERB,technical term,Calculate an average,68778
new,ADJ,organization name,Recently formed or introduced,68778
non-water,ADJ,technical term,Something that is not water,68778
orange,NOUN,organization name,Company or product that deals with oranges,68778
question,NOUN,technical term,A query seeking information,68778
then,ADV,organization name,Sequence of events in time,68778
water,NOUN,technical term,Hydration component,68778
weight,NOUN,technical term,Measure of mass with gravity,68778
x*0.04=0.24,NOUN,technical term,Mathematical representation of weight change,68778
x=6,NOUN,technical term,Solution to the equation representing weight,68778
D,PROPN,Individual Name,A person,78541
Dexter,PROPN,Individual Name,A person who competes in the race,78541
Prexter,PROPN,Individual Name,A person who competes in the race,78541
answer,NOUN,Technical Term,The result or solution,78541
c,NOUN,Organization Name,A group of people,78541
community,NOUN,Organization Name,A group of people with shared interests or location,78541
compete,VERB,,To engage in a contest,78541
competition,NOUN,Technical Term,A contest or rivalry,78541
complete,VERB,,To finish or bring to an end,78541
cross,VERB,,To travel across or intersect with another.,78541
explanation,NOUN,technical term,description of the process,78541
finish,VERB,,complete,78541
friendly,ADJ,technical term,non-aggressive,78541
hand,NOUN,technical term,body part for shaking,78541
handshake,"VERB, NOUN",technical term,greeting involving hand exchange,78541
happen,VERB,,occur,78541
length,NOUN,technical term,distance,78541
m,NOUN,technical term,meter,78541
m. Dexter,NOUN,individual name,person named Dexter,78541
end,NOUN,Organization Name,The starting or finishing point of the pool,78541
many,ADJ,TECHNIICAL TERM,A large quantity,78541
meet,VERB,ACTION,To encounter or come together,78541
min,NOUN,,"Expresses a unit of time, typically used in measuring duration.",78541
now,ADV,TIME,At the present moment in time,78541
once,ADV,FREQUENCY,A single instance or occurrence,78541
only,ADV,QUANTIFIER,"Exclusive, singular",78541
other,ADJ,RELATIONSHIP,Different from the one already mentioned or identified,78541
p,NOUN,ORGANIZATION NAME,An abbreviation for Prexter.,78541
pool,NOUN,,"A body of water, often used for swimming or recreation",78541
race,NOUN,EVENT,A competition involving speed or endurance.,78541
ratio,NOUN,technical term,Proportion,78541
round,"ADV, NOUN",technical term,Complete cycle of an event,78541
same,ADJ,general concept,Identical,78541
sec,PROPN,time unit,Second (unit of time),78541
shake,NOUN,general concept,Gesture of greeting,78541
speed,NOUN,technical term,Rate at which something moves,78541
such,ADJ,general concept,Similar to a previous description,78541
time,NOUN,general concept,Duration or a particular point in it,78541
total,ADJ,general concept,Summation or whole amount,78541
start,VERB,Technical Term,Initiation of a process or activity,78541
/,PUNCT,mathematical operator,Division operation.,42761
Integer,NOUN,technical term,A whole number (positive or negative) excluding fractions and decimals.,42761
Odd,ADJ,technical term,A non-even number.,42761
CANNOT,AUX,technical term,Expresses impossibility or inability.,42761
Checking Options,NOUN,Work of Art,The process of evaluating potential solutions or answers.,42761
Correct,ADJ,technical term,Being right or accurate according to given criteria.,42761
Hence,ADV,technical term,Therefore; as a result.,42761
Incorrect,ADJ,technical term,Being wrong or inaccurate according to given criteria.,42761
B.,PUNCT,Organization Name,Refers to a specific option or choice in the context of the problem.,42761
Option,PROPN,Organization Name,Choice or possibility,42761
a.,NOUN,,An option is selected.,42761
answer,NOUN,Technical Term,The correct solution or result,42761
b,NOUN,,An option is selected.,42761
e.g.,ADV,Technical Term,Example or illustration,42761
even,ADJ,Technical Term,Whole number divisible by two,42761
follow,VERB,,To adhere to or comply with,42761
integer,NOUN,Technical Term,"Whole number (positive, negative or zero)",42761
never,ADV,,At no time or occasion,42761
hence,ADV,technical term,Consequentially,42761
odd,ADJ,Technical Term,Numbers not divisible by 2,42761
x,PROPN,Technical Term,Represents an odd integer,42761
y,PROPN,Technical Term,Represents an even integer,42761
z,"NOUN, PROPN",Technical Term,Represents an even integer,42761
0.00035,NUM,GPE,Small numerical value,45337
approx,PROPN,Technical Term,Approximation Method,45337
answer,NOUN,,Solution or Outcome,45337
B,NOUN,,Response Option,45337
decimal,ADJ,Technical Term,Base-10 Number System,45337
indefinitely,ADV,,Continuously or Indefinitely,45337
repeat,NOUN,Technical Term,Repetition Process,45337
digit,NOUN,Technical Term,Single Symbol Representing a Numerical Value,45337
value,NOUN,technical term,numerical quantity,45337
=,"VERB, NOUN",Technical Term,Comparison Operator,8200
ANSWER:D,PROPN,Organization Name,Answer Identifier (likely a test or assignment),8200
become,VERB,,Transformation,8200
gent,NOUN,Organization Name,Category of People (male attendees at a party),8200
lady,NOUN,Technical Term,Classification/Role at an event,8200
leave,VERB,,Departure,8200
many,ADJ,,Quantity,8200
number,NOUN,,Amount/Count,8200
originally,ADV,,Before a Change/Event,8200
party,NOUN,,Social Gathering,8200
people,NOUN,organization name,Human beings,8200
ratio,NOUN,technical term,Comparative measure,8200
(x-2):(4x-2),PROPN,NORP,Proportional relationship,8200
x+4x,PROPN,technical term,Algebraic expression,8200
x,NOUN,technical term,Unknown quantity,8200
&,CONJ,Technical Term,Multiplication operator,15831
=,VERB,Technical Term,Equation equality,15831
answer,NOUN,Technical Term,Solution to equation,15831
divide,VERB,Technical Term,Mathematical operation,15831
e,NOUN,Organization Name,Example,15831
multiply,VERB,Technical Term,Mathematical operation,15831
no,NOUN,Number,Unknown variable,15831
number,NOUN,Technical Term,Quantitative value,15831
then,ADV,Technical Term,Sequentially,15831
x$,NUM,Individual Name,Unknown variable,15831
number,NOUN,Number,Quantitative value,15831
/,VERB,Technical Term,Division operation,15831
*,VERB,Technical Term,Multiplication operation,15831
=,VERB,Technical Term,Equal to,15831
=>,VERB,Technical Term,Implies,15831
x,NOUN,,Unknown Variable,15831
=,VERB,Technical Term,Equal to,15831
--2,ADJ,Technical Term,Represents an equation or formula,13263
L,PROPN,Individual Name,Sam's age,13263
L+S,ADJ,Technical Term,"Represents the sum of L and S, likely ages",13263
L-S,PROPN,Individual Name,Represents the difference between L and S,13263
Lucy,PROPN,Individual Name,"A person's name, potentially a participant in an age comparison",13263
S,PROPN,Individual Name,Sam's age,13263
Sam,PROPN,Individual Name,"A person's name, potentially a participant in an age comparison",13263
a+z,PROPN,Technical Term,Likely represents a calculated value or sum within the context of ages,13263
add,VERB,Action,"To combine or accumulate values, as in summing ages",13263
age,NOUN,Concept,The measurement of time elapsed since birth or a specific event,13263
L,NOUN,individual name,"person's name, age variable",13263
b,NOUN,technical term,numerical value,13263
difference,NOUN,technical term,mathematical concept,13263
equation,NOUN,Technical Term,,13263
d,NOUN,Individual Name,Given name,13263
give,VERB,Technical Term,To provide information or an object,13263
let,VERB,Technical Term,To define a variable,13263
old,ADJ,,advanced in years,13263
following,NOUN,Organization Name,Contextual information,13263
positive,ADJ,technical term,Describing a numerical value greater than zero.,13263
represent,VERB,technical term,"To symbolize or stand for something else, especially in mathematics or logic.",13263
sum,NOUN,technical term,The result of adding two or more numbers together.,13263
then,ADV,technical term,Indicates a consequence or logical progression in a sequence.,13263
x,NOUN,technical term,"A variable representing an unknown quantity, often used to denote the sum of two values.",13263
sam,PROPN,PERSON,,13263
*,PROPN,Individual Name,Represents a specific individual,92826
+,NOUN,,Indicates addition or combination of values,92826
=,NOUN,,Represents equality or comparison of values,92826
ANSWER,PROPN,ORG,Refers to the designated solution or response,92826
L=500m,PROPN,Individual Name,"Represents a specific individual (e.g., a person, entity) with specified measurement.",92826
direction,NOUN,Technical Term,Describes the spatial orientation or path of movement,92826
dist,NOUN,Technical Term,"Short for distance, a measure of physical extent",92826
6)/125=24,NOUN,,,92826
b,NOUN,,,92826
driver,NOUN,Individual Name,Person controlling a vehicle,92826
find,VERB,,To determine or ascertain,92826
good,NOUN,Technical Term,"Trains with designated purpose, typically freight",92826
length,NOUN,,Linear extent or measurement,92826
long,ADJ,,Extending in distance,92826
m,"PROPN, NOUN",Technical Term,Meter - Unit of measurement,92826
need,VERB,,Requirement or necessity,92826
only,ADV,,Solely or exclusively,92826
opposite,ADJ,,Facing in contrary directions,92826
parallel,ADJ,Technical Term,Lines maintaining equal distance and direction,92826
pass,VERB,,To move past or by something else.,92826
relative,ADJ,Technical term,Expressing a relationship between things in comparison to each other,92826
respectively,ADV,,In the order previously mentioned.,92826
run,VERB,,"To travel by moving along a surface, usually at speed.",92826
s,PROPN,Individual name,A variable or symbol representing a value or quantity.,92826
s=45,PROPN,Technical term,An equation representing the value of the variable 's' as 45.,92826
sec,PROPN,Organization name,A unit of time equal to 1/60th of a minute.,92826
slow,ADJ,Individual name,Moving or operating at a rate that is faster than very slow but slower than normal.,92826
so,ADV,,Therefore or consequently; in this way or manner.,92826
speed,"VERB, NOUN",Technical term,The rate at which something moves or operates.,92826
train,"NOUN, VERB",Technical Term,Mode of transportation on rails,92826
time,NOUN,Technical Term,Duration of an event,92826
take,VERB,Technical Term,Action/Process,92826
track,NOUN,Technical Term,Infrastructure,92826
=,NOUN,SYMBOL,Equality operation,1901
A,PROPN,INDIVIDUAL NAME,Designation,1901
alternate,ADJ,TECHNICAL TERM,Scheduling Pattern,1901
answer,NOUN,INDIVIDUAL NAME,Response,1901
b,PROPN,INDIVIDUAL NAME,Designation,1901
cistern,NOUN,TECHNICAL TERM,Reservoir,1901
fill,VERB,ACTION,Process of Filling a container,1901
find,VERB,ACTION,Discover information,1901
full,ADJ,TECHNICAL TERM,Complete state,1901
many,ADJ,,Quantity,1901
minute,NOUN,,Time,1901
open,VERB,,Action,1901
pipe,NOUN,Technical Term,Plumbing Fixture,1901
respectively,ADV,,Order,1901
*,PROPN,Individual Name,Unknown person,26895
8 hour,NUM,TIME,Unit of time,26895
9 hour,NUM,TIME,Unit of time,26895
=,"NOUN, VERB",Technical Term,Equality Sign,26895
Day,PROPN,Technical Term,Unit of time,26895
Hrs,PROPN,Technical Term,Abbreviation for hours,26895
Less,ADJ,Technical Term,Comparative adjective indicating a smaller amount,26895
additional,ADJ,Technical Term,Quantity added to something existing,26895
answer,NOUN,Technical Term,Solution or resolution,26895
c,NOUN,Organization Name,"Answer, Solution",26895
complete,VERB,,"Finish, Fulfil",26895
construct,VERB,,"Build, Create",26895
day,NOUN,,Time Period,26895
direct,ADJ,,"Immediate, Straightforward",26895
employ,VERB,,"Hire, Use",26895
explanation,NOUN,Technical Term,"Account, Clarification",26895
house,NOUN,Organization Name,Residence,26895
hrs,ADJ,,Hours,26895
indirect,ADJ,,"Circuitous, Implied",26895
less,ADJ,technical term,comparison for quantities,26895
let,VERB,technical term,"assigning value to a variable, starting point",26895
man,NOUN,individual name,"male person, worker assigned to task",26895
many,ADJ,technical term,large quantity,26895
more,"ADJ, ADV",technical term,increase in size or amount,26895
now,ADV,organization name,"current time frame, point forward in process",26895
period,NOUN,technical term,duration of time allocated for task completion,26895
proportion,NOUN,technical term,"ratio,  comparison of quantities in relation to each other",26895
remain,VERB,technical term,"carry over, persist throughout the time frame",26895
set,VERB,technical term,assign group of individuals to specific task,26895
solution,NOUN,Technical Term,A process or method used to solve a problem,26895
time,NOUN,,The duration of an event,26895
total,ADJ,,Complete or entire,26895
work,NOUN,Technical Term,A task or activity undertaken to achieve a specific objective,26895
x,NOUN,,An unknown variable representing a quantity or number,26895
x.,PROPN,,A placeholder indicating the name or identifier of a specific entity,26895
4(8)+6(8)=10(8)=80,NOUN,EXPRESSION,Mathematical Expression Representing Income Calculation,56787
4.00,NUM,MONEY,Amount of Money expressed numerically with decimal points,56787
40,NUM,MONEY,Amount of Money expressed in numerical form,56787
C.,PROPN,NORP,Abbreviation Representing a Choice,56787
Jill,PROPN,PERSON,Individual's Name,56787
answer,NOUN,CONCEPT,Solution or Response provided,56787
average,VERB,ACTION,Calculating the Typical Value,56787
choice,NOUN,CONCEPT,Selection Among Options,56787
cost,NOUN,AMOUNT,Expense or Value,56787
diner,NOUN,Organization Name,A restaurant serving inexpensive meals.,56787
earn,VERB,,To receive compensation or acquire something through effort.,56787
hour,NOUN,TIME,A unit of time equal to 60 minutes.,56787
hourly,ADJ,TIME,Occurring or repeated every hour.,56787
local,ADJ,,Limited to a particular area or community.,56787
match,NOUN,Action,To correspond or agree with something else.,56787
much,ADJ,,A large amount or extent.,56787
order,NOUN,Action,To request something to be made or delivered.,56787
rate,NOUN,technical term,measurement of something,56787
shift,NOUN,technical term,a period of time,56787
standard,ADJ,technical term,commonly accepted,56787
tip,NOUN,technical term,additional payment,56787
wage,NOUN,technical term,payment for work,56787
waitress,NOUN,role,person who serves food and drinks,56787
serve,VERB,,,56787
thus,ADV,,,56787
work,VERB,,,56787
answer,NOUN,technical term,Response,29285
boy,NOUN,individual name,Child,29285
different,ADJ,technical term,Varying,29285
e,NOUN,technical term,Option E,29285
explanation,NOUN,technical term,Definition,29285
have,VERB,technical term,Possess,29285
many,ADJ,technical term,Multiple,29285
number,NOUN,technical term,Quantity,29285
option,NOUN,technical term,Choice,29285
select,VERB,technical term,Choose,29285
shirt,NOUN,technical term,Clothing item,29285
trouser,NOUN,technical term,Clothing item,29285
way,NOUN,organization name,Method or approach,29285
=,SYMBOL,Technical Term,Comparison or Assignment,46134
ANSWER,PROPN,Organization Name,Response,46134
G.P,PROPN,Technical Term,Geometric Progression,46134
^n-1,NOUN,Technical Term,Exponent Term,46134
let,VERB,Other,Introduction of Variable,46134
many,ADJ,Other,Quantity or Count,46134
n.,PROPN,Technical Term,Element Number,46134
n=,NOUN,Technical Term,Equation Assignment,46134
number,NOUN,General Concept,"Quantity, Amount",46134
r,NOUN,Technical Term,Common Ratio,46134
term,NOUN,technical term,number of items in a sequence,46134
then,ADV,,indicating subsequent event or state,46134
there,ADV,,in that particular place,46134
thus,ADV,,as a result,46134
+,ADJ,,Addition,57548
2 mark,NUM,MONEY,Two units of marks,57548
3 mark,NUM,MONEY,Three units of marks,57548
40 mark,NUM,MONEY,Forty units of marks,57548
=,NOUN,,Equality,57548
ANSWER,PROPN,ORG,The examination or question response,57548
Ist,PROPN,LOC,First (position),57548
answer,NOUN,,Solution or result,57548
attempt,VERB,,Trying or making an effort,57548
Jayant,PROPN,Individual name,,57548
b,NOUN,ORGANIZATION,Answer,57548
correctly,ADV,,Correctly,57548
eqn,NOUN,TECHNICAL TERM,Equation,57548
get,VERB,,Obtain,57548
linear,ADJ,ORG,Linear Organization or System,57548
lose,VERB,,"Fail, Lose Points",57548
number,NOUN,,Quantity,57548
obtain,VERB,,Acquire,57548
right,ADJ,,Correct,57548
solving,NOUN,,Process of Finding Solutions,57548
sum,NOUN,technical term,Mathematics operation,57548
variable,NOUN,technical term,Unknown value in an equation,57548
wrong,ADJ,technical term,Incorrect answer,57548
y,PROPN,variable,Unknown value in an equation,57548
0.20=9,NUM,Measurement,Percentage,63741
Answer,NOUN,Other,Response/Solution,63741
B.,PUNCT,Other,Selection,63741
Democrats,NOUN,NORP,Political Party,63741
Republicans,NOUN,NORP,Political Party,63741
be,VERB,Action,Existence/State of Being,63741
congress,NOUN,ORG,Legislative Body,63741
expect,VERB,Action,Anticipation/Prediction,63741
law,NOUN,Other,Legislation,63741
member,NOUN,Other,Constituent Part,63741
total,"ADJ, NOUN",organization name,The aggregate of all members,63741
vote,"VERB, NOUN",technical term,"The action of expressing a choice, typically through a formal procedure",63741
percent,NOUN,technical term,A fractional value representing a hundredth part,63741
rest,NOUN,technical term,The remaining portion of something,63741
say,VERB,technical term,To make a statement or express information verbally,63741
new,ADJ,technical term,Legislation,63741
number,NOUN,technical term,Quantifiable measure,63741
thus,ADV,,Consequently,63741
.,PUNCT,NONE,Sentence end,48976
=,SYMBOL,MATH,Equals,48976
Rs.42,NUM,CURRENCY,Monetary Amount,48976
average,ADJ,NONE,Central Tendency,48976
be,AUX,NONE,Existence/State,48976
day,NOUN,TIME,24 hours,48976
diminish,VERB,NONE,Decrease,48976
e,NOUN,NONE,Energy,48976
expenditure,NOUN,FINANCE,Expenses,48976
expense,NOUN,FINANCE,Cost,48976
find,VERB, ,  ,48976
head,NOUN,individual name,Person in charge,48976
hence,ADV, ,"Therefore, as a result",48976
hostel,NOUN,organization name,A building or complex that provides lodging for students or residents,48976
increase,VERB, ,"To grow larger or more in size, amount, or intensity",48976
join,VERB, ,To unite or combine with something else,48976
mess,NOUN,organization name,"A communal dining area, typically in a boarding school or university",48976
no,NOUN, ,Number,48976
original,ADJ, ,Existing from the beginning; first of its kind,48976
r,NOUN,NORP,Male,48976
rs1,NOUN,Individual Name,Money,48976
student,NOUN,individual name,A person attending an educational institution,48976
suppose,VERB,,Assume,48976
therefore x-1,ADV,WORK_OF_ART,Mathematical result,48976
thus,ADV,,Consequently,48976
total,ADJ,technical term,Sum or aggregate,48976
=,VERB,technical term,Equality,15230
VALUES,PROPN,organization name,Set of known values,15230
ask,VERB,,Request information,15230
conceptually,ADV,,Abstractly or intellectually,15230
d,NOUN,,Variable representing a change,15230
deal,VERB,,Address or handle,15230
denominator,NOUN,technical term,Lower part of a fraction,15230
double,VERB,,Multiply by two,15230
end,VERB,,Reach a conclusion,15230
fraction,NOUN,technical term,Portion represented by a ratio,15230
question,NOUN,Technical Term,Asking for or seeking information,15230
numerator,NOUN,Technical Term,The top part of a fraction,15230
percent,NOUN,Technical Term,A measure representing one hundredth,15230
percentage,NOUN,Technical Term,A numerical value expressed as a percentage,15230
increase,VERB,Technical Term,To grow larger or become greater,15230
result,NOUN,Technical Term,The outcome or consequence of an action,15230
reflect,VERB,Technical Term,To show or give a representation of something,15230
let,VERB,Technical Term,To establish or define a boundary or condition,15230
q,NOUN,Variable,Represents the numerator of a fraction,15230
same,ADJ,Technical Term,"Relating to the original fraction, in this case the Q/denominator",15230
TEST,VERB,technical term,Evaluating or examining a value,15230
tell,VERB, ,To communicate information,15230
term,NOUN,Technical Term,A word or phrase with a specific meaning in a particular field,15230
triple,VERB, ,Multiply by three,15230
A,PROPN,individual name,Person's identity or designation,16288
B,PROPN,individual name,Person's identity or designation,16288
C,PROPN,individual name,Person's identity or designation,16288
+,VERB,technical term,Mathematical operation of addition,16288
age,NOUN,technical term,Value representing the person's years lived,16288
=,VERB,technical term,Mathematical operation of equivalence,16288
Adding,VERB,technical term,Process of combining quantities together,16288
Subtracting,VERB,technical term,Process of finding the difference between quantities,16288
2b,NOUN,Technical Term,A placeholder or variable representing a concept,16288
average,ADJ,technical term,mathematical concept,16288
averageage,NOUN,technical term,mathematical concept,16288
b,NOUN,individual name,representative person,16288
c,NOUN,individual name,representative person,16288
ii,PROPN,,example label,16288
iii,PROPN,,example label,16288
get,VERB,,,16288
have,VERB,,,16288
i,NOUN,,,16288
let,VERB,,,16288
represent,VERB,technical term,to symbolize or depict,16288
respective,ADJ,technical term,belonging to each person or thing separately,16288
then,ADV,,after that,16288
weight,NOUN,,importance or significance,16288
Ans,PROPN,Individual Name,Answer,2271
Today-,NOUN,Organization Name,End of Current Period,2271
ago-,"ADV, PROPN, NOUN",Technical Term,Time Before Present,2271
bacteria,NOUN,Technical Term,Microbial Organism,2271
colony,NOUN,Organization Name,Group of Similar Entities,2271
day,NOUN,Technical Term,Unit of Time,2271
double,VERB,Technical Term,Multiply by Two,2271
e,NOUN,Individual Name,Scientific Constant,2271
large,ADJ,Technical Term,Significant Size,2271
Yesterday,NOUN,Technical Term,Time reference indicating the previous day,2271
live,VERB,technical term,biological process,2271
population,NOUN,Technical Term,amount of organisms in a given area,2271
start,VERB,technical term,beginning of a process,2271
=,VERB,Technical Term,Equation,68521
ANSWER,PROPN,Organization Name,Reflective of a question's solution,68521
Sum,NOUN,Technical Term,Mathematical operation - Addition,68521
average,NOUN,Technical Term,Mean value,68521
b,PROPN,Individual Name,Identifies a specific variable - B,68521
no,NOUN,Technical Term,Quantifier of items (often used with plural noun) ,68521
number,NOUN,Technical Term,Quantitative identifier,68521
prime,ADJ,Technical Term,Mathematical property - divisible only by 1 and itself,68521
.,PROPN,NORP,Punctuation,27660
=,ADJ,Technical Term,Equality,27660
Rs,PROPN,Organization Name,"Rupees, Currency",27660
Rs.150,PROPN,Quantity,Amount of Rupees,27660
explanation,NOUN,Technical Term,Justification,27660
interest,NOUN,Technical Term,Return on investment,27660
many,ADJ,Quantity,Multiple,27660
produce,VERB,Technical Term,Generate,27660
rs.400,NOUN,organization name,Financial entity,27660
same,ADJ,,Equality or likeness,27660
simple Interest,ADJ,technical term,A type of investment calculation,27660
year,NOUN,,Unit of time,27660
Ans,PROPN,Individual Name,Answer,70084
Today-,NOUN,Technical Term,Current Point in Time,70084
Yesterday-,NOUN,Technical Term,Previous Day,70084
ago-,"ADV, PROPN, NOUN",Technical Term,Time Period in the Past,70084
b,NOUN,Abbreviation,Variable Representing Bacteria,70084
bacteria,NOUN,Technical Term,Microorganism,70084
colony,NOUN,Technical Term,Group of Organisms,70084
day,NOUN,Technical Term,Time Unit,70084
double,VERB,Action,Multiplication by 2,70084
large,ADJ,Describing Feature,Significant Size,70084
live,VERB,Technical Term,Duration of existence,70084
population,NOUN,Technical Term,Number of organisms,70084
start,VERB,Technical Term,Initiation of a process,70084
D,NOUN,Technical Term,Distance,154
/,"VERB, NOUN",,Division,154
+,VERB,,addition,154
-,VERB,,subtraction,154
=,"VERB, NOUN",,Equality,154
A,PROPN,individual name,Letter indicating location within a range or time period,154
C,PROPN,NORP,-,154
B,PROPN,LOCATION,Place,154
(V+x),Expression,Technical Term,Upstream speed,154
Town A and Town B,Noun phrase,ORG,Geographical Location,154
V-x,NOUN,technical term,Speed of the Steamer,154
answer,NOUN,,The Result,154
cover,VERB,,Travel the Distance,154
current,NOUN,technical term,Flow of Water,154
d,NOUN,technical term,Distance,154
distance,NOUN,,Length Between Two Points,154
downstream,NOUN,technical term,Flowing in the Direction of Current,154
float,VERB,,Drift with the Flow,154
go,VERB,,Travel,154
let,VERB,,Assume/Allow,154
steamer,NOUN,technical term,Water vessel for travel,154
town,NOUN,organization name,Urban community,154
v,NOUN,technical term,"Variable, often representing speed or velocity",154
long,ADV,,,154
move,VERB,,,154
raft,NOUN,,,154
same,ADJ,,,154
speed,NOUN,,,154
take,VERB,,,154
upstream,ADV,,,154
=,"VERB, PROPN",,equals or set to,4650
C.P.,PROPN,Technical Term,Cost Price,4650
Gain %,PROPN,,Percentage Gain,4650
Rs,PROPN,"NORP, PERSON",Indian Rupees,4650
Answer,PROPN,,,4650
B,PROPN,,,4650
Gain,PROPN,,,4650
John,PROPN,Individual Name,,4650
Price,PROPN,,,4650
S.P.,PROPN,Technical Term,Selling Price,4650
Selling,PROPN,Organization Name,Company Related to Selling Goods or Services,4650
bike,NOUN,Technical Term,Two-Wheeled Vehicle,4650
cost,NOUN,Technical Term,Price of an Item,4650
gain,NOUN,Technical Term,Profit from a Transaction,4650
percent,NOUN,Technical Term,Proportion or Ratio,4650
repair,NOUN,Technical Term,Restoration of an Object to Working Order,4650
rs.(5800,NOUN,Technical Term,Selling Price of Rs. 5800 ,4650
Cost,PROPN,Organization Name,Business Function Dealing with Expenses,4650
buy,VERB,,,4650
r,NOUN,,,4650
scooter,NOUN,technical term,vehicle,4650
sell,VERB,,to exchange for money,4650
spend,VERB,,to use or expend,4650
=,SYMBOL,,Comparison Operator,21387
Answer C,PROPN,LOC,Referential Point,21387
Reqd.,PROPN,PERSON,Requirement,21387
article,NOUN,,Subject Matter,21387
cost,NOUN,,Financial Value,21387
gross,ADJ,,Total Amount,21387
let,VERB,,Set a Value,21387
percent,NOUN,,Proportionality Indicator,21387
price,NOUN,,Monetary Value,21387
profit,NOUN,,Financial Gain,21387
selling,NOUN,Technical Term,Price at which something is sold,21387
∴,"VERB, NOUN, ADV",Technical Term,Implies a conclusion or deduction based on preceding statements,21387
+,"PROPN, NOUN",Technical Term,Mathematical Operation,69205
0.2m+0.4n+0.5p=0.25(m+n+p)--,NOUN,Technical Term,Algebraic Equation,69205
Answer,PROPN,Individual Name,Solution or Response to a Question,69205
B.,PROPN,Technical Term,Choice Option,69205
Kevin,PROPN,Individual Name,Person's Name,69205
Larry,PROPN,Individual Name,Person's Name,69205
algebraic,ADJ,Technical Term,Related Mathematics,69205
car,NOUN,Organization Name,Vehicle or Business Dealership,69205
contain,VERB,Technical Term,To Possess or Have Within,69205
convertible,NOUN,Organization Name,Type of Automobile,69205
