word,part_of_speech,category,lemma,word_count,index,question_id,mask_col,is_content_word
{,PUNCT,,{,0,[25],36175,rationale,False
ggbb,NOUN,,ggbb,1,[26],36175,rationale,True
},PUNCT,,},0,[27],36175,rationale,False
",",PUNCT,,",",0,[28],36175,rationale,False
{,PUNCT,,{,0,[29],36175,rationale,False
gbgb,NOUN,,gbgb,1,[30],36175,rationale,True
},PUNCT,,},0,[31],36175,rationale,False
",",PUNCT,,",",0,[32],36175,rationale,False
{,PUNCT,,{,0,[33],36175,rationale,False
"gbbg}.{bggg},{gbbb",PROPN,,"gbbg}.{bggg},{gbbb",1,[34],36175,rationale,True
),PUNCT,,),0,[35],36175,rationale,False
"
",SPACE,,"
",0,[36],36175,rationale,False
Probability,PROPN,,Probability,1,[37],36175,rationale,True
=,NUM,,=,1,[38],36175,rationale,False
=,NUM,,=,1,[40],36175,rationale,False
.,PUNCT,,.,0,[42],36175,rationale,False
"
",SPACE,,"
",0,[43],36175,rationale,False
Ans,PROPN,,Ans,1,[44],36175,rationale,True
(,PUNCT,,(,0,[45],36175,rationale,False
E,NOUN,,e,1,[46],36175,rationale,True
),PUNCT,,),0,[47],36175,rationale,False
.,PUNCT,,.,0,[48],36175,rationale,False
average,ADJ,,average,1,[0],57382,rationale,True
speed,NOUN,,speed,1,[1],57382,rationale,True
=,NOUN,,=,1,[2],57382,rationale,True
(,PUNCT,,(,0,[3],57382,rationale,False
*,SYM,,*,1,[5],57382,rationale,False
40,NUM,,40,1,[6],57382,rationale,False
*,NUM,,*,1,[7],57382,rationale,False
20)/40,NUM,,20)/40,1,[8],57382,rationale,False
+,SYM,,+,1,[9],57382,rationale,False
/,SYM,,/,1,[12],57382,rationale,False
hr,NOUN,,hr,1,[13],57382,rationale,True
"
",SPACE,,"
",0,[14],57382,rationale,False
=(,PROPN,,=(,1,[15],57382,rationale,True
1600/60)km,NUM,,1600/60)km,1,[16],57382,rationale,False
/,SYM,,/,1,[17],57382,rationale,False
hr,NOUN,,hr,1,[18],57382,rationale,True
=,VERB,,=,1,[19],57382,rationale,True
/,SYM,,/,1,[22],57382,rationale,False
hr,NOUN,,hr,1,[23],57382,rationale,True
"
",SPACE,,"
",0,[24],57382,rationale,False
Answer,PROPN,,Answer,1,[25],57382,rationale,True
(,PUNCT,,(,0,[26],57382,rationale,False
B,NOUN,,b,1,[27],57382,rationale,True
),PUNCT,,),0,[28],57382,rationale,False
Rate,NOUN,,rate,1,[0],46018,rationale,True
in,ADP,,in,1,[1],46018,rationale,False
still,ADV,,still,1,[2],46018,rationale,True
water,NOUN,,water,1,[3],46018,rationale,True
=,NUM,,=,1,[4],46018,rationale,False
(,PUNCT,,(,0,[6],46018,rationale,False
+,NUM,,+,1,[8],46018,rationale,False
14,NUM,,14,1,[9],46018,rationale,False
),PUNCT,,),0,[10],46018,rationale,False
=,PUNCT,,=,0,[11],46018,rationale,False
/,SYM,,/,1,[13],46018,rationale,False
hr,PROPN,,hr,1,[14],46018,rationale,True
"
",SPACE,,"
",0,[15],46018,rationale,False
Answer,PROPN,LOC,Answer,1,[16],46018,rationale,True
is,AUX,,be,1,[17],46018,rationale,False
C,NOUN,,c,1,[18],46018,rationale,True
The,DET,,the,1,[0],4696,rationale,False
slowest,ADJ,,slow,1,[2],4696,rationale,True
people,NOUN,,people,1,[3],4696,rationale,True
work,VERB,,work,1,[4],4696,rationale,True
at,ADP,,at,1,[5],4696,rationale,False
rates,NOUN,,rate,1,[6],4696,rationale,True
of,ADP,,of,1,[7],4696,rationale,False
and,CCONJ,,and,1,[9],4696,rationale,False
of,ADP,,of,1,[11],4696,rationale,False
the,DET,,the,1,[12],4696,rationale,False
job,NOUN,,job,1,[13],4696,rationale,True
per,ADP,,per,1,[14],4696,rationale,False
hour,NOUN,,hour,1,[15],4696,rationale,True
.,PUNCT,,.,0,[16],4696,rationale,False
"
",SPACE,,"
",0,[17],4696,rationale,False
The,DET,,the,1,[18],4696,rationale,False
sum,NOUN,,sum,1,[19],4696,rationale,True
of,ADP,,of,1,[20],4696,rationale,False
these,DET,,these,1,[21],4696,rationale,False
rates,NOUN,,rate,1,[22],4696,rationale,True
is,AUX,,be,1,[23],4696,rationale,False
+,NUM,,+,1,[25],4696,rationale,False
1/6,NUM,,1/6,1,[26],4696,rationale,False
=,NOUN,,=,1,[27],4696,rationale,True
of,ADP,,of,1,[29],4696,rationale,False
the,DET,,the,1,[30],4696,rationale,False
job,NOUN,,job,1,[31],4696,rationale,True
per,ADP,,per,1,[32],4696,rationale,False
hour,NOUN,,hour,1,[33],4696,rationale,True
.,PUNCT,,.,0,[34],4696,rationale,False
"
",SPACE,,"
",0,[35],4696,rationale,False
The,DET,,the,1,[36],4696,rationale,False
answer,NOUN,,answer,1,[37],4696,rationale,True
is,AUX,,be,1,[38],4696,rationale,False
D.,PROPN,NORP,D.,1,[39],4696,rationale,True
C,NOUN,,c,1,[0],37772,rationale,True
..,PUNCT,,..,0,[1],37772,rationale,False
"
",SPACE,,"
",0,[4],37772,rationale,False
All,DET,,all,1,[5],37772,rationale,False
the,DET,,the,1,[6],37772,rationale,False
diagonals,NOUN,,diagonal,1,[7],37772,rationale,True
are,AUX,,be,1,[8],37772,rationale,False
equal,ADJ,,equal,1,[9],37772,rationale,True
.,PUNCT,,.,0,[10],37772,rationale,False
If,SCONJ,,if,1,[11],37772,rationale,False
we,PRON,,we,1,[12],37772,rationale,False
take,VERB,,take,1,[13],37772,rationale,True
touching,ADJ,,touching,1,[15],37772,rationale,True
sides,NOUN,,side,1,[16],37772,rationale,True
and,CCONJ,,and,1,[17],37772,rationale,False
connect,VERB,,connect,1,[18],37772,rationale,True
their,PRON,,their,1,[19],37772,rationale,False
diagonals,NOUN,,diagonal,1,[20],37772,rationale,True
",",PUNCT,,",",0,[21],37772,rationale,False
we,PRON,,we,1,[22],37772,rationale,False
form,VERB,,form,1,[23],37772,rationale,True
an,DET,,an,1,[24],37772,rationale,False
equilateral,ADJ,,equilateral,1,[25],37772,rationale,True
Triangle,PROPN,PERSON,Triangle,1,[26],37772,rationale,True
.,PUNCT,,.,0,[27],37772,rationale,False
Therefore,ADV,,therefore,1,[28],37772,rationale,True
",",PUNCT,,",",0,[29],37772,rationale,False
each,DET,,each,1,[30],37772,rationale,False
angle,NOUN,,angle,1,[31],37772,rationale,True
would,AUX,,would,1,[32],37772,rationale,False
be,AUX,,be,1,[33],37772,rationale,False
Q=60.C,VERB,,Q=60.C,1,[34],37772,rationale,True
the,DET,,the,1,[0],87169,rationale,False
nubmer,NOUN,,nubmer,1,[1],87169,rationale,True
which,PRON,,which,1,[2],87169,rationale,False
when,SCONJ,,when,1,[3],87169,rationale,False
divided,VERB,,divide,1,[4],87169,rationale,True
by,ADP,,by,1,[5],87169,rationale,False
leaves,NOUN,,leave,1,[7],87169,rationale,True
remainder,NOUN,,remainder,1,[8],87169,rationale,True
should,AUX,,should,1,[10],87169,rationale,False
be,AUX,,be,1,[11],87169,rationale,False
of,ADP,,of,1,[12],87169,rationale,False
the,DET,,the,1,[13],87169,rationale,False
form,NOUN,,form,1,[14],87169,rationale,True
"
",SPACE,,"
",0,[16],87169,rationale,False
this,DET,,this,1,[17],87169,rationale,False
number,NOUN,,number,1,[18],87169,rationale,True
when,SCONJ,,when,1,[19],87169,rationale,False
divided,VERB,,divide,1,[20],87169,rationale,True
by,ADP,,by,1,[21],87169,rationale,False
leaves,NOUN,,leave,1,[23],87169,rationale,True
remainder,NOUN,,remainder,1,[24],87169,rationale,True
.,PUNCT,,.,0,[26],87169,rationale,False
"
",SPACE,,"
",0,[27],87169,rationale,False
so,ADV,,so,1,[28],87169,rationale,True
",",PUNCT,,",",0,[29],87169,rationale,False
"
",SPACE,,"
",0,[30],87169,rationale,False
(,PUNCT,,(,0,[31],87169,rationale,False
7k+1)-2,PROPN,,7k+1)-2,1,[32],87169,rationale,True
should,AUX,,should,1,[33],87169,rationale,False
be,AUX,,be,1,[34],87169,rationale,False
divisible,ADJ,,divisible,1,[35],87169,rationale,True
by,ADP,,by,1,[36],87169,rationale,False
or,CCONJ,,or,1,[38],87169,rationale,False
7k-1,NUM,,7k-1,1,[39],87169,rationale,False
should,AUX,,should,1,[40],87169,rationale,False
be,AUX,,be,1,[41],87169,rationale,False
divisible,ADJ,,divisible,1,[42],87169,rationale,True
by,ADP,,by,1,[43],87169,rationale,False
.,PUNCT,,.,0,[45],87169,rationale,False
"
",SPACE,,"
",0,[46],87169,rationale,False
we,PRON,,we,1,[47],87169,rationale,False
now,ADV,,now,1,[48],87169,rationale,True
put,VERB,,put,1,[49],87169,rationale,True
the,DET,,the,1,[50],87169,rationale,False
values,NOUN,,value,1,[51],87169,rationale,True
of,ADP,,of,1,[52],87169,rationale,False
k,PROPN,,k,1,[53],87169,rationale,True
starting,VERB,,start,1,[54],87169,rationale,True
from,ADP,,from,1,[55],87169,rationale,False
to,PART,,to,1,[57],87169,rationale,False
find,VERB,,find,1,[58],87169,rationale,True
number,NOUN,,number,1,[60],87169,rationale,True
divisible,ADJ,,divisible,1,[61],87169,rationale,True
by,ADP,,by,1,[62],87169,rationale,False
"
",SPACE,,"
",0,[64],87169,rationale,False
we,PRON,,we,1,[65],87169,rationale,False
find,VERB,,find,1,[66],87169,rationale,True
1st,ADJ,,1st,1,[67],87169,rationale,True
number,NOUN,,number,1,[68],87169,rationale,True
at,ADP,,at,1,[69],87169,rationale,False
k=,PROPN,,k=,1,[70],87169,rationale,True
"
",SPACE,,"
",0,[72],87169,rationale,False
thus,ADV,,thus,1,[73],87169,rationale,True
smallest,ADJ,,small,1,[74],87169,rationale,True
number,NOUN,,number,1,[75],87169,rationale,True
will,AUX,,will,1,[76],87169,rationale,False
be,AUX,,be,1,[77],87169,rationale,False
=,NOUN,,=,1,[79],87169,rationale,True
"
",SPACE,,"
",0,[81],87169,rationale,False
now,ADV,,now,1,[82],87169,rationale,True
",",PUNCT,,",",0,[83],87169,rationale,False
"
",SPACE,,"
",0,[84],87169,rationale,False
next,ADJ,,next,1,[85],87169,rationale,True
number,NOUN,,number,1,[86],87169,rationale,True
will,AUX,,will,1,[87],87169,rationale,False
be,AUX,,be,1,[88],87169,rationale,False
=,NOUN,,=,1,[89],87169,rationale,True
lcm,NOUN,,lcm,1,[92],87169,rationale,True
of,ADP,,of,1,[93],87169,rationale,False
"
",SPACE,,"
",0,[95],87169,rationale,False
i.e,NOUN,,i.e,1,[96],87169,rationale,True
"
",SPACE,,"
",0,[98],87169,rationale,False
now,ADV,,now,1,[99],87169,rationale,True
we,PRON,,we,1,[100],87169,rationale,False
will,AUX,,will,1,[101],87169,rationale,False
find,VERB,,find,1,[102],87169,rationale,True
number,NOUN,,number,1,[103],87169,rationale,True
of,ADP,,of,1,[104],87169,rationale,False
all,DET,,all,1,[105],87169,rationale,False
such,ADJ,,such,1,[106],87169,rationale,True
values,NOUN,,value,1,[107],87169,rationale,True
by,ADP,,by,1,[111],87169,rationale,False
using,VERB,,use,1,[112],87169,rationale,True
the,DET,,the,1,[113],87169,rationale,False
formula,NOUN,,formula,1,[114],87169,rationale,True
for,ADP,,for,1,[115],87169,rationale,False
last,ADJ,,last,1,[116],87169,rationale,True
term,NOUN,,term,1,[117],87169,rationale,True
of,ADP,,of,1,[118],87169,rationale,False
an,DET,,an,1,[119],87169,rationale,False
"a.p
8+(n-1)21=100",PROPN,GPE,"a.p
8+(n-1)21=100",2,"[120, 121, 122]",87169,rationale,True
"
",SPACE,,"
",0,[123],87169,rationale,False
"
",SPACE,,"
",0,[125],87169,rationale,False
or,CCONJ,,or,1,[126],87169,rationale,False
n=,PROPN,,n=,1,[127],87169,rationale,True
"
",SPACE,,"
",0,[129],87169,rationale,False
Answer:-,X,,answer:-,1,[130],87169,rationale,False
A,NOUN,,a,1,[131],87169,rationale,True
Formula,NOUN,,formula,1,[0],42615,rationale,True
for,ADP,,for,1,[1],42615,rationale,False
calculating,VERB,,calculate,1,[2],42615,rationale,True
overlapping,VERB,,overlap,1,[4],42615,rationale,True
sets,NOUN,,set,1,[5],42615,rationale,True
:,PUNCT,,:,0,[6],42615,rationale,False
"
",SPACE,,"
",0,[7],42615,rationale,False
A,DET,,a,1,[8],42615,rationale,False
+,PROPN,,+,1,[9],42615,rationale,True
B,NOUN,,b,1,[10],42615,rationale,True
-,PUNCT,,-,0,[11],42615,rationale,False
both,PRON,,both,1,[12],42615,rationale,False
+,CCONJ,,+,1,[13],42615,rationale,False
NOT(A,VERB,,NOT(A,1,[14],42615,rationale,True
or,CCONJ,,or,1,[15],42615,rationale,False
B,NOUN,,b,1,[16],42615,rationale,True
),PUNCT,,),0,[17],42615,rationale,False
=,VERB,,=,1,[18],42615,rationale,True
Total,PROPN,,Total,1,[19],42615,rationale,True
"
",SPACE,,"
",0,[20],42615,rationale,False
so,ADV,,so,1,[21],42615,rationale,True
in,ADP,,in,1,[22],42615,rationale,False
our,PRON,,our,1,[23],42615,rationale,False
task,NOUN,,task,1,[24],42615,rationale,True
we,PRON,,we,1,[25],42615,rationale,False
have,VERB,,have,1,[26],42615,rationale,True
equation,NOUN,,equation,1,[27],42615,rationale,True
:,PUNCT,,:,0,[28],42615,rationale,False
"
",SPACE,,"
",0,[29],42615,rationale,False
(,PUNCT,,(,0,[31],42615,rationale,False
french,NOUN,NORP,french,1,[32],42615,rationale,True
),PUNCT,,),0,[33],42615,rationale,False
+,SYM,,+,1,[34],42615,rationale,False
22,NUM,,22,1,[35],42615,rationale,False
(,PUNCT,,(,0,[36],42615,rationale,False
german,ADJ,NORP,german,1,[37],42615,rationale,True
),PUNCT,,),0,[38],42615,rationale,False
-,SYM,,-,1,[39],42615,rationale,False
9,NUM,,9,1,[40],42615,rationale,False
(,PUNCT,,(,0,[41],42615,rationale,False
both,PRON,,both,1,[42],42615,rationale,False
),PUNCT,,),0,[43],42615,rationale,False
+,PUNCT,,+,0,[44],42615,rationale,False
NOT,PART,,not,1,[45],42615,rationale,False
=,SYM,,=,1,[46],42615,rationale,False
"
",SPACE,,"
",0,[48],42615,rationale,False
NOT,PART,,not,1,[51],42615,rationale,False
=,SYM,,=,1,[52],42615,rationale,False
"
",SPACE,,"
",0,[54],42615,rationale,False
NOT,PART,,not,1,[55],42615,rationale,False
=,SYM,,=,1,[56],42615,rationale,False
-,SYM,,-,1,[58],42615,rationale,False
54,NUM,,54,1,[59],42615,rationale,False
=,SYM,,=,1,[60],42615,rationale,False
"
",SPACE,,"
",0,[62],42615,rationale,False
So,ADV,,so,1,[63],42615,rationale,True
answer,NOUN,,answer,1,[64],42615,rationale,True
is,AUX,,be,1,[65],42615,rationale,False
A,PRON,,a,1,[66],42615,rationale,False
Explanation,NOUN,,explanation,1,[0],16818,rationale,True
:,PUNCT,,:,0,[1],16818,rationale,False
"
",SPACE,,"
",0,[2],16818,rationale,False
S.I.=P∗R∗T/100,PROPN,,S.I.=P∗R∗T/100,1,[3],16818,rationale,True
"
",SPACE,,"
",0,[4],16818,rationale,False
=,VERB,,=,1,[5],16818,rationale,True
>,X,,>,1,[6],16818,rationale,False
P,NOUN,,p,1,[7],16818,rationale,True
=,NOUN,,=,1,[8],16818,rationale,True
S.I.∗100,PROPN,GPE,S.I.∗100,1,[9],16818,rationale,True
/,SYM,,/,1,[10],16818,rationale,False
R∗T,PROPN,,R∗T,1,[11],16818,rationale,True
"
",SPACE,,"
",0,[12],16818,rationale,False
=,X,,=,1,[13],16818,rationale,False
>,X,,>,1,[14],16818,rationale,False
P=5400∗100/12∗3,NOUN,,p=5400∗100/12∗3,1,[15],16818,rationale,True
=,PROPN,,=,1,[16],16818,rationale,True
Rs15000,PROPN,,Rs15000,1,[17],16818,rationale,True
"
",SPACE,,"
",0,[18],16818,rationale,False
Option B,PROPN,PRODUCT,Option b,2,"[19, 20]",16818,rationale,True
Let,VERB,,let,1,[0],94386,rationale,True
the,DET,,the,1,[1],94386,rationale,False
consecutive,ADJ,,consecutive,1,[3],94386,rationale,True
integers,NOUN,,integer,1,[4],94386,rationale,True
be,VERB,,be,1,[5],94386,rationale,True
x,PROPN,,x,1,[6],94386,rationale,True
",",PUNCT,,",",0,[7],94386,rationale,False
x,PROPN,,x,1,[8],94386,rationale,True
+,SYM,,+,1,[9],94386,rationale,False
1,NUM,,1,1,[10],94386,rationale,False
",",PUNCT,,",",0,[11],94386,rationale,False
x,PUNCT,,x,0,[12],94386,rationale,False
+,SYM,,+,1,[13],94386,rationale,False
2,NUM,,2,1,[14],94386,rationale,False
"
",SPACE,,"
",0,[15],94386,rationale,False
Sum,PROPN,,Sum,1,[16],94386,rationale,True
=,NOUN,,=,1,[17],94386,rationale,True
x,PROPN,,x,1,[18],94386,rationale,True
+,SYM,,+,1,[19],94386,rationale,False
x,PROPN,,x,1,[20],94386,rationale,True
+,NUM,,+,1,[21],94386,rationale,False
1,NUM,,1,1,[22],94386,rationale,False
+,NUM,,+,1,[23],94386,rationale,False
x,NUM,,x,1,[24],94386,rationale,False
+,SYM,,+,1,[25],94386,rationale,False
2,NUM,,2,1,[26],94386,rationale,False
"
",SPACE,,"
",0,[27],94386,rationale,False
=,PUNCT,,=,0,[28],94386,rationale,False
=,PUNCT,,=,0,[30],94386,rationale,False
3(x+1,NUM,,3(x+1,1,[31],94386,rationale,False
),PUNCT,,),0,[32],94386,rationale,False
"
",SPACE,,"
",0,[33],94386,rationale,False
Therefore,ADV,,therefore,1,[34],94386,rationale,True
",",PUNCT,,",",0,[35],94386,rationale,False
will,AUX,,will,1,[37],94386,rationale,False
always,ADV,,always,1,[38],94386,rationale,True
be,AUX,,be,1,[39],94386,rationale,False
a,DET,,a,1,[40],94386,rationale,False
factor,NOUN,,factor,1,[41],94386,rationale,True
.,PUNCT,,.,0,[42],94386,rationale,False
"
",SPACE,,"
",0,[43],94386,rationale,False
Answer,PROPN,,Answer,1,[44],94386,rationale,True
B,PROPN,,B,1,[45],94386,rationale,True
Case,NOUN,,case,1,[0],18515,rationale,True
:,SYM,,:,1,[2],18515,rationale,False
used,VERB,,use,1,[4],18515,rationale,True
envelope,NOUN,,envelope,1,[5],18515,rationale,True
=,X,,=,1,[6],18515,rationale,False
>,X,,>,1,[7],18515,rationale,False
way,NOUN,,way,1,[9],18515,rationale,True
"
",SPACE,,"
",0,[10],18515,rationale,False
Case,PROPN,,Case,1,[11],18515,rationale,True
:,SYM,,:,1,[13],18515,rationale,False
used,VERB,,use,1,[15],18515,rationale,True
envelopes,NOUN,,envelope,1,[16],18515,rationale,True
"
",SPACE,,"
",0,[17],18515,rationale,False
-,PUNCT,,-,0,[18],18515,rationale,False
4-1,NUM,,4-1,1,[19],18515,rationale,False
-,SYM,,-,1,[20],18515,rationale,False
0,NUM,,0,1,[21],18515,rationale,False
:,PUNCT,,:,0,[22],18515,rationale,False
Choose,VERB,,choose,1,[23],18515,rationale,True
from,ADP,,from,1,[25],18515,rationale,False
cards,NOUN,,card,1,[27],18515,rationale,True
:,PUNCT,,:,0,[28],18515,rationale,False
ways,NOUN,,way,1,[30],18515,rationale,True
"
",SPACE,,"
",0,[31],18515,rationale,False
-,PUNCT,,-,0,[32],18515,rationale,False
3-2,NUM,,3-2,1,[33],18515,rationale,False
-,SYM,,-,1,[34],18515,rationale,False
0,NUM,,0,1,[35],18515,rationale,False
:,PUNCT,,:,0,[36],18515,rationale,False
Choose,VERB,,choose,1,[37],18515,rationale,True
from,ADP,,from,1,[39],18515,rationale,False
cards,NOUN,,card,1,[41],18515,rationale,True
:,PUNCT,,:,0,[42],18515,rationale,False
ways,NOUN,,way,1,[44],18515,rationale,True
"
",SPACE,,"
",0,[45],18515,rationale,False
Case,PROPN,,Case,1,[46],18515,rationale,True
3,NUM,,3,1,[47],18515,rationale,False
:,PUNCT,,:,0,[48],18515,rationale,False
All,DET,,all,1,[49],18515,rationale,False
envelopes,NOUN,,envelope,1,[50],18515,rationale,True
used,VERB,,use,1,[51],18515,rationale,True
"
",SPACE,,"
",0,[52],18515,rationale,False
-,PUNCT,,-,0,[53],18515,rationale,False
3-1,NUM,,3-1,1,[54],18515,rationale,False
-,SYM,,-,1,[55],18515,rationale,False
1,NUM,,1,1,[56],18515,rationale,False
:,PUNCT,,:,0,[57],18515,rationale,False
Choose,VERB,,choose,1,[58],18515,rationale,True
from,ADP,,from,1,[60],18515,rationale,False
andno,NOUN,,andno,1,[62],18515,rationale,True
need,NOUN,,need,1,[63],18515,rationale,True
to,PART,,to,1,[64],18515,rationale,False
choose,VERB,,choose,1,[65],18515,rationale,True
from,ADP,,from,1,[67],18515,rationale,False
:,SYM,,:,1,[69],18515,rationale,False
ways,NOUN,,way,1,[71],18515,rationale,True
"
",SPACE,,"
",0,[72],18515,rationale,False
-,PUNCT,,-,0,[73],18515,rationale,False
2-2,NUM,,2-2,1,[74],18515,rationale,False
-,SYM,,-,1,[75],18515,rationale,False
1,NUM,,1,1,[76],18515,rationale,False
:,PUNCT,,:,0,[77],18515,rationale,False
Choose,VERB,,choose,1,[78],18515,rationale,True
from,ADP,,from,1,[80],18515,rationale,False
and,CCONJ,,and,1,[82],18515,rationale,False
choose,VERB,,choose,1,[83],18515,rationale,True
from,ADP,,from,1,[85],18515,rationale,False
",",PUNCT,,",",0,[87],18515,rationale,False
but,CCONJ,,but,1,[88],18515,rationale,False
groups,NOUN,,group,1,[90],18515,rationale,True
are,AUX,,be,1,[91],18515,rationale,False
the,DET,,the,1,[92],18515,rationale,False
same,ADJ,,same,1,[93],18515,rationale,True
=,NOUN,,=,1,[94],18515,rationale,True
>,X,,>,1,[95],18515,rationale,False
(,PUNCT,,(,0,[96],18515,rationale,False
=,SYM,,=,1,[98],18515,rationale,False
"
",SPACE,,"
",0,[100],18515,rationale,False
Total,PROPN,,Total,1,[101],18515,rationale,True
W,PROPN,,W,1,[102],18515,rationale,True
:,PUNCT,,:,0,[103],18515,rationale,False
1,NUM,,1,1,[104],18515,rationale,False
+,NUM,,+,1,[105],18515,rationale,False
5,NUM,,5,1,[106],18515,rationale,False
+,NUM,,+,1,[107],18515,rationale,False
10,NUM,,10,1,[108],18515,rationale,False
+,NUM,,+,1,[109],18515,rationale,False
10,NUM,,10,1,[110],18515,rationale,False
+,NUM,,+,1,[111],18515,rationale,False
15=41,NOUN,,15=41,1,[112],18515,rationale,True
=,SYM,,=,1,[113],18515,rationale,False
>,X,,>,1,[114],18515,rationale,False
Answer,NOUN,,answer,1,[115],18515,rationale,True
:,PUNCT,,:,0,[116],18515,rationale,False
A,PRON,,a,1,[117],18515,rationale,False
n,NOUN,,n,1,[0],50080,rationale,True
items,NOUN,,item,1,[1],50080,rationale,True
of,ADP,,of,1,[2],50080,rationale,False
which,PRON,,which,1,[3],50080,rationale,False
p,NOUN,,p,1,[4],50080,rationale,True
are,AUX,,be,1,[5],50080,rationale,False
alike,ADV,,alike,1,[6],50080,rationale,True
of,ADP,,of,1,[7],50080,rationale,False
kind,NOUN,,kind,1,[9],50080,rationale,True
",",PUNCT,,",",0,[10],50080,rationale,False
q,ADJ,,q,1,[11],50080,rationale,True
alike,ADP,,alike,1,[12],50080,rationale,False
of,ADP,,of,1,[13],50080,rationale,False
the,DET,,the,1,[14],50080,rationale,False
other,ADJ,,other,1,[15],50080,rationale,True
",",PUNCT,,",",0,[16],50080,rationale,False
r,PRON,,r,1,[17],50080,rationale,False
alike,ADV,,alike,1,[18],50080,rationale,True
of,ADP,,of,1,[19],50080,rationale,False
another,DET,,another,1,[20],50080,rationale,False
kind,NOUN,,kind,1,[21],50080,rationale,True
and,CCONJ,,and,1,[22],50080,rationale,False
the,DET,,the,1,[23],50080,rationale,False
remaining,VERB,,remain,1,[24],50080,rationale,True
are,AUX,,be,1,[25],50080,rationale,False
distinct,ADJ,,distinct,1,[26],50080,rationale,True
can,AUX,,can,1,[27],50080,rationale,False
be,AUX,,be,1,[28],50080,rationale,False
arranged,VERB,,arrange,1,[29],50080,rationale,True
in,ADP,,in,1,[30],50080,rationale,False
a,DET,,a,1,[31],50080,rationale,False
row,NOUN,,row,1,[32],50080,rationale,True
in,ADP,,in,1,[33],50080,rationale,False
n!/p!q!r,PROPN,,n!/p!q!r,1,[34],50080,rationale,True
!,PROPN,,!,1,[35],50080,rationale,True
ways,NOUN,,way,1,[36],50080,rationale,True
.,PUNCT,,.,0,[37],50080,rationale,False
"
",SPACE,,"
",0,[38],50080,rationale,False
The,DET,,the,1,[39],50080,rationale,False
letter,NOUN,,letter,1,[40],50080,rationale,True
pattern,NOUN,,pattern,1,[41],50080,rationale,True
',PUNCT,,',0,[42],50080,rationale,False
MESMERISE,PROPN,ORG,MESMERISE,1,[43],50080,rationale,True
',PART,,',1,[44],50080,rationale,False
consists,VERB,,consist,1,[45],50080,rationale,True
of,ADP,,of,1,[46],50080,rationale,False
letters,NOUN,,letter,1,[48],50080,rationale,True
of,ADP,,of,1,[49],50080,rationale,False
which,PRON,,which,1,[50],50080,rationale,False
there,PRON,,there,1,[51],50080,rationale,False
are,VERB,,be,1,[52],50080,rationale,True
M,PROPN,,M,1,[54],50080,rationale,True
's,PART,,'s,1,[55],50080,rationale,False
",",PUNCT,,",",0,[56],50080,rationale,False
3E,PROPN,,3E,1,[57],50080,rationale,True
's,PART,,'s,1,[58],50080,rationale,False
",",PUNCT,,",",0,[59],50080,rationale,False
2S,PROPN,ORG,2S,1,[60],50080,rationale,True
's,PART,,'s,1,[61],50080,rationale,False
and,CCONJ,,and,1,[62],50080,rationale,False
and,CCONJ,,and,1,[64],50080,rationale,False
1R.,NUM,,1r.,1,[65],50080,rationale,False
"
",SPACE,,"
",0,[66],50080,rationale,False
Number,PROPN,,Number,1,[67],50080,rationale,True
of,ADP,,of,1,[68],50080,rationale,False
arrangements,NOUN,,arrangement,1,[69],50080,rationale,True
=,X,,=,1,[70],50080,rationale,False
!,PUNCT,,!,0,[73],50080,rationale,False
"
",SPACE,,"
",0,[74],50080,rationale,False
Answer,NOUN,,answer,1,[75],50080,rationale,True
:,PUNCT,,:,0,[76],50080,rationale,False
A,PRON,,a,1,[77],50080,rationale,False
To,PART,,to,1,[0],32585,rationale,False
solve,VERB,,solve,1,[1],32585,rationale,True
this,DET,,this,1,[2],32585,rationale,False
problem,NOUN,,problem,1,[3],32585,rationale,True
",",PUNCT,,",",0,[4],32585,rationale,False
all,PRON,,all,1,[5],32585,rationale,False
you,PRON,,you,1,[6],32585,rationale,False
have,VERB,,have,1,[7],32585,rationale,True
to,PART,,to,1,[8],32585,rationale,False
do,VERB,,do,1,[9],32585,rationale,True
is,AUX,,be,1,[10],32585,rationale,False
take,VERB,,take,1,[11],32585,rationale,True
every,DET,,every,1,[12],32585,rationale,False
even,ADJ,,even,1,[13],32585,rationale,True
number,NOUN,,number,1,[14],32585,rationale,True
between,ADP,,between,1,[15],32585,rationale,False
24,NUM,,24,1,[16],32585,rationale,False
and,CCONJ,,and,1,[17],32585,rationale,False
50,NUM,,50,1,[18],32585,rationale,False
and,CCONJ,,and,1,[19],32585,rationale,False
add,VERB,,add,1,[20],32585,rationale,True
them,PRON,,they,1,[21],32585,rationale,False
together,ADV,,together,1,[22],32585,rationale,True
.,PUNCT,,.,0,[23],32585,rationale,False
So,ADV,,so,1,[24],32585,rationale,True
we,PRON,,we,1,[25],32585,rationale,False
have,VERB,,have,1,[26],32585,rationale,True
35,NUM,,35,1,[37],32585,rationale,False
+,NUM,,+,1,[38],32585,rationale,False
37,NUM,,37,1,[39],32585,rationale,False
+,NUM,,+,1,[40],32585,rationale,False
39,NUM,,39,1,[41],32585,rationale,False
+,NUM,,+,1,[42],32585,rationale,False
41,NUM,,41,1,[43],32585,rationale,False
+,NUM,,+,1,[44],32585,rationale,False
43,NUM,,43,1,[45],32585,rationale,False
+,NUM,,+,1,[46],32585,rationale,False
