word,part_of_speech,category,meaning,question_id,live,double
average,NOUN,Technical Term,"Central Tendency, Value Calculation",76766,,
equal,VERB,Technical Term,Quantitative Equivalence,76766,,
formula,NOUN,Technical Term,Mathematical Representation,76766,,
integ,ADJ,Technical Term,Whole Number,76766,,
integer,NOUN,Technical Term,Non-Fractional Whole Number,76766,,
come,VERB,,,76766,,
great,ADJ,,,76766,,
know,VERB,,,76766,,
least,ADJ,,,76766,,
let,VERB,Technical Term,To assign a value to a variable,76766,,
maximize,VERB,Technical Term,To increase or enlarge to the greatest extent possible,76766,,
maximum,ADJ,Technical Term,"The largest or highest value, amount, or degree",76766,,
mean,VERB,Technical Term,To find the average (arithmetic mean) of a set of numbers,76766,,
minimize,VERB,Technical Term,To reduce or make as small as possible,76766,,
n,NOUN,Technical Term,A variable representing a count or number of items,76766,,
none,NOUN,Technical Term,No instances or examples of something,76766,,
other,ADJ,Technical Term,Different from the one(s) mentioned previously,76766,,
possible,ADJ,Technical Term,"Able to be done or happen; conceivable, feasible",76766,,
remain,VERB,Technical Term,To stay or continue in a particular state or location,76766,,
rewrite,VERB,technical term,To modify or express something in a different way,76766,,
so,ADV,higher-level concept,"Therefore, consequently",76766,,
sum,NOUN,technical term,The total amount or result of combining quantities,76766,,
thataverage,NOUN,higher-level concept,An expression representing an average value,76766,,
useful,ADJ,higher-level concept,Beneficial or helpful,76766,,
value,NOUN,technical term,"An amount, measurement, or quality considered important or meaningful",76766,,
value)(n,NOUN,higher-level concept,A specific value represented as a product of average and quantity,76766,,
values)/n,PROPN,GPE,(Not applicable),76766,,
want,VERB,higher-level concept,To desire or wish for something,76766,,
area,NOUN,technical term,Two-dimensional extent,95459,,
circle,NOUN,technical term,Round geometric shape,95459,,
circumference,NOUN,technical term,Perimeter of a circle,95459,,
cm²,NOUN,technical term,"Square centimeters, unit of area",95459,,
radius,NOUN,technical term,Distance from center to edge of a circle,95459,,
×11,PROPN,technical term,Multiplication by eleven,95459,,
find,VERB,,,95459,,
=,Symbol,Technical Term,"Equality,",95459,,
C,PROPN,Individual Name,Option for an answer,68778,,
D,PROPN,Individual Name,Option for an answer,68778,,
a,NOUN,Technical Term,Choice or option,68778,,
answer,NOUN,Technical Term,Solution to a question or problem,68778,,
b,NOUN,Individual Name,Option for an answer,68778,,
become,VERB,Organization Name,Transform or change state,68778,,
compose,VERB,Technical Term,Create or form through parts,68778,,
concentration,NOUN,Technical Term,Proportion or degree of something present,68778,,
contain,VERB,Organization Name,Hold or encompass,68778,,
decrease,VERB,Technical Term,"Reduce in size, amount, or intensity",68778,,
e,NOUN,Organization Name,"Example, illustration",68778,,
evaporate,VERB,Technical Term,Change of state from liquid to gas,68778,,
kilogram,NOUN,Technical Term,Unit of mass,68778,,
mean,VERB,Technical Term,Calculate average value,68778,,
new,ADJ,None,Not previously existing,68778,,
non-water,ADJ,Technical Term,Substance other than water,68778,,
orange,NOUN,Technical Term,"Type of fruit, citrus",68778,,
question,NOUN,None,Inquiry seeking information,68778,,
then,ADV,None,Indicates subsequent event,68778,,
water,NOUN,Technical Term,"Chemical compound H2O, clear liquid",68778,,
weight,NOUN,technical term,The heaviness of an object,68778,,
x*0.04=0.24,NOUN,technical term,A mathematical equation representing the calculation of the new weight based on the original non-water content and the percentage change,68778,,
x=6,NOUN,technical term,"Indicates the numerical value that solves the equation, representing the new weight of the oranges in kilograms",68778,,
D,PROPN,Individual Name,Character in a competition or race,78541,,
Dexter,PROPN,Individual Name,A participant in a competition.,78541,,
Prexter,PROPN,Individual Name,A competitor against Dexter,78541,,
community,NOUN,Organization Name,Group of individuals participating in a friendly competition.,78541,,
compete,VERB,Action,Engage in a contest or rivalry,78541,,
competition,NOUN,Event,A contest where individuals strive for victory.,78541,,
complete,VERB,Action,Finish or bring to an end successfully,78541,,
cross,VERB,Action,Pass a designated point or line during the race.,78541,,
end,NOUN,Location,The finishing point of the race or competition.,78541,,
explanation,NOUN,Information,A description clarifying a process or result.,78541,,
finish,VERB,Action,To complete a task or race,78541,,
friendly,ADJ,Descriptive,Characterized by kindness and goodwill,78541,,
hand,NOUN,Object,A part of the body used for grasping,78541,,
handshake,"VERB, NOUN",Action,An act of greeting by shaking hands,78541,,
happen,VERB,Action,To occur or take place,78541,,
length,NOUN,Measurement,The extent or size of something in a particular direction,78541,,
m,NOUN,Unit,"Meter, a unit of measurement for length",78541,,
m. Dexter,NOUN,Person,A specific individual named Dexter,78541,,
many,ADJ,Quantity,A large number of something,78541,,
meet,VERB,Action,To come together or encounter someone,78541,,
min,NOUN,Technical Term,Time unit,78541,,
now,ADV,None,Current time or state,78541,,
once,ADV,None,Single instance in time,78541,,
only,ADV,None,Exclusive or single occurrence,78541,,
other,ADJ,None,Not this one or these,78541,,
p,NOUN,Organization Name,Prexter (assumed),78541,,
pool,NOUN,None,Swimming area,78541,,
race,NOUN,None,Competition,78541,,
ratio,NOUN,Technical Term,Comparative relationship,78541,,
round,"ADV, NOUN",None,Complete cycle or iteration in a competition,78541,,
same,ADJ, ,Starting point or position,78541,,
sec,PROPN,ORG,Second,78541,,
shake,NOUN,Technical Term,Action of greeting people by shaking hands,78541,,
speed,NOUN,Technical Term,Rate or velocity at which something moves,78541,,
start,VERB, ,Initiate a movement or activity,78541,,
such,ADJ, ,Kind or type of,78541,,
time,NOUN,Technical Term,Period during which something occurs,78541,,
total,ADJ, ,Complete or whole amount,78541,,
B.,DET,Organization Name,Option A is correct,42761,,
CANNOT,ADV,Technical Term,Exclusion,42761,,
Checking Options,NOUN,Work of Art,Process of Evaluation,42761,,
Incorrect,ADJ,Technical Term,Failure,42761,,
Integer,NOUN,Technical Term,Whole Number,42761,,
Integer Hence Correct Option,NOUN,Organization Name,Correct Option,42761,,
Odd,ADJ,Technical Term,Uneven Number,42761,,
Option,NOUN,Work of Art,Choice,42761,,
$,CURRENCY,organization name,Represents the United States dollar,42761,,
even,ADJ,,Number not divisible by 2,42761,,
hence,ADV,,"Therefore, Consequently",42761,,
integer,NOUN,Technical Term,Whole number,42761,,
never,ADV,,At no time; not ever,42761,,
odd,ADJ,,Number not divisible by 2,42761,,
e.g.,ADV,,,42761,,
follow,VERB,,,42761,,
x,PROPN,,,42761,,
y,PROPN,,,42761,,
a.,PUNCTUATION,,,42761,,
z,NOUN,technical term,Numerical even value,42761,,
0.00035,NUM,GPE,Measurement,45337,,
approx,PROPN,Technical Term,Approximation,45337,,
decimal,ADJ,Technical Term,Number Representation,45337,,
indefinitely,ADV,Technical Term,Continuously,45337,,
repeat,NOUN,Technical Term,Iteration,45337,,
value,NOUN,Technical Term,Measurement Result,45337,,
=,"VERB, NOUN",,Comparison,8200,,
become,VERB,,Transformation,8200,,
gent,NOUN,Individual Name,Male Person,8200,,
lady,NOUN,Individual Name,Female Person,8200,,
leave,VERB,,Departure,8200,,
many,ADJ,,Large Quantity,8200,,
number,NOUN,,Amount,8200,,
originally,ADV,,Beginning State,8200,,
party,NOUN,Organization Name,Social Gathering,8200,,
people,NOUN,,Individuals,8200,,
ratio,NOUN,technical term,"Proportion, comparison",8200,,
x,PROPN,technical term,Unknown variable,8200,,
x+4x,PROPN,technical term,Sum of unknown variable and its multiple,8200,,
x-2):(4x-2,PROPN,NORP,Mathematical expression,8200,,
&,SYMBOL,TECHNICAL TERM,Represents the logical AND operation,15831,,
=,NOUN,TECHNICAL TERM,Equals sign for mathematical operations,15831,,
answer,NOUN,TECHNICAL TERM,The result of a calculation,15831,,
divide,VERB,TECHNICAL TERM,Mathematical operation of splitting equally,15831,,
multiply,NOUN,TECHNICAL TERM,Mathematical operation of increasing proportionally,15831,,
no,NOUN,TECHNICAL TERM,Abbreviation for 'number',15831,,
number,NOUN,TECHNICAL TERM,Quantitative value,15831,,
then,ADV,TECHNICAL TERM,Indicates sequence of actions,15831,,
x$,NUM,PERSON,Placeholder variable for a person's value,15831,,
6 &,Numerical Adverb,MONEY,Represents a multiplicative factor in the equation,15831,,
--2,ADJ,Technical Term,Represents a mathematical equation or expression,13263,,
L,PROPN,Individual Name,Represents Lucy's age,13263,,
L+S,ADJ,Technical Term,Represents the sum of Lucy's and Sam's ages,13263,,
L-S,PROPN,Individual Name,Represents the difference between Lucy's and Sam's ages,13263,,
Lucy,PROPN,Individual Name,Name of a person,13263,,
S,PROPN,Individual Name,Represents Sam's age,13263,,
Sam,PROPN,Individual Name,Name of a person,13263,,
add,VERB,Technical Term,Mathematical operation for combining values,13263,,
age,NOUN,Technical Term,Quantitative measure of time elapsed since birth,13263,,
b--,NOUN,Technical Term,Represents the positive difference between Sam and Lucy's ages,13263,,
difference,NOUN,technical term,The amount by which two values differ,13263,,
equation,NOUN,technical term,A mathematical statement that asserts the equality of two expressions,13263,,
following,NOUN,technical term,"The subsequent or succeeding items, statements, etc.",13263,,
positive,ADJ,,Characterized by positivity or optimism; greater than zero,13263,,
represent,VERB,technical term,"To symbolize or express a concept, idea, or quality",13263,,
sam,PROPN,individual name,A person's name,13263,,
sum,NOUN,technical term,The result of adding two or more numbers together,13263,,
give,VERB,,,13263,,
let,VERB,,,13263,,
old,ADJ,,,13263,,
then,ADV,none,Indicates consequence or time sequence,13263,,
x,NOUN,Technical Term,Represents the sum of Lucy and Sam's ages,13263,,
+,NOUN,Technical Term,Mathematical Operation,92826,,
6)/125=24,NOUN,Technical Term,Equation Result,92826,,
=,NOUN,Technical Term,Mathematical Equality,92826,,
L=500m,PROPN,Individual Name,Specific Measurement,92826,,
direction,NOUN,Technical Term,Movement Trajectory,92826,,
dist,NOUN,Technical Term,Distance,92826,,
driver,NOUN,Individual Name,Person Operating a Vehicle,92826,,
find,VERB,Action,"Discover, Determine",92826,,
good,NOUN,Organization Name,Company or Service Provider,92826,,
length,NOUN,Technical Term,Measurement of an object's dimension,92826,,
long,ADJ,Technical Term,Describes the extent or duration of something,92826,,
m,"PRON, NOUN",Technical Term,Unit of measurement for distance,92826,,
need,VERB,,Require or have a necessity for,92826,,
only,ADV,,Exclusively or solely,92826,,
opposite,ADJ,,Facing in different directions or having contrasting properties,92826,,
parallel,ADJ,Technical Term,Running alongside each other at the same distance and direction,92826,,
pass,VERB,,Move past or by,92826,,
relative,ADJ,Technical Term,Depend on a reference point or frame of reference,92826,,
respectively,ADV,,In the order mentioned,92826,,
run,VERB,,Motion,92826,,
s,PROPN,Individual Name,A variable representing the speed of a train in this context,92826,,
s=45,PROPN,,"Represents the speed of a train in units of km/h'},                     {",92826,,
sec,PROPN,ORG,Time duration,92826,,
slow,ADJ,,Relating to speed; not fast,92826,,
so,ADV,,"In this way, Therefore",92826,,
speed,"VERB, NOUN",Technical Term,The rate of movement or change,92826,,
take,VERB,,To require a certain amount of time,92826,,
time,NOUN,,"Duration, period",92826,,
track,NOUN,Technical Term,A rail path for trains,92826,,
train,"NOUN, VERB",Technical Term,Transportation,92826,,
=,NOUN,,"Equality, Comparison",1901,,
cistern,NOUN,Technical Term,Water storage container,1901,,
fill,VERB,,Action of making full or complete,1901,,
find,VERB,,"Ascertaining information, locating",1901,,
full,ADJ,,Complete state of capacity or fullness,1901,,
alternate,ADJ,,Alternating or interchanging,1901,,
A,PROPN,,,1901,,
b,NOUN,Organization Name,Symbolic representation of pipes in the physics problem,1901,,
many,ADJ,none,Quantity,1901,,
minute,NOUN,technical term,Unit of time,1901,,
open,VERB,technical term,To begin operation,1901,,
pipe,NOUN,technical term,Plumbing conduit,1901,,
respectively,ADV,,In the stated order,1901,,
8 hour,NUM,TIME,duration,26895,,
9 hour,NUM,TIME,duration,26895,,
=,VERB,,"comparison, equality",26895,,
=(,ADP,,"comparison, assignment",26895,,
Day,NOUN,TIME,unit of time,26895,,
Hrs,NOUN,TIME,hours,26895,,
Less,ADJ,,"amount, degree",26895,,
additional,ADJ,,"extra, surplus",26895,,
complete,VERB,,"finish, accomplish",26895,,
construct,VERB,Technical Term,Building process,26895,,
day,NOUN,Time unit,Period of 24 hours,26895,,
direct,ADJ,Technical Term,"Linear, immediate",26895,,
employ,VERB,Job/Working relation,Use for a purpose,26895,,
explanation,NOUN,Concept,Clarification or reason,26895,,
house,NOUN,Organization Name,Structure for residence,26895,,
hrs,ADJ,Time Unit,Hours,26895,,
indirect,ADJ,Technical Term,"Not direct, circuitous",26895,,
less,ADJ,Quantitative Description,Smaller amount,26895,,
let,VERB,Action/Permission,Allow,26895,,
man,NOUN,individual name,Human being,26895,,
many,ADJ,technical term,Large quantity,26895,,
more,"ADJ, ADV",technical term,Increased amount or degree,26895,,
now,ADV,technical term,Present time,26895,,
period,NOUN,technical term,Duration of time,26895,,
proportion,NOUN,technical term,Relationship between quantities,26895,,
remain,VERB,technical term,To persist or continue to exist,26895,,
set,VERB,organization name,Group of individuals with a shared purpose,26895,,
solution,NOUN,technical term,Answer or resolution to a problem,26895,,
time,NOUN,technical term,Duration or point in an event,26895,,
total,ADJ,,The amount or entire quantity,26895,,
work,"NOUN, VERB",technical term,Tasks or activities performed to achieve a goal,26895,,
x,NOUN,,An unknown quantity or variable,26895,,
x.,PROPN,individual name,A placeholder for a specific person's name,26895,,
average,VERB,Technical Term,Calculation Method,56787,,
cost,NOUN,Technical Term,Expense,56787,,
diner,NOUN,Organization Name,Restaurant,56787,,
day(or),NOUN,TIME,24-hour period,56787,,
4(8)+6(8)=10(8)=80,Noun,Technical Term,Calculation,56787,,
4.00,Number,MONEY,Currency,56787,,
40,Number,MONEY,Amount of Money,56787,,
Jill,Proper Noun,PERSON,Individual,56787,,
earn,VERB,technical term,Compensation received for work,56787,,
hour,NOUN,TIME,Unit of time,56787,,
hourly,ADJ,TIME,Related to an hour or occurring every hour,56787,,
local,ADJ,organization name,Specific geographical area,56787,,
much,ADJ,,A large or significant amount,56787,,
order,NOUN,Technical Term,Customer request at a restaurant,56787,,
rate,NOUN,technical term,Frequency or measurement of something per unit,56787,,
serve,VERB,,To fulfill a request or provide a service,56787,,
shift,NOUN,Technical Term,Work period or segment assigned to employees,56787,,
standard,ADJ,,"Normal, typical, or widely accepted",56787,,
thus,ADV,technical term,Consequence,56787,,
tip,NOUN,technical term,Gratuity,56787,,
wage,NOUN,technical term,Compensation,56787,,
waitress,NOUN,organization name,Restaurant Staff Member,56787,,
work,VERB,technical term,Labor,56787,,
boy,NOUN,individual name,A young male human.,29285,,
different,ADJ,technical term,Distinct or dissimilar.,29285,,
explanation,NOUN,,A statement that clarifies or interprets something.,29285,,
have,VERB,technical term,To possess or own something.,29285,,
many,ADJ,,A large quantity.,29285,,
number,NOUN,,A numerical value.,29285,,
select,VERB,technical term,To choose something.,29285,,
shirt,NOUN,,An article of clothing covering the torso and arms.,29285,,
trouser,NOUN,,A type of lower-body garment.,29285,,
way,NOUN,,A method or manner of doing something.,29285,,
=,VERB,Technical Term,Represents equality,46134,,
G.P,NOUN,Technical Term,Geometric Progression,46134,,
^n-1,NOUN,Technical Term,Mathematical operation representing an exponent,46134,,
let,VERB,,Introduce a variable or assumption,46134,,
many,ADJ,,Quantify a large amount,46134,,
n.,PROPN,Individual Name,A possible name for an individual,46134,,
n=,NOUN,Technical Term,Represents equality of a variable to another value,46134,,
number,NOUN,Technical Term,Quantitative concept,46134,,
r,NOUN,Technical Term,Variable representing the common ratio in a geometric progression,46134,,
term,NOUN,Technical Term,Element within a sequence or series,46134,,
then,ADV,,,46134,,
there,ADV,,,46134,,
thus,ADV,,,46134,,
attempt,VERB,,Action of trying,57548,,
+,ADJ,Technical Term,"Mathematical operation, addition",57548,,
2 mark,NUM,MONEY,Points awarded for a correct answer,57548,,
3 mark,NUM,MONEY,Points awarded for a correct answer,57548,,
40 mark,NUM,MONEY,Total points earned in the problem.,57548,,
=,NOUN,Technical Term,"Mathematical operation, equality",57548,,
Ist,PROPN,LOC,Short form of 'First',57548,,
Jayant,PROPN,Individual Name,Person's name,57548,,
answer,NOUN,Technical Term,Solution to a problem,57548,,
correctly,ADV,Technical Term,State of being right or accurate,57548,,
eqn,NOUN,technical term,mathematical equation,57548,,
get,VERB,,acquire or receive something,57548,,
linear,ADJ,technical term,relating to a straight line,57548,,
lose,VERB,,fail to win or achieve something,57548,,
number,NOUN,technical term,quantity or amount,57548,,
obtain,VERB,,acquire or get something,57548,,
right,ADJ,technical term,correct or accurate,57548,,
solving,NOUN,technical term,process of finding a solution,57548,,
sum,NOUN,technical term,total or amount resulting from addition,57548,,
variable,NOUN,technical term,unknown quantity represented by a letter,57548,,
wrong,ADJ,technical term,Incorrect answer,57548,,
y,PROPN,individual name,An algebraic variable,57548,,
0.20=9,NOUN,Technical Term,Percentage of Republicans voting for the new law,63741,,
Democrats,PROPN,NORP,Political party,63741,,
Republicans,PROPN,NORP,Political party,63741,,
be,VERB,NONE,A linking verb,63741,,
congress,PROPN,ORG,United States legislative body,63741,,
expect,VERB,NONE,To anticipate or believe something will happen,63741,,
law,NOUN,Legal Term,A rule or regulation with legal force,63741,,
member,NOUN,Organization Name,"Individual belonging to a group, organization, etc.",63741,,
new,ADJ,NONE,Recent or recently introduced,63741,,
number,NOUN,QUANTIFIER,A quantity or amount,63741,,
percent,NOUN,technical term,Proportion,63741,,
rest,NOUN,"organization name, individual name",remaining faction,63741,,
say,VERB,general actions,express,63741,,
thus,ADV,Connectors,Consequently,63741,,
total,"ADJ, NOUN",technical term,sum amount,63741,,
vote,"VERB, NOUN",general actions,express choice,63741,,
Rs.42,PROPN,MONEY,Monetary Value,48976,,
average,ADJ,,"Typical, Mean",48976,,
be,VERB,,"Exist, State",48976,,
day,NOUN,,Time Unit,48976,,
diminish,VERB,,Reduce,48976,,
expenditure,NOUN,OBJECT,"Spending, Outlay",48976,,
expense,NOUN,OBJECT,"Cost, Expense",48976,,
find,VERB,,"Discover, Determine",48976,,
.,PUNCTUATION,,,48976,,
=,OPERATOR,,,48976,,
head,NOUN,Organization Name,Leader of a group,48976,,
hence,ADV,,Therefore,48976,,
hostel,NOUN,Organization Name,Residence for students,48976,,
increase,"VERB, NOUN",,To grow larger in size or amount,48976,,
join,VERB,,To unite with others,48976,,
mess,NOUN,Organization Name,Common dining hall,48976,,
no,NOUN,,None,48976,,
original,ADJ,,First or earliest,48976,,
r,NOUN,NORP,Abbreviation for Rupees,48976,,
rs1,NOUN,Currency,Indian Rupee 1,48976,,
student,NOUN,organization name,The group of individuals residing in the hostel.,48976,,
suppose,VERB,Technical Term,A hypothetical scenario for analyzing expenses.,48976,,
thus,ADV,Technical Term,Conveying the outcome of a previous statement or calculation.,48976,,
total,ADJ,Technical Term,Representing the sum of all expenses.,48976,,
=,VERB,technical term,Comparison,15230,,
VALUES,PROPN,organization name,Dataset of Values,15230,,
ask,VERB,technical term,Request Information,15230,,
conceptually,ADV,technical term,"Abstractly, Theoretically",15230,,
deal,VERB,technical term,"Manage, Address",15230,,
denominator,NOUN,technical term,Lower Value in a Ratio,15230,,
double,VERB,technical term,Multiply by Two,15230,,
end,VERB,technical term,"Conclusion, Termination",15230,,
fraction,NOUN,technical term,"Ratio, Proportion",15230,,
increase,"NOUN, VERB",technical term,"Growth, Expansion",15230,,
let,VERB,technical term,Introduce a hypothetical scenario or example,15230,,
numerator,NOUN,technical term,the upper part of a fraction,15230,,
percent,NOUN,technical term,per hundred; a measure expressed as a percentage,15230,,
percentage,NOUN,technical term,a fraction represented in terms of one hundred,15230,,
q,NOUN,technical term,represents a fraction or question being analyzed,15230,,
question,NOUN,organization name,a problem; inquiry to be answered,15230,,
reflect,VERB,technical term,to show or indicate a change or result,15230,,
result,VERB,technical term,the outcome of a process,15230,,
same,ADJ,technical term,identical or equivalent,15230,,
tell,VERB,organization name,convey information; to give a numerical value,15230,,
TEST,VERB,,To examine or evaluate something,15230,,
triple,VERB,technical term,To multiply a value by three,15230,,
+,VERB,technical term,Mathematical addition,16288,,
2b,NOUN,individual name,Refers to a specific individual named '2b',16288,,
=,VERB,technical term,"Equality, comparison",16288,,
A,PROPN,individual name,Represents an individual named 'A',16288,,
Adding,VERB,technical term,Performing mathematical addition,16288,,
B,PROPN,individual name,Represents an individual named 'B',16288,,
C,PROPN,individual name,Represents an individual named 'C',16288,,
Subtracting,VERB,technical term,Performing mathematical subtraction,16288,,
age,NOUN,technical term,A person's lifespan in years,16288,,
age=,NOUN,technical term,Numerical representation of someone's age,16288,,
average,ADJ,Technical Term,Represents a central value in a dataset.,16288,,
averageage,NOUN,Technical Term,Represents a central value in a dataset.,16288,,
get,VERB,,To obtain or receive something.,16288,,
have,VERB,,To possess or own something.,16288,,
let,VERB,,To permit or allow something to happen.,16288,,
B,PROPN,Individual Name,Represents a person's identity,16288,,
C,PROPN,Individual Name,Represents a person's identity,16288,,
i,PROPN,Technical Term,Equation reference - represents a numbered statement,16288,,
ii,PROPN,Technical Term,Equation reference - represents a numbered statement,16288,,
iii,PROPN,Technical Term,Equation reference - represents a numbered statement,16288,,
represent,VERB,technical term,Stand for or symbolize something,16288,,
respective,ADJ,technical term,Relating to or representing each separately considered person or thing,16288,,
then,ADV,,Next in time or order,16288,,
weight,NOUN,technical term,Significance or importance,16288,,
Today,NOUN,Technical Term,Measurement of Time,2271,,
Yesterday,NOUN,Technical Term,Measurement of Time,2271,,
bacteria,NOUN,technical term,Microscopic organism,2271,,
colony,NOUN,technical term,Group of organisms,2271,,
day,NOUN,technical term,Unit of time in a biological cycle,2271,,
double,VERB,technical term,To increase exponentially,2271,,
large,ADJ,general concept,Significant in size or quantity,2271,,
live,VERB,technical term,To exist and function,2271,,
population,NOUN,general concept,Group of organisms,2271,,
start,VERB,Technical Term,The commencement of a process or activity,2271,,
=,SYMBOL,,Represents equality or assignment,68521,,
Sum,NOUN,Technical Term,Total of a set of numbers,68521,,
average,NOUN,Technical Term,The arithmetic mean of a set of numbers,68521,,
no,NOUN,,A quantity or number,68521,,
number,NOUN,Technical Term,A mathematical value representing a quantity,68521,,
prime,ADJ,Technical Term,A whole number greater than 1 that is only divisible by 1 and itself,68521,,
=,ADP,Technical Term,Equality sign representing calculation or equivalence.,27660,,
Rs,PROPN,Organization Name (Abbreviation),abbreviation for Rupees (Indian currency),27660,,
Rs.150,PROPN,"Organization Name, Individual Name","An amount of Money, potentially referencing a loan or investment.",27660,,
explanation,NOUN,Technical Term,A description or clarification about the calculation.,27660,,
interest,NOUN,Technical Term,Income Generated by an investment (financial).,27660,,
produce,VERB,Technical Term,"To Generate (e.g., to generate interest).",27660,,
rs.400,PROPN,"Organization Name, Individual Name","An amount of Money, potentially referencing a loan or investment.",27660,,
many,ADJ,None,,27660,,
same,ADJ,Technical Term,Equal in value or amount,27660,,
simple Interest,NOUN,Technical Term,A type of interest calculation where only the principal amount is considered.,27660,,
year,NOUN,Technical Term,A unit of time representing 365 days,27660,,
Today,NOUN,Technical Term,"Point in time, indicating the current day",70084,,
Yesterday,NOUN,Technical Term,"Point in time, referring to the day prior to today",70084,,
ago,ADV,Technical Term,"Relative time indication, specifying a period before the current time",70084,,
bacteria,NOUN,Technical Term,"Microscopic, single-celled organisms",70084,,
colony,NOUN,Organization Name,Group of bacteria living together,70084,,
day,NOUN,Technical Term,"Unit of time, 24 hours long",70084,,
double,VERB,,Increase by a factor of two,70084,,
large,ADJ,,Significant in size or quantity,70084,,
live,VERB,,Be alive and functioning,70084,,
population,NOUN,Technical Term,Number of individuals in a particular group or area,70084,,
start,VERB,Technical Term,initiate,70084,,
D,NOUN,,Distance,154,,
/,VERB,,Division,154,,
+,VERB,  ,Addition,154,,
-,VERB,,Subtraction,154,,
B,Proper Noun,ORG,,154,,
A,Proper Noun,ORG,,154,,
town a and town b,PROPN,ORG,Locations,154,,
cover,VERB,technical term,To travel or complete a journey over a certain distance.,154,,
current,NOUN,technical term,The flow of water in a river or other waterway.,154,,
distance,NOUN,technical term,The amount of space between two points.,154,,
downstream,NOUN,technical term,In the direction of the flow of a river or other waterway.,154,,
float,VERB,technical term,To stay on the surface of a liquid without sinking.,154,,
go,VERB,general,To move from one place to another.,154,,
long,ADV,general,Extending over a great distance or amount of time.,154,,
move,VERB,general,To change position.,154,,
let,VERB,general,To permit or allow something to happen or proceed.,154,,
D,NOUN,technical term,Distance,154,,
raft,NOUN,technical term,Watercraft,154,,
same,ADJ,higher-level concept,"identical, comparable",154,,
speed,NOUN,technical term,"velocity, rate of movement",154,,
steamer,NOUN,technical term,Boat propelled by engine - often with river navigation in context,154,,
take,VERB,higher-level concept,"require, consume, need",154,,
town,NOUN,organization name,settlement with civic organization,154,,
upstream,ADV,higher-level concept,against the current flow,154,,
v,NOUN,technical term,variable representing speed,154,,
.,PUNCT,OTHER,.,4650,,
=,VERB,RELATION,equality,4650,,
C.P.,PROPN,TECHNICAL TERM,Cost Price,4650,,
Gain,PROPN,TECHNICAL TERM,Profit (financial),4650,,
Gain %,PROPN,TECHNICAL TERM,Percentage of profit,4650,,
John,PROPN,INDIVIDUAL NAME,Person's name,4650,,
Price,NOUN,TECHNICAL TERM,Value(cost) of something,4650,,
Rs,PROPN,CURRENCY,Indian Rupees,4650,,
S.P.,PROPN,TECHNICAL TERM,Selling Price,4650,,
Selling,VERB,ACTION,Transferring ownership,4650,,
bike,NOUN,technical term,Mode of Transportation,4650,,
buy,VERB,,Acquire,4650,,
cost,NOUN,technical term,Expenditure,4650,,
gain,NOUN,technical term,Profit,4650,,
percent,NOUN,technical term,Percentage,4650,,
r,NOUN,,Rupee Symbol,4650,,
repair,NOUN,technical term,Restoration,4650,,
rs.(5800,NOUN,technical term,Indian Rupees Amount,4650,,
scooter,NOUN,technical term,Two-wheeled Vehicle,4650,,
sell,VERB,,Dispose,4650,,
spend,VERB,Technical Term,To allocate resources for a specific purpose or activity.,4650,,
article,NOUN,Technical Term,Commodity,21387,,
cost,NOUN,Technical Term,Expense,21387,,
gross,ADJ,,Total,21387,,
profit,NOUN,Technical Term,Financial Gain,21387,,
selling,NOUN,Technical Term,Revenue Generation,21387,,
price,NOUN,Technical Term,Valuation,21387,,
=,SYMBOL,TECHNICAL TERM,equals,21387,,
Reqd.,PROPN,ORGANIZATION NAME,Required Percentage,21387,,
let,VERB,TECHNICAL TERM,Define,21387,,
percent,NOUN,TECHNICAL TERM,Percentage,21387,,
∴,ADV,technical term,"Therefore, Consequently",21387,,
+,PUNCT,technical term,Mathematical operation,69205,,
0.2m+0.4n+0.5p=0.25(m+n+p)--,NOUN,technical term,Algebraic equation,69205,,
Kevin,PROPN,individual name,Person's name,69205,,
Larry,PROPN,individual name,Person's name,69205,,
algebraic,ADJ,technical term,Mathematical concept,69205,,
car,NOUN,organization name,Type of vehicle,69205,,
contain,VERB,,Action,69205,,
convertible,NOUN,organization name,Type of car,69205,,
dealership,NOUN,organization name,Business,69205,,
easy,ADJ,,Simple,69205,,
m,"PROPN, VERB",Individual Name,Represents a car dealership,69205,,
m=3n+5p,VERB,Technical Term,Formula to calculate the number of cars in dealership 'm' based on 'n' and 'p',69205,,
minivan,NOUN,Technical Term,Type of vehicle often found at car dealerships,69205,,
n,NOUN,Individual Name,Represents a car dealership,69205,,
n and p,NOUN,Organization Name,Combined representation of two or more car dealerships,69205,,
p,NOUN,Individual Name,Represents a car dealership,69205,,
question,NOUN,Technical Term,A problem or inquiry related to car dealership calculations,69205,,
sedan,NOUN,Technical Term,Type of vehicle often found at car dealerships,69205,,
term,NOUN,Technical Term,Specific word or expression related to car dealership operations,69205,,
truck,NOUN,Technical Term,Type of vehicle often found at car dealerships,69205,,
way,NOUN,technical term,method or approach,69205,,
*,NOUN,Technical Term,Multiplication Operation,74795,,
=,VERB,Organization Name,Represents equality within a framework or system,74795,,
bring,VERB,Technical Term,Action of Transporting,74795,,
cherry,NOUN,Individual Name,Variety of Cherry Ice Pop,74795,,
child,NOUN,Individual Name,Recipient of the ice pops,74795,,
choose,VERB,Technical Term,Action of Selecting,74795,,
different,ADJ,Technical Term,Characteristic of Distinction,74795,,
