lemma,word,part_of_speech,category,meaning,question_id,code
vertex,vertices,NOUN,technical term,corner point of a geometric shape,69576,r033
certain,certain,ADJ,Technical Term,Indicates a specific attribute or characteristic of the square,69576,r013
square,square,NOUN,Technical Term,Geometric shape,69576,r030
c,c,PROPN,Organization Name,Defines the x-coordinate within the square,69576,r012
follow,following,VERB,Technical Term,Indicates to trace or adhere to a pattern,69576,r015
point,points,NOUN,Technical Term,Coordinate on a plane,69576,r023
p,P,NOUN,ORG,Point,69576,r021
same,same,ADJ,General Concept,Equal,69576,r028
quadrant,quadrant,NOUN,Technical Term,Section of a plane,69576,r025
vertex,vertex,NOUN,technical term,corner point of a geometric shape,69576,r033
square,square,NOUN,Technical Term,Geometric shape,69576,r030
year,year,NOUN,Technical Term,Period of Time,36939,r024
Taylor,Taylor,PROPN,PERSON,Person,36939,r003
go,goes,VERB,organization name,"Motion, Action",36939,r011
same,same,ADJ,organization name,"Similar, Identical",36939,r017
carnival,carnival,NOUN,Organization Name,Event,36939,r009
attempt,attempts,VERB,Action,Try,36939,r005
shoot,shoot,VERB,technical term,To Aim and Throw,36939,r018
basketball,basketball,NOUN,Technical Term,Sport Equipment,36939,r007
small,small,ADJ,,"Tiny, Limited in Size",36939,r019
hoop,hoop,NOUN,technical term,Sporting Equipment Basket,36939,r012
hope,hoping,VERB,organization name,To Wish for Something,36939,r013
win,win,VERB,,Achieve Success,36939,r023
tall,tall,ADJ,,"Elevated, Considerable Height",36939,r020
teddy,teddy,PROPN,Organization Name,"Toy, Prize",36939,r021
bear,bear,PROPN,Individual Name,Animal,36939,r008
probability,probability,NOUN,technical term,Measure of likelihood for an event,36939,r015
Taylor,Taylor,PROPN,PERSON,Person,36939,r003
make,make,VERB,,To succeed in an attempt,36939,r014
basket,basket,NOUN,Technical Term,Container,36939,r006
probability,probability,NOUN,technical term,Measure of likelihood for an event,36939,r015
Taylor,Taylor,PROPN,PERSON,Person,36939,r003
make,makes,VERB,,To succeed in an attempt,36939,r014
exactly,exactly,ADV,Technical Term,Precisely,36939,r010
basket,basket,NOUN,Technical Term,Container,36939,r006
try,tries,NOUN,,Attempt,36939,r022
car,car,NOUN,object,vehicle,77707,r005
move,moves,NOUN,action,change position,77707,r010
/,/,NOUN,technical term,unit separator,77707,r001
hr,hr,NOUN,measurement,hours,77707,r007
speed,speed,NOUN,Technical Term,Rate of change in velocity,77707,r013
car,car,NOUN,object,vehicle,77707,r005
meter,meters,NOUN,measurement,length unit,77707,r009
second,second,ADV,,Time duration,77707,r012
person,persons,NOUN,Individual Name,,30284,r012
go,went,VERB,,Action of movement,30284,r006
hotel,hotel,NOUN,organization name,Accommodation,30284,r007
take,taking,VERB, ,,30284,r015
meal,meals,NOUN,technical term,Food intake,30284,r009
spend,spent,VERB, ,To allocate money for something,30284,r014
r 12,Rs 12,NOUN,PRODUCT,Monetary amount,30284,r013
meal,meals,NOUN,technical term,Food intake,30284,r009
spend,spent,VERB, ,To allocate money for something,30284,r014
more,more,ADJ, ,,30284,r011
average,average,ADJ,technical term,Mean value,30284,r004
expenditure,expenditure,NOUN,technical term,Spending amount,30284,r005
total,total,ADJ, ,The sum of all parts,30284,r017
money,money,NOUN,technical term,Medium of exchange,30284,r010
spend,spent,VERB, ,To allocate money for something,30284,r014
initially,Initially,ADV,,At the beginning,72282,r012
man,men,NOUN,individual name,Male human,72282,r015
woman,women,NOUN,individual name,Female human being,72282,r026
room,room,NOUN,organization name,Space enclosed within walls,72282,r022
ratio,ratio,NOUN,technical term,Proportion or comparative measurement,72282,r021
then,Then,ADV,,Subsequent event or time,72282,r025
man,men,NOUN,individual name,Male human,72282,r015
enter,entered,VERB,Technical Term,Come into a space,72282,r009
room,room,NOUN,organization name,Space enclosed within walls,72282,r022
woman,women,NOUN,individual name,Female human being,72282,r026
leave,left,VERB,,Depart,72282,r013
room,room,NOUN,organization name,Space enclosed within walls,72282,r022
then,Then,ADV,,Subsequent event or time,72282,r025
number,number,NOUN,technical term,Quantity,72282,r019
woman,women,NOUN,individual name,Female human being,72282,r026
double,doubled,VERB,Technical Term,Multiply by two,72282,r007
now,Now,ADV,,At the present time,72282,r018
be,are,VERB,Technical Term,"Exist, have a state of being",72282,r002
man,men,NOUN,individual name,Male human,72282,r015
room,room,NOUN,organization name,Space enclosed within walls,72282,r022
many,many,ADJ,technical term,Large quantity,72282,r016
d,D,ADJ,Unknown,Unclear meaning from context,72282,r006
woman,women,NOUN,individual name,Female human being,72282,r026
currently,currently,ADV,Technical Term,At the present time,72282,r005
room,room,NOUN,organization name,Space enclosed within walls,72282,r022
complete,complete,VERB,,Achieve completion (work or task),30265,r007
project,project,NOUN,technical term,A planned undertaking or task requiring effort,30265,r012
complete,complete,VERB,,Achieve completion (work or task),30265,r007
same,same,ADJ,,,30265,r014
project,project,NOUN,technical term,A planned undertaking or task requiring effort,30265,r012
start,start,VERB,,,30265,r015
work,working,VERB,technical term,Effort exerted in a task or project,30265,r018
project,project,NOUN,technical term,A planned undertaking or task requiring effort,30265,r012
together,together,ADV,,,30265,r017
quit,quits,NOUN,technical term,To cease participation in a project or endeavor,30265,r013
project,project,NOUN,technical term,A planned undertaking or task requiring effort,30265,r012
complete,completed,VERB,,Achieve completion (work or task),30265,r007
many,many,ADJ,,,30265,r011
day,days,NOUN,,Unit of time,30265,r008
project,project,NOUN,technical term,A planned undertaking or task requiring effort,30265,r012
complete,completed,VERB,,Achieve completion (work or task),30265,r007
timing,timing,NOUN,technical term,Schedule or arrangement of events over time,95704,r023
college,college,NOUN,ORGANIZATION,Institution of Learning,95704,r010
12 p.m,12 p.m,NUM,MONEY,Clock Time,95704,r001
p.m.,p.m.,NOUN,technical term,Afternoon time indicator,95704,r019
lecture,lectures,NOUN,technical term,Educational talk or class,95704,r017
hold,held,VERB,,,95704,r016
give,given,VERB,,,95704,r014
duration,duration,NOUN,technical term,Time period,95704,r011
break,break,NOUN,ACTION,Interruption,95704,r009
5 minute,5 minutes,NUM,TIME,Duration,95704,r006
lecture,lecture,NOUN,technical term,Educational talk or class,95704,r017
give,given,VERB,,,95704,r014
student,students,NOUN,individual name,A person attending college,95704,r021
find,Find,VERB,,,95704,r013
duration,duration,NOUN,technical term,Time period,95704,r011
lecture,lecture,NOUN,technical term,Educational talk or class,95704,r017
statue,statue,NOUN,Technical Term,Art Sculpture,94652,r011
carve,carved,VERB,Technical Term,Material Transformation,94652,r002
sculptor,sculptor,NOUN,Individual Name,Artisan Role,94652,r010
original,original,ADJ,Technical Term,Starting Point,94652,r007
piece,piece,NOUN,Organizational Unit,Subdivision,94652,r008
marble,marble,NOUN,Material,Physical Substance,94652,r006
weigh,weighed,VERB,,,94652,r012
cut,cut,VERB,Technical Term,Material Removal,94652,r004
away,away,ADV,Technical Term,Quantitative Change,94652,r001
remainder,remainder,NOUN,Technical Term,Quantifiable Change,94652,r009
cut,cut,VERB,Technical Term,Material Removal,94652,r004
away,away,ADV,Technical Term,Quantitative Change,94652,r001
statue,statue,NOUN,Technical Term,Art Sculpture,94652,r011
complete,completed,VERB,Technical Term,Terminal State,94652,r003
remainder,remainder,NOUN,Technical Term,Quantifiable Change,94652,r009
cut,cut,VERB,Technical Term,Material Removal,94652,r004
away,away,ADV,Technical Term,Quantitative Change,94652,r001
weight,weight,NOUN,Technical Term, heaviness,94652,r013
final,final,ADJ,Technical Term,End Point,94652,r005
statue,statue,NOUN,Technical Term,Art Sculpture,94652,r011
positive,positive,ADJ,,,93830,r006
integer,integer,NOUN,technical term,whole number,93830,r004
great,greater,ADJ,,,93830,r003
positive,positive,ADJ,,,93830,r006
integer,integer,NOUN,technical term,whole number,93830,r004
difference,difference,NOUN,technical term,result of subtraction,93830,r002
cube,cubes,NOUN,technical term,mathematical operation,93830,r001
sum,sum,NOUN,technical term,result of addition,93830,r007
solution,solution,NOUN,technical term,mixture of substances,48338,r012
sugar,sugar,NOUN,technical term,sweet crystalline substance used as a food ingredient,48338,r013
water,water,NOUN,technical term,transparent odorless liquid essential for life,48338,r016
sugar,sugar,NOUN,technical term,sweet crystalline substance used as a food ingredient,48338,r013
much,much,ADJ,,,48338,r008
water,water,NOUN,technical term,transparent odorless liquid essential for life,48338,r016
milliliter,milliliters,NOUN,Technical Term,Unit of Volume,48338,r006
add,added,VERB,,,48338,r002
make,make,VERB,,Create,48338,r005
solution,solution,NOUN,technical term,mixture of substances,48338,r012
sugar,sugar,NOUN,technical term,sweet crystalline substance used as a food ingredient,48338,r013
coin,coin,NOUN,technical term,Currency,86193,r001
flip,flipped,VERB,technical term,Act of tossing a coin to determine an outcome,86193,r002
probability,probability,NOUN,technical term,Quantifying chance or likelihood of an event,86193,r005
coin,coin,NOUN,technical term,Currency,86193,r001
land,land,VERB,technical term,The result of the coin toss (Heads or Tails),86193,r003
tail,tails,NOUN,technical term,One possible outcome of a coin toss,86193,r006
coin,coin,NOUN,technical term,Currency,86193,r001
flip,flipped,VERB,technical term,Act of tossing a coin to determine an outcome,86193,r002
time,times,NOUN,technical term,A unit for measuring events or duration,86193,r007
probability,probability,NOUN,technical term,Quantifying chance or likelihood of an event,86193,r005
land,land,VERB,technical term,The result of the coin toss (Heads or Tails),86193,r003
tail,tails,NOUN,technical term,One possible outcome of a coin toss,86193,r006
flip,flips,NOUN,technical term,Act of tossing a coin to determine an outcome,86193,r002
last,last,ADJ,technical term,Referring to the final or most recent item in a sequence,86193,r004
flip,flips,NOUN,technical term,Act of tossing a coin to determine an outcome,86193,r002
rectangular,rectangular,ADJ,geometric term,having four sides and four right angles,78536,r016
floor,floor,NOUN,,The bottom surface of a room or building,78536,r007
measure,measures,VERB,technical term,to determine the size or extent of something,78536,r012
cover,covered,VERB,,To place over something so as to shield or protect it,78536,r006
carpet,carpet,NOUN,,A floor covering made of fabric or other material that is used to add warmth and comfort to a room,78536,r004
square,squares,VERB,geometric term,a shape with four equal sides and four right angles,78536,r019
measure,measure,NOUN,technical term,to determine the size or extent of something,78536,r012
carpet,carpet,NOUN,,A floor covering made of fabric or other material that is used to add warmth and comfort to a room,78536,r004
square,squares,NOUN,geometric term,a shape with four equal sides and four right angles,78536,r019
cost,cost,VERB,,The amount of money that something is worth or the price that is paid for it,78536,r005
24,24,NUM,MONEY,Price or cost of something,78536,r001
apiece,apiece,ADV,,Each individually,78536,r003
total,total,ADJ,Other,Summation,78536,r021
cost,cost,NOUN,,The amount of money that something is worth or the price that is paid for it,78536,r005
number,number,NOUN,mathematical term,a quantity,78536,r015
carpet,carpet,NOUN,,A floor covering made of fabric or other material that is used to add warmth and comfort to a room,78536,r004
square,squares,NOUN,geometric term,a shape with four equal sides and four right angles,78536,r019
need,needed,VERB,,,78536,r014
cover,cover,VERB,,To place over something so as to shield or protect it,78536,r006
floor,floor,NOUN,,The bottom surface of a room or building,78536,r007
people,people,NOUN,none,humans,66930,r009
there,there,ADV,,,66930,r014
shake,shaking,VERB,technical term,An act of greeting with raised hands,66930,r012
hand,hands,NOUN,technical term,action of greeting,66930,r002
together,together,ADV,,,66930,r015
many,many,ADJ,none,a large number,66930,r006
hand,hand,NOUN,technical term,action of greeting,66930,r002
shake,shakes,VERB,technical term,An act of greeting with raised hands,66930,r012
possible,possible,ADJ,none,capable of happening,66930,r010
pair,pair,NOUN,technical term,two items together,66930,r008
cyclic,cyclic,ADJ,technical term,repeating pattern,66930,r001
sequence,sequence,NOUN,technical term,Series of events or actions,66930,r011
bag,bag,NOUN,TECHNICAL TERM,Container,5418,r003
fill,filled,VERB,,,5418,r006
penny,pennies,NOUN,technical term,Currency,5418,r016
nickel,nickels,NOUN,technical term,Currency,5418,r013
ratio,ratio,NOUN,technical term,relationship between quantities,5418,r017
be,are,VERB,,,5418,r004
nickle,nickles,NOUN,technical term,Currency,5418,r014
bag,bag,NOUN,TECHNICAL TERM,Container,5418,r003
many,many,ADJ,,,5418,r011
coin,coins,NOUN,TECHNICAL TERM,Currency,5418,r005
there,there,ADV,,,5418,r018
bag,bag,NOUN,TECHNICAL TERM,Container,5418,r003
person,persons,NOUN,Individual Name,Human Being,16576,r012
start,start,VERB,,Beginning,16576,r019
run,running,VERB,,Movement,16576,r015
simultaneously,simultaneously,ADV,,Time,16576,r017
circular,circular,ADJ,technical term,Shaped like a circle,16576,r004
track,track,NOUN,technical term,circuit for running or moving,16576,r022
length,length,NOUN,general concept,The extent of something's size or length,16576,r007
m,m,NOUN,technical term,Meter,16576,r008
same,same,ADJ,,Equality,16576,r016
point,point,NOUN,,Location,16576,r013
speed,speeds,NOUN,Technical Term,Velocity,16576,r018
hr,hr,NOUN,technical term,Hour,16576,r006
/,/,NOUN,technical term,Division operator,16576,r001
hr,hr,NOUN,technical term,Hour,16576,r006
meet,meet,VERB,General Action,To come together at or to the same place,16576,r009
time,time,NOUN,technical term,duration,16576,r021
track,track,NOUN,technical term,circuit for running or moving,16576,r022
move,moving,VERB,General Action,To change position or location,16576,r010
opposite,opposite,ADJ,,Direction,16576,r011
direction,directions,NOUN,general concept,The path or course that something travels,16576,r005
evaluate,Evaluate,VERB,,To determine the value or significance of something,73670,r004
combination,combination,NOUN,Technical Term,Selection of items from a set in a particular order.,73670,r003
length,length,NOUN,,Dimension,59278,r008
bridge,bridge,NOUN,,Structure,59278,r005
train,train,NOUN,Technical Term,A vehicle used for transportation on rails,59278,r017
long,long,ADJ,,Duration,59278,r010
travel,travelling,VERB,General,The act of going from one place to another,59278,r018
hr,hr,NOUN,TIME,Unit of time (hour),59278,r007
cross,cross,VERB,,Movement over,59278,r006
people,people,NOUN,  ,human beings,61759,r010
take,took,VERB,,"To perform an action, especially in the form of a test",61759,r019
test,tests,NOUN,Technical Term,An assessment intended to measure knowledge or skill,61759,r020
range,ranges,NOUN,Technical Term,A set of values within which something falls,61759,r014
score,scores,NOUN,Technical Term,A numerical value obtained in a test or assessment,61759,r015
practice,practice,NOUN,Technical Term,A repeated activity aimed at improving a skill,61759,r013
test,tests,NOUN,Technical Term,An assessment intended to measure knowledge or skill,61759,r020
minimum,minimum,ADJ,  ,least amount,61759,r009
possible,possible,ADJ,Technical Term,Able to occur or be achieved,61759,r012
range,range,NOUN,Technical Term,A set of values within which something falls,61759,r014
score,scores,NOUN,Technical Term,A numerical value obtained in a test or assessment,61759,r015
test-takers,test-takers,NOUN,Individual Name,A person who takes a test.,61759,r021
Ron,Ron,PROPN,PERSON,Individual Name,37815,r007
have,has,VERB,,,37815,r011
cycle,cycle,NOUN,TECHNICAL TERM,Repetitive Sequence of Events or Stages,37815,r010
worth,worth,ADJ,,Value,37815,r016
1800,1800,NUM,MONEY,Financial Value,37815,r002
want,wants,VERB,,Desire,37815,r015
sell,sell,VERB,,To exchange goods or services for money,37815,r014
profit,profit,NOUN,,Financial gain,37815,r013
220,220,NUM,MONEY,Financial Value,37815,r004
cycle,cycles,NOUN,TECHNICAL TERM,Repetitive Sequence of Events or Stages,37815,r010
sell,selling,VERB,,To exchange goods or services for money,37815,r014
price,price,NOUN,,,37815,r012
population,population,NOUN,technical term,Number of inhabitants within a given area,581,r009
certain,certain,ADJ,general concept,Defining a characteristic or quality,581,r003
country,country,NOUN,organization name,Sovereign nation,581,r004
increase,increases,VERB,general concept,Growth or expansion,581,r006
rate,rate,NOUN,technical term,Speed or measure of change,581,r010
person,person,NOUN,individual name,Human being,581,r008
every 40 second,every 40 seconds,DET,TIME,Frequency,581,r005
many,many,ADJ,,Large number,581,r007
person,persons,NOUN,individual name,Human being,581,r008
population,population,NOUN,technical term,Number of inhabitants within a given area,581,r009
increase,increase,NOUN,general concept,Growth or expansion,581,r006
1 hour,1 hour,NUM,TIME,Duration,581,r001
colony,colony,NOUN,organization name,settlement of people living together in a particular place,50449,r003
resident,residents,NOUN,Individual Name,Person living in a particular place,50449,r012
ratio,ratio,NOUN,technical term,comparison of quantities,50449,r010
number,number,NOUN,technical term,quantity,50449,r008
man,men,NOUN,individual name,adult male,50449,r007
woman,women,NOUN,Individual Name,Female human being,50449,r015
woman,women,NOUN,Individual Name,Female human being,50449,r015
ratio,ratio,NOUN,technical term,comparison of quantities,50449,r010
educate,educated,VERB,technical term,to give knowledge or instruction,50449,r004
uneducated,uneducated,ADJ,Technical Term,Lacking formal education,50449,r014
ratio,ratio,NOUN,technical term,comparison of quantities,50449,r010
number,number,NOUN,technical term,quantity,50449,r008
educate,educated,VERB,technical term,to give knowledge or instruction,50449,r004
uneducated,uneducated,ADJ,Technical Term,Lacking formal education,50449,r014
person,persons,NOUN,organization name,human being,50449,r009
then,then,ADV,Discourse,Following events or actions,50449,r013
find,find,VERB,technical term,determine value or solution,50449,r006
ratio,ratio,NOUN,technical term,comparison of quantities,50449,r010
number,number,NOUN,technical term,quantity,50449,r008
educate,educated,VERB,technical term,to give knowledge or instruction,50449,r004
uneducated,uneducated,ADJ,Technical Term,Lacking formal education,50449,r014
man,men,NOUN,individual name,adult male,50449,r007
colony,colony,NOUN,organization name,settlement of people living together in a particular place,50449,r003
certain,certain,ADJ,,,88412,r003
telescope,telescope,NOUN,technical term,Instrument used to see faraway objects,88412,r012
increase,increases,VERB,,,88412,r004
visual,visual,ADJ,technical term,Related to sight or vision,88412,r014
range,range,NOUN,technical term,Measurement of distance visual,88412,r011
particular,particular,ADJ,,,88412,r009
location,location,NOUN,,,88412,r006
percent,percent,NOUN,,,88412,r010
visual,visual,ADJ,technical term,Related to sight or vision,88412,r014
range,range,NOUN,technical term,Measurement of distance visual,88412,r011
increase,increased,VERB,,,88412,r004
use,using,VERB, ,Employ for specific purpose,88412,r013
telescope,telescope,NOUN,technical term,Instrument used to see faraway objects,88412,r012
average,average,NOUN,Technical Term,"Central Tendency, Value Calculation",76766,r002
integer,integers,NOUN,Technical Term,Non-Fractional Whole Number,76766,r008
none,none,NOUN,Technical Term,No instances or examples of something,76766,r017
integer,integers,NOUN,Technical Term,Non-Fractional Whole Number,76766,r008
great,greater,ADJ,,,76766,r006
average,average,NOUN,Technical Term,"Central Tendency, Value Calculation",76766,r002
integer,integers,NOUN,Technical Term,Non-Fractional Whole Number,76766,r008
least,least,ADJ,,,76766,r010
possible,possible,ADJ,Technical Term,"Able to be done or happen; conceivable, feasible",76766,r019
value,value,NOUN,technical term,"An amount, measurement, or quality considered important or meaningful",76766,r026
other,other,ADJ,Technical Term,Different from the one(s) mentioned previously,76766,r018
integer,integers,NOUN,Technical Term,Non-Fractional Whole Number,76766,r008
find,Find,VERB,,,95459,r006
circumference,circumference,NOUN,technical term,Perimeter of a circle,95459,r004
area,area,NOUN,technical term,Two-dimensional extent,95459,r002
radius,radius,PROPN,technical term,Distance from center to edge of a circle,95459,r007
orange,oranges,NOUN,Technical Term,"Type of fruit, citrus",68778,r017
contain,contained,VERB,Organization Name,Hold or encompass,68778,r009
water,water,NOUN,Technical Term,"Chemical compound H2O, clear liquid",68778,r020
concentration,concentration,NOUN,Technical Term,Proportion or degree of something present,68778,r008
water,water,NOUN,Technical Term,"Chemical compound H2O, clear liquid",68778,r020
decrease,decreased,VERB,Technical Term,"Reduce in size, amount, or intensity",68778,r010
new,new,ADJ,,Not previously existing,68778,r015
weight,weight,NOUN,technical term,The heaviness of an object,68778,r021
orange,oranges,NOUN,Technical Term,"Type of fruit, citrus",68778,r017
kilogram,kilograms,NOUN,Technical Term,Unit of mass,68778,r013
Dexter,Dexter,PROPN,PERSON,A participant in a competition.,78541,r002
Prexter,Prexter,PROPN,GPE,A competitor against Dexter,78541,r003
compete,competing,VERB,Action,Engage in a contest or rivalry,78541,r005
other,other,ADJ,,Not this one or these,78541,r025
friendly,friendly,ADJ,Descriptive,Characterized by kindness and goodwill,78541,r012
community,community,NOUN,Organization Name,Group of individuals participating in a friendly competition.,78541,r004
competition,competition,NOUN,Event,A contest where individuals strive for victory.,78541,r006
pool,pool,NOUN,,Swimming area,78541,r027
m,m,NOUN,Unit,"Meter, a unit of measurement for length",78541,r017
length,length,NOUN,Measurement,The extent or size of something in a particular direction,78541,r016
race,race,NOUN,,Competition,78541,r028
m. Dexter,m. Dexter,NOUN,PERSON,A specific individual named Dexter,78541,r018
cross,crosses,VERB,Action,Pass a designated point or line during the race.,78541,r008
m,m,NOUN,Unit,"Meter, a unit of measurement for length",78541,r017
min,min,NOUN,Technical Term,Time unit,78541,r021
Prexter,Prexter,PROPN,GPE,A competitor against Dexter,78541,r003
min,min,NOUN,Technical Term,Time unit,78541,r021
sec,sec,PROPN,ORG,Second,78541,r032
time,time,NOUN,Technical Term,Period during which something occurs,78541,r037
meet,meet,VERB,Action,To come together or encounter someone,78541,r020
cross,cross,VERB,Action,Pass a designated point or line during the race.,78541,r008
other,other,ADJ,,Not this one or these,78541,r025
handshake,handshake,VERB,Action,An act of greeting by shaking hands,78541,r014
many,many,ADJ,Quantity,A large number of something,78541,r019
such,such,ADJ, ,Kind or type of,78541,r036
handshake,handshake,NOUN,Action,An act of greeting by shaking hands,78541,r014
happen,happen,VERB,Action,To occur or take place,78541,r015
start,start,VERB, ,Initiate a movement or activity,78541,r035
same,same,ADJ, ,Starting point or position,78541,r031
end,end,NOUN,Location,The finishing point of the race or competition.,78541,r009
same,same,ADJ, ,Starting point or position,78541,r031
time,time,NOUN,Technical Term,Period during which something occurs,78541,r037
odd,odd,ADJ,,Number not divisible by 2,42761,r018
integer,integer,NOUN,Technical Term,Whole number,42761,r016
y,y,PROPN,,,42761,r020
z,z,PROPN,technical term,Numerical even value,42761,r021
even,even,ADV,,Number not divisible by 2,42761,r013
integer,integers,NOUN,Technical Term,Whole number,42761,r016
follow,following,VERB,,,42761,r014
CANNOT,CANNOT,PROPN,Technical Term,Exclusion,42761,r004
integer,integer,NOUN,Technical Term,Whole number,42761,r016
decimal,decimal,ADJ,Technical Term,Number Representation,45337,r005
0.00035,0.00035,NUM,GPE,Measurement,45337,r001
repeat,repeat,NOUN,Technical Term,Iteration,45337,r008
indefinitely,indefinitely,ADV,Technical Term,Continuously,45337,r007
value,value,NOUN,Technical Term,Measurement Result,45337,r009
ratio,ratio,NOUN,technical term,"Proportion, comparison",8200,r011
number,number,NOUN,,Amount,8200,r007
lady,ladies,NOUN,Individual Name,Female Person,8200,r004
gent,gents,NOUN,Individual Name,Male Person,8200,r003
party,party,NOUN,Organization Name,Social Gathering,8200,r009
lady,ladies,NOUN,Individual Name,Female Person,8200,r004
gent,gents,NOUN,Individual Name,Male Person,8200,r003
leave,left,VERB,,Departure,8200,r005
ratio,ratio,NOUN,technical term,"Proportion, comparison",8200,r011
become,became,VERB,,Transformation,8200,r002
many,many,ADJ,,Large Quantity,8200,r006
people,people,NOUN,,Individuals,8200,r010
party,party,NOUN,Organization Name,Social Gathering,8200,r009
originally,originally,ADV,,Beginning State,8200,r008
number,number,NOUN,TECHNICAL TERM,Quantitative value,15831,r007
divide,divided,VERB,TECHNICAL TERM,Mathematical operation of splitting equally,15831,r004
6 &,6 &,NUM,MONEY,Represents a multiplicative factor in the equation,15831,r001
then,then,ADV,TECHNICAL TERM,Indicates sequence of actions,15831,r008
multiply,multiply,NOUN,TECHNICAL TERM,Mathematical operation of increasing proportionally,15831,r005
answer,answer,NOUN,TECHNICAL TERM,The result of a calculation,15831,r003
no,no,NOUN,TECHNICAL TERM,Abbreviation for 'number',15831,r006
positive,positive,ADJ,,Characterized by positivity or optimism; greater than zero,13263,r017
difference,difference,NOUN,technical term,The amount by which two values differ,13263,r011
Sam,Sam,PROPN,PERSON,Name of a person,13263,r007
Lucy,Lucy,PROPN,PERSON,Name of a person,13263,r005
age,ages,NOUN,Technical Term,Quantitative measure of time elapsed since birth,13263,r009
sum,sum,NOUN,technical term,The result of adding two or more numbers together,13263,r020
age,ages,NOUN,Technical Term,Quantitative measure of time elapsed since birth,13263,r009
Lucy,Lucy,PROPN,PERSON,Name of a person,13263,r005
old,older,ADJ,,,13263,r016
Sam,Sam,PROPN,PERSON,Name of a person,13263,r007
then,then,ADV,none,Indicates consequence or time sequence,13263,r021
following,following,NOUN,technical term,"The subsequent or succeeding items, statements, etc.",13263,r013
represent,represents,VERB,technical term,"To symbolize or express a concept, idea, or quality",13263,r018
Lucy,Lucy,PROPN,PERSON,Name of a person,13263,r005
age,age,NOUN,Technical Term,Quantitative measure of time elapsed since birth,13263,r009
good,goods,NOUN,Organization Name,Company or Service Provider,92826,r010
train,train,VERB,Technical Term,Transportation,92826,r031
m,m,NOUN,Technical Term,Unit of measurement for distance,92826,r013
long,long,ADJ,Technical Term,Describes the extent or duration of something,92826,r012
run,running,VERB,,Motion,92826,r021
opposite,opposite,ADJ,,Facing in different directions or having contrasting properties,92826,r016
direction,directions,NOUN,Technical Term,Movement Trajectory,92826,r006
so,so,ADV,,"In this way, Therefore",92826,r026
parallel,parallel,ADJ,Technical Term,Running alongside each other at the same distance and direction,92826,r017
track,tracks,NOUN,Technical Term,A rail path for trains,92826,r030
speed,speeds,NOUN,Technical Term,The rate of movement or change,92826,r027
respectively,respectively,ADV,,In the order mentioned,92826,r020
find,Find,VERB,Action,"Discover, Determine",92826,r009
time,time,NOUN,,"Duration, period",92826,r029
take,taken,VERB,,To require a certain amount of time,92826,r028
slow,slower,ADJ,,Relating to speed; not fast,92826,r025
train,train,NOUN,Technical Term,Transportation,92826,r031
pass,pass,VERB,,Move past or by,92826,r018
driver,driver,NOUN,Individual Name,Person Operating a Vehicle,92826,r008
pipe,Pipes,NOUN,technical term,Plumbing conduit,1901,r013
A,A,PROPN,,,1901,r003
b,B,NOUN,Organization Name,Symbolic representation of pipes in the physics problem,1901,r005
fill,fill,VERB,,Action of making full or complete,1901,r007
cistern,cistern,NOUN,Technical Term,Water storage container,1901,r006
respectively,respectively,ADV,,In the stated order,1901,r014
open,opened,VERB,technical term,To begin operation,1901,r012
alternate,alternate,ADJ,,Alternating or interchanging,1901,r004
minute,minutes,NOUN,technical term,Unit of time,1901,r011
find,Find,VERB,,"Ascertaining information, locating",1901,r008
many,many,ADJ,none,Quantity,1901,r010
minute,minutes,NOUN,technical term,Unit of time,1901,r011
cistern,cistern,NOUN,Technical Term,Water storage container,1901,r006
full,full,ADJ,,Complete state of capacity or fullness,1901,r009
house,house,NOUN,Organization Name,Structure for residence,26895,r016
construct,constructed,VERB,Technical Term,Building process,26895,r011
man,men,NOUN,individual name,Human being,26895,r021
set,set,VERB,organization name,Group of individuals with a shared purpose,26895,r028
work,work,VERB,technical term,Tasks or activities performed to achieve a goal,26895,r032
work,working,VERB,technical term,Tasks or activities performed to achieve a goal,26895,r032
8 hour,8 hours,NUM,TIME,duration,26895,r002
day,day,NOUN,Time unit,Period of 24 hours,26895,r012
work,work,NOUN,technical term,Tasks or activities performed to achieve a goal,26895,r032
complete,completed,VERB,,"finish, accomplish",26895,r010
many,many,ADJ,technical term,Large quantity,26895,r022
additional,additional,ADJ,,"extra, surplus",26895,r009
man,men,NOUN,individual name,Human being,26895,r021
employ,employed,VERB,Job/Working relation,Use for a purpose,26895,r014
work,work,NOUN,technical term,Tasks or activities performed to achieve a goal,26895,r032
complete,completed,VERB,,"finish, accomplish",26895,r010
time,time,NOUN,technical term,Duration or point in an event,26895,r030
man,man,NOUN,individual name,Human being,26895,r021
now,now,ADV,technical term,Present time,26895,r024
work,working,VERB,technical term,Tasks or activities performed to achieve a goal,26895,r032
9 hour,9 hours,NUM,TIME,duration,26895,r003
day,day,NOUN,Time unit,Period of 24 hours,26895,r012
Jill,Jill,PROPN,PERSON,Individual,56787,r005
work,works,VERB,technical term,Labor,56787,r025
waitress,waitress,NOUN,organization name,Restaurant Staff Member,56787,r024
local,local,ADJ,organization name,Specific geographical area,56787,r014
diner,diner,NOUN,Organization Name,Restaurant,56787,r010
earn,earns,VERB,technical term,Compensation received for work,56787,r011
hourly,hourly,ADJ,TIME,Related to an hour or occurring every hour,56787,r013
wage,wage,NOUN,technical term,Compensation,56787,r023
